Type,Hour,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
avg_weekday,0,13.960350322269273,16.847102042837026,19.72981870535878,24.645002564052234,28.155856354278576,28.431988889784275,41.700250371683524,54.96851185358279,73.3170773054717,96.00055113678268,113.90118148889803,104.0915541708869,101.25450015371831,98.24146902271256,102.61093915997722,106.46334063647221,90.6444137474135,76.34218413030327,63.07392264840385,49.781190473760674
avg_weekday,1,11.415127426008695,13.778364194428718,16.139286622880974,19.665946944588015,22.387142470340162,23.25303762625231,34.10445518517011,44.955872744087834,58.72113947027656,74.9727277327735,92.6374360820343,86.02847141822062,83.69815528175965,81.2536237429802,83.63298741385445,85.71578219918489,74.86717205971044,63.333712069522996,52.482294510605776,41.61239150430038
avg_weekday,2,8.781820796322986,10.600870957469507,12.418485851303105,14.959047899317339,17.000090728305125,17.890545478886104,26.23946670236628,34.588387925846455,44.744369703315094,56.44227534673304,71.92702156391111,67.65802731555335,65.85915284832349,63.99016946077897,65.08068255429217,65.98727468833133,58.96406536476144,50.19701294030228,41.848091716822466,33.48794881204567
avg_weekday,3,6.79449036947875,8.203308020480282,9.61151604278721,11.32679531650033,12.829904183564851,13.844301643376227,20.3049757436183,26.76564984386047,33.99387153381403,41.87702420779876,55.47777112746193,52.907745263570284,51.51050067994294,50.07444391206959,50.29642715116842,50.4402901032464,46.09463534933491,39.39582913470832,32.93515503446609,26.46668797335564
avg_weekday,4,5.564492071503181,6.7187696674520305,7.8727231742078185,9.18992108686356,10.394325529520803,11.338922507401607,16.63041967752229,21.92191684764295,27.62145563581992,33.669167100221486,44.77171379026789,43.10191463094116,41.95433945784783,40.78447688525417,40.569485749764354,40.31296451406151,37.46440294577441,32.035226410883425,26.743729240762633,21.44753498739081
avg_weekday,5,4.938703094531215,5.962870440581377,6.98664467929356,8.208427908198924,9.293397131309302,10.063230203435275,14.759404298371674,19.455578393308112,24.646690788290364,30.260122831238494,39.048633780477324,37.646311349422966,36.627156321473294,35.59034390728513,35.295536462321095,34.950354652854436,32.62503254639498,27.824687550919226,23.128513455982738,18.42978342077865
avg_weekday,6,4.7273017029004505,5.707021220719007,6.686149825370384,7.962922631051266,9.034038635973968,9.631446614893436,14.126121701843738,18.62079678879401,23.859455847039545,29.73293958711,37.731257586130496,36.13122828953632,35.1576063984015,34.16176368491034,34.08946039097153,33.94143509339977,31.353327340435484,26.73102145986813,22.236346372917797,17.73927710273691
avg_weekday,7,5.250348726492836,6.337460219756374,7.423559757985535,9.019383168298264,10.263013656860148,10.69540613569048,15.686595665679414,20.67778519566834,26.94306771757467,34.29550494901232,41.64801479576006,38.926630848773286,37.852393999507804,36.73278779920065,37.51950711183752,38.17655041277945,33.74678970856345,28.48800892386653,23.496819393877754,18.499078758627537
avg_weekday,8,6.254849734638669,7.5482617081366925,8.839873027680254,11.038477518741546,12.610396479499578,12.738813623686447,18.683593314740147,24.628373005793847,32.84025005452916,42.98658996037583,50.74492746668694,46.17439494041858,44.904611050812164,43.55193470424777,45.687357588229965,47.59203739040161,40.17684622727611,33.74142535492759,27.796645663873967,21.839484343900654
avg_weekday,9,7.2887992321787625,8.79504322960602,10.298845359915092,13.032621076424398,14.916548444200265,14.842942765675932,21.76964938965804,28.69635601364012,38.697473730074755,51.32191683908224,59.43720806734252,53.52665141940699,52.05133456984543,50.466960523723635,53.46394632431328,56.148021394439056,46.609666051037166,39.040070375337784,32.11336375135563,25.170989875067267
