Load Profile, Charger Assignment
BaseCase_Alpine_Residential L1_uncontrolled_load,Residential L1
BaseCase_Alpine_Residential L2_uncontrolled_load,Residential L2
BaseCase_Alpine_Residential MUD_uncontrolled_load,Residential L2
BaseCase_Alpine_Public L2_uncontrolled_load,Public L2
BaseCase_Alpine_Work_uncontrolled_load,Workplace L2
BaseCase_Alpine_Fast_uncontrolled_load,DCFC
