Load Profile, Charger Assignment
Placer_Residential_L2,Residential L2
Placer_Residential_MUD,Residential L2
Placer_Public_L2,Public L2
Placer_Workplace_L2,Workplace L2
Placer_Public_DCFC,DCFC
