year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,379,273377,9833,0.0,0.0,265.3,37.9,37.9,37.9,9833,3244.8900000000003,4916.5,7374.75
2012,1079,277180,9833,0.0,0.0,755.3,107.9,107.9,107.9,9833,3244.8900000000003,4916.5,7374.75
2013,2176,281036,9833,0.0,0.0,1523.1999999999998,217.60000000000002,217.60000000000002,217.60000000000002,9833,3244.8900000000003,4916.5,7374.75
2014,3313,284946,9833,0.0,0.0,2319.1,331.3,331.3,331.3,9833,3244.8900000000003,4916.5,7374.75
2015,3485,288910,9833,15603.57,0.0,2439.5,348.5,348.5,348.5,9833,3244.8900000000003,4916.5,7374.75
2016,4088,292929,9833,11258.79,0.0,2861.6,408.8,408.8,408.8,9833,3244.8900000000003,4916.5,7374.75
2017,5364,297004,9833,6914.0,29.9,3754.7999999999997,536.4,536.4,536.4,9833,3244.8900000000003,4916.5,7374.75
2018,8680,301136,9833,5377.16,31.0,6076.0,868.0,868.0,868.0,9833,3244.8900000000003,4916.5,7374.75
2019,8868,305325,9833,3840.32,32.1,6207.599999999999,886.8000000000001,886.8000000000001,886.8000000000001,9833,3244.8900000000003,4916.5,7374.75
2020,11712,309357,9833,2741.24,33.4,8198.4,1171.2,1171.2,1171.2,9833,3244.8900000000003,4916.5,7374.75
2021,14557,313855,9833,1642.17,34.7,10189.9,1455.7,1455.7,1455.7,9833,3244.8900000000003,4916.5,7374.75
2022,17401,319287,9833,821.08,36.6,12180.699999999999,1740.1000000000001,1740.1000000000001,1740.1000000000001,9833,3244.8900000000003,4916.5,7374.75
2023,20413,323786,9833,0.0,37.5,14289.099999999999,2041.3000000000002,2041.3000000000002,2041.3000000000002,9833,3244.8900000000003,4916.5,7374.75
2024,22923,328750,9833,0.0,39.6,16046.099999999999,2292.3,2292.3,2292.3,9833,3244.8900000000003,4916.5,7374.75
2025,25433,333559,9833,0.0,39.6,17803.1,2543.3,2543.3,2543.3,9833,3244.8900000000003,4916.5,7374.75
2026,27440,337747,9833,0.0,39.5,19208.0,2744.0,2744.0,2744.0,9833,3244.8900000000003,4916.5,7374.75
2027,29281,342711,9833,0.0,39.4,20496.699999999997,2928.1000000000004,2928.1000000000004,2928.1000000000004,9833,3244.8900000000003,4916.5,7374.75
2028,31289,347365,9833,0.0,39.3,21902.3,3128.9,3128.9,3128.9,9833,3244.8900000000003,4916.5,7374.75
2029,33464,352021,9833,0.0,39.2,23424.8,3346.4,3346.4,3346.4,9833,3244.8900000000003,4916.5,7374.75
2030,35639,355432,9833,0.0,39.1,24947.3,3563.9,3563.9,3563.9,9833,3244.8900000000003,4916.5,7374.75
2031,38892,360377,9833,0.0,39.0,27224.399999999998,3889.2000000000003,3889.2000000000003,3889.2000000000003,9833,3244.8900000000003,4916.5,7374.75
2032,41306,365390,9833,0.0,39.0,28914.199999999997,4130.6,4130.6,4130.6,9833,3244.8900000000003,4916.5,7374.75
2033,43719,370473,9833,0.0,38.9,30603.3,4371.900000000001,4371.900000000001,4371.900000000001,9833,3244.8900000000003,4916.5,7374.75
2034,46133,375627,9833,0.0,38.8,32293.1,4613.3,4613.3,4613.3,9833,3244.8900000000003,4916.5,7374.75
2035,48547,380853,9833,0.0,38.7,33982.9,4854.7,4854.7,4854.7,9833,3244.8900000000003,4916.5,7374.75
2036,50961,386151,9833,0.0,38.6,35672.7,5096.1,5096.1,5096.1,9833,3244.8900000000003,4916.5,7374.75
2037,53375,391523,9833,0.0,38.6,37362.5,5337.5,5337.5,5337.5,9833,3244.8900000000003,4916.5,7374.75
2038,55789,396970,9833,0.0,38.5,39052.299999999996,5578.900000000001,5578.900000000001,5578.900000000001,9833,3244.8900000000003,4916.5,7374.75
2039,58202,402492,9833,0.0,38.4,40741.399999999994,5820.200000000001,5820.200000000001,5820.200000000001,9833,3244.8900000000003,4916.5,7374.75
2040,60616,408091,9833,0.0,0.0,42431.2,6061.6,6061.6,6061.6,9833,3244.8900000000003,4916.5,7374.75
