Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,6925213.877706577,8361927.403286368,9799639.443321055,11255952.746269157,12699694.310916707,14113794.863817587,20698937.71514653,27283065.379769355,33915944.78839819,40590108.84292472,52422843.30307926,51503478.690155044,50076281.87467576,48651188.062168166,47315423.714985095,45975458.45241726,44291132.231270395,37753154.56265408,31227890.412970234,24732865.57704872
Utility Bills (res),5878388.052132123,7098483.981301607,8318988.296237713,9536799.972008077,10756629.579083584,11980346.24913128,17570769.280784626,23160737.138543263,28745124.4453277,34325219.479765385,44802290.67233306,44107620.61083302,42889321.20074935,41673070.50960136,40447476.0557656,39224120.993514776,37941365.9786331,32366139.86497023,26788489.79443733,21216820.43525538
Utility Bills (work),639000.7475276453,771235.7488768711,903690.7209709288,1058385.3825651114,1197828.9465922117,1302102.1541663453,1909357.418553912,2516366.6634505033,3179076.5067338618,3889598.292413154,4666344.192038291,4491230.226385903,4358249.021294093,4223530.356154465,4181630.788324908,4133647.027352783,3839798.6375330063,3218567.4838203285,2611381.5623768107,2027380.7266755654
Utility Bills (pub L2),156890.00439747924,189363.37095978923,221957.58248561175,254438.64863231263,287007.99500388606,319800.9760454017,468877.1040269815,617849.5676007624,766835.4448681605,915559.4033280198,1296397.065972606,1273628.410219775,1241882.0980849026,1210647.1527750003,1184890.824711097,1158957.1491254692,1117918.3755424053,974065.3074425544,831086.7119408489,688489.649091829
Utility Bills (DCFC),250935.0736493291,302844.30214810127,355002.84362680156,406328.7430636561,458227.7902370251,511545.48447455856,749933.91178101,988112.0101748277,1224908.391468468,1459731.6674181635,1657811.3727353062,1630999.44271635,1586829.5545474105,1543940.0436373414,1501426.0461834937,1458733.282424236,1392049.2395618833,1194381.906420969,996932.3442152451,800174.7660259481
Incremental upfront vehicle cost,3342002.11343516,4177093.405093648,2502333.7894685036,1251159.2757490387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,3707095.734680853,6497091.107803141,6503050.386145018,6509027.542321915,6515022.629967345,6521035.7028757,29901717.058083635,29929429.602680106,29957225.28491038,29985104.354187332,31178515.307402655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),1914529.166725,3355096.328426258,3357847.391606994,3360606.7079772702,3363374.302296657,3366150.199398999,15433720.351674309,15446513.672729332,15459345.373747526,15472215.56986877,16023146.193432208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),770324.0249954128,1349621.396949967,1350402.563038325,1351186.0726249465,1351971.9327403295,1352760.1504360542,6200869.7294877665,6204502.40089845,6208145.9703233745,6211800.470456561,6368237.561098036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),462194.4149972478,809772.83816998,810241.5378229953,810711.6435749676,811183.1596441979,811656.0902616318,3720521.8376926593,3722701.4405390713,3724887.582194023,3727080.2822739407,3820942.5366588174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),560048.1279631923,982600.5442569355,984558.8936767034,986523.1181447301,988493.2352861604,990469.2627790152,4546605.139228898,4555712.088513251,4564846.35864546,4574008.031588061,4966189.016213597,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),7957399.20826363,10137520.478711275,12066031.080951994,13903862.92944903,17348161.51608387,19015103.12936705,26980760.141197473,35363987.99030262,44359185.49675042,54406726.52718647,54922970.44630151,53412822.89377171,51668938.97011813,49880011.98587903,48252058.67368774,46705189.83443068,38202011.32938017,29780237.079219267,20617777.985511694,11159693.325254133
Avoided vehicle gasoline (gallons),2743930.7614702173,3291402.7528283363,3818364.2661240487,4317969.853866158,4805584.9075024575,5267341.587082285,7453248.657789357,9715381.316017203,12054126.49368218,14469874.076379381,14529886.361455427,13982414.370097306,13455452.856801596,12955847.269059487,12468232.21542319,12006475.535843361,9820568.46513629,7558435.806908444,5219690.629243467,2803943.0465462646
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,220170.854173375,619016.7190855743,1035305.2393604906,1469610.850435466,1922524.8206618896,2394655.7139266646,4459815.908696899,6614684.138671484,8862208.019865142,11205421.444708204,15682232.322848858,15537454.15484063,15378715.546995785,15205472.312594822,15017163.07755547,14813208.787575096,12637371.609731441,10358628.003009483,7973503.189732643,5478419.308718167
Federal EV Tax Credit,6526803.977471591,11182463.619961595,10941745.225011352,10706208.635040462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,870.2405303295454,1523.7970426134334,1523.7970426134343,1523.7970426134343,1523.7970426134343,1523.7970426134325,6980.799999999999,6980.799999999999,6980.800000000003,6980.800000000003,7851.040530329541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,132226.41783103772,184728.52256587552,207288.94551019068,230878.2458639954,255533.1176507447,458276.0453001312,1163696.5747395223,1780777.2327365102,2175489.368949872,2588879.0344833652,3318305.4709538175,2971602.292593918,2958896.1011913773,2943734.7686944827,2926004.3279129732,2905586.664897092,2882359.382977732,2506600.7037455034,2110440.880982178,1693098.9595067815
Distribution Cost,90692.21917316606,133398.09978177072,145726.57770509608,158633.184595002,172139.12186596837,363250.9034872562,1021065.537218865,1588364.3755049093,1931043.0021851843,2290069.347391081,2929807.024307415,2580364.064815468,2569883.913505235,2557267.0260099643,2542413.118016308,2525218.2236310006,2505574.575102829,2179530.1540107364,1835617.528922783,1473147.064722211
Transmission Cost,41534.19865787166,51330.42278410479,61562.36780509461,72245.06126899338,83393.99578477634,95025.14181287498,142631.03752065732,192412.85723160085,244446.3667646879,298809.6870922841,388498.4466464025,391238.2277784495,389012.18768614205,386467.74268451857,383591.20989666507,380368.44126609166,376784.8078749031,327070.5497347669,274823.35205939476,219951.89478457035
Cumulative personal light-duty EV population,7340.014786932831,8863.811829546265,10387.608872159699,11911.405914773133,13435.202957386568,14959.0,21939.8,28920.6,35901.4,42882.200000000004,49863.0,48339.202957386566,46815.40591477313,45291.6088721597,43767.81182954626,42244.01478693283,35263.21478693283,28282.414786932834,21301.61478693283,14320.814786932828
Cumulative personal light-duty LDV population,204323.0,207294.0,210882.0,213854.0,217132.0,220308.0,223075.0,226353.0,229427.0,232502.0,234755.0,231784.0,228196.0,225224.0,221946.0,218770.0,216003.0,212725.0,209651.0,206576.0
EV sales as % of total personal light-duty vehicles,0.004259141312184852,0.007350897964308824,0.007225827916149478,0.0071254081878919,0.007017837272320222,0.00691666686009329,0.03129351115095819,0.030840324625695262,0.03042710753311512,0.030024687959673477
Peak Demand 5-9 PM,3.7315803856238285,4.506738301819545,5.282064436866112,6.097030033325525,6.915820753825329,7.605790776401199,11.155125909224324,14.704461042047388,18.27490717543583,22.715398752413016,28.893301713610978,28.25077293568588,27.473141840237233,26.704054145585125,26.098538786576743,26.18880956914534,24.32576385705657,20.827622209635734,17.27828707681261,13.730376524050353
Energy Supply Cost,1785099.2194028157,2228539.065480428,2555259.2397628967,2926251.125238746,3410033.4243284347,4178118.6433495684,6594851.599681599,9315507.535473626,12268054.764245378,15299318.455871264,21073367.63899029,21243117.787102707,21343815.228977446,21414491.880411822,21468158.15926534,21493643.514067568,21504575.968841143,18938162.027990878,16202229.143009074,13273230.331641246
Energy Cost,1073351.1575077919,1428784.3266336173,1703957.8474241483,2077471.605645043,2535538.327508368,3222395.84718699,5196930.629967566,7641101.950804879,10360169.030206148,13097030.462261131,18401243.873196628,18757853.66520509,18875112.116887536,18964100.308264326,19025165.072353143,19056821.124852262,19049377.044235457,16763402.602496285,14307688.24797336,11682671.830987787
GHG Cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capacity Cost,711748.0618950237,799754.7388468095,851301.3923387532,848779.5195936953,874495.0968200696,955722.7961625789,1397920.9697140397,1674405.584668771,1907885.7340392268,2202287.99361013,2672123.7657936574,2485264.1218976234,2468703.1120898705,2450391.572147437,2442993.086912233,2436822.3892153306,2455198.92460575,2174759.4254945824,1894540.8950357127,1590558.500653441
