Load Profile,PGE Residential EV Rate,PGE Medium Commercial Rate,PGE Large Commercial Rate,SCE Residential EV Rate,SCE Medium Commercial Rate,SCE Large Commercial Rate,SCE Commercial EV Rate,SDGE Residential EV Rate,SDGE Commercial Rate
Sonoma_Residential_L2,1,0,0,0,0,0,0,0,0
Sonoma_Residential_MUD,0,1,0,0,0,0,0,0,0
Sonoma_Public_L2,0,1,0,0,0,0,0,0,0
Sonoma_Workplace_L2,0,1,0,0,0,0,0,0,0
Sonoma_Public_DCFC,0,0,1,0,0,0,0,0,0
