year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,1867,1347294,9833,0.0,0.0,1306.8999999999999,186.70000000000002,186.70000000000002,186.70000000000002,9833,3244.8900000000003,4916.5,7374.75
2012,5317,1366037,9833,0.0,0.0,3721.8999999999996,531.7,531.7,531.7,9833,3244.8900000000003,4916.5,7374.75
2013,10725,1385041,9833,0.0,0.0,7507.499999999999,1072.5,1072.5,1072.5,9833,3244.8900000000003,4916.5,7374.75
2014,16328,1404309,9833,0.0,0.0,11429.599999999999,1632.8000000000002,1632.8000000000002,1632.8000000000002,9833,3244.8900000000003,4916.5,7374.75
2015,17178,1423845,9833,15603.57,0.0,12024.599999999999,1717.8000000000002,1717.8000000000002,1717.8000000000002,9833,3244.8900000000003,4916.5,7374.75
2016,20149,1443653,9833,11258.79,0.0,14104.3,2014.9,2014.9,2014.9,9833,3244.8900000000003,4916.5,7374.75
2017,26436,1463737,9833,6914.0,29.9,18505.199999999997,2643.6000000000004,2643.6000000000004,2643.6000000000004,9833,3244.8900000000003,4916.5,7374.75
2018,42778,1484100,9833,5377.16,31.0,29944.6,4277.8,4277.8,4277.8,9833,3244.8900000000003,4916.5,7374.75
2019,43704,1504746,9833,3840.32,32.1,30592.8,4370.400000000001,4370.400000000001,4370.400000000001,9833,3244.8900000000003,4916.5,7374.75
2020,57723,1524616,9833,2741.24,33.4,40406.1,5772.3,5772.3,5772.3,9833,3244.8900000000003,4916.5,7374.75
2021,71741,1546783,9833,1642.17,34.7,50218.7,7174.1,7174.1,7174.1,9833,3244.8900000000003,4916.5,7374.75
2022,85759,1573554,9833,821.08,36.6,60031.299999999996,8575.9,8575.9,8575.9,9833,3244.8900000000003,4916.5,7374.75
2023,100602,1595728,9833,0.0,37.5,70421.4,10060.2,10060.2,10060.2,9833,3244.8900000000003,4916.5,7374.75
2024,112971,1620191,9833,0.0,39.6,79079.7,11297.1,11297.1,11297.1,9833,3244.8900000000003,4916.5,7374.75
2025,125340,1643892,9833,0.0,39.6,87738.0,12534.0,12534.0,12534.0,9833,3244.8900000000003,4916.5,7374.75
2026,135236,1664533,9833,0.0,39.5,94665.2,13523.6,13523.6,13523.6,9833,3244.8900000000003,4916.5,7374.75
2027,144306,1688997,9833,0.0,39.4,101014.2,14430.6,14430.6,14430.6,9833,3244.8900000000003,4916.5,7374.75
2028,154202,1711932,9833,0.0,39.3,107941.4,15420.2,15420.2,15420.2,9833,3244.8900000000003,4916.5,7374.75
2029,164921,1734877,9833,0.0,39.2,115444.7,16492.100000000002,16492.100000000002,16492.100000000002,9833,3244.8900000000003,4916.5,7374.75
2030,175641,1751688,9833,0.0,39.1,122948.7,17564.100000000002,17564.100000000002,17564.100000000002,9833,3244.8900000000003,4916.5,7374.75
2031,191671,1776057,9833,0.0,39.0,134169.69999999998,19167.100000000002,19167.100000000002,19167.100000000002,9833,3244.8900000000003,4916.5,7374.75
2032,203567,1800765,9833,0.0,39.0,142496.9,20356.7,20356.7,20356.7,9833,3244.8900000000003,4916.5,7374.75
2033,215464,1825816,9833,0.0,38.9,150824.8,21546.4,21546.4,21546.4,9833,3244.8900000000003,4916.5,7374.75
2034,227360,1851216,9833,0.0,38.8,159152.0,22736.0,22736.0,22736.0,9833,3244.8900000000003,4916.5,7374.75
2035,239256,1876970,9833,0.0,38.7,167479.19999999998,23925.600000000002,23925.600000000002,23925.600000000002,9833,3244.8900000000003,4916.5,7374.75
2036,251152,1903081,9833,0.0,38.6,175806.4,25115.2,25115.2,25115.2,9833,3244.8900000000003,4916.5,7374.75
2037,263049,1929556,9833,0.0,38.6,184134.3,26304.9,26304.9,26304.9,9833,3244.8900000000003,4916.5,7374.75
2038,274945,1956400,9833,0.0,38.5,192461.5,27494.5,27494.5,27494.5,9833,3244.8900000000003,4916.5,7374.75
2039,286841,1983616,9833,0.0,38.4,200788.69999999998,28684.100000000002,28684.100000000002,28684.100000000002,9833,3244.8900000000003,4916.5,7374.75
2040,298737,2011212,9833,0.0,0.0,209115.9,29873.7,29873.7,29873.7,9833,3244.8900000000003,4916.5,7374.75
