Load Profile, Charger Assignment
Santa Clara_Residential_L2,Residential L2
Santa Clara_Residential_MUD,Residential L2
Santa Clara_Public_L2,Public L2
Santa Clara_Workplace_L2,Workplace L2
Santa Clara_Public_DCFC,DCFC
