year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,250,180559,9833,0.0,0.0,175.0,25.0,25.0,25.0,9833,3244.8900000000003,4916.5,7374.75
2012,713,183071,9833,0.0,0.0,499.09999999999997,71.3,71.3,71.3,9833,3244.8900000000003,4916.5,7374.75
2013,1437,185618,9833,0.0,0.0,1005.9,143.70000000000002,143.70000000000002,143.70000000000002,9833,3244.8900000000003,4916.5,7374.75
2014,2188,188200,9833,0.0,0.0,1531.6,218.8,218.8,218.8,9833,3244.8900000000003,4916.5,7374.75
2015,2302,190819,9833,0.0,0.0,1611.3999999999999,230.20000000000002,230.20000000000002,230.20000000000002,9833,3244.8900000000003,4916.5,7374.75
2016,2700,193473,9833,15603.57,0.0,1889.9999999999998,270.0,270.0,270.0,9833,3244.8900000000003,4916.5,7374.75
2017,3543,196165,9833,11258.79,0.0,2480.1,354.3,354.3,354.3,9833,3244.8900000000003,4916.5,7374.75
2018,5733,198894,9833,6914.0,29.9,4013.1,573.3000000000001,573.3000000000001,573.3000000000001,9833,3244.8900000000003,4916.5,7374.75
2019,5857,201661,9833,5377.16,31.0,4099.9,585.7,585.7,585.7,9833,3244.8900000000003,4916.5,7374.75
2020,7736,204323,9833,3840.32,32.1,5415.2,773.6,773.6,773.6,9833,3244.8900000000003,4916.5,7374.75
2021,9614,207294,9833,2741.24,33.4,6729.799999999999,961.4000000000001,961.4000000000001,961.4000000000001,9833,3244.8900000000003,4916.5,7374.75
2022,11493,210882,9833,1642.17,34.7,8045.099999999999,1149.3,1149.3,1149.3,9833,3244.8900000000003,4916.5,7374.75
2023,13482,213854,9833,821.08,36.6,9437.4,1348.2,1348.2,1348.2,9833,3244.8900000000003,4916.5,7374.75
2024,15140,217132,9833,0.0,37.5,10598.0,1514.0,1514.0,1514.0,9833,3244.8900000000003,4916.5,7374.75
2025,16798,220308,9833,0.0,39.6,11758.599999999999,1679.8000000000002,1679.8000000000002,1679.8000000000002,9833,3244.8900000000003,4916.5,7374.75
2026,18124,223075,9833,0.0,39.6,12686.8,1812.4,1812.4,1812.4,9833,3244.8900000000003,4916.5,7374.75
2027,19339,226353,9833,0.0,39.5,13537.3,1933.9,1933.9,1933.9,9833,3244.8900000000003,4916.5,7374.75
2028,20666,229427,9833,0.0,39.4,14466.199999999999,2066.6,2066.6,2066.6,9833,3244.8900000000003,4916.5,7374.75
2029,22102,232502,9833,0.0,39.3,15471.4,2210.2000000000003,2210.2000000000003,2210.2000000000003,9833,3244.8900000000003,4916.5,7374.75
2030,23539,234755,9833,0.0,39.2,16477.3,2353.9,2353.9,2353.9,9833,3244.8900000000003,4916.5,7374.75
2031,25687,238021,9833,0.0,39.1,17980.899999999998,2568.7000000000003,2568.7000000000003,2568.7000000000003,9833,3244.8900000000003,4916.5,7374.75
2032,27281,241332,9833,0.0,39.0,19096.699999999997,2728.1000000000004,2728.1000000000004,2728.1000000000004,9833,3244.8900000000003,4916.5,7374.75
2033,28876,244689,9833,0.0,39.0,20213.199999999997,2887.6000000000004,2887.6000000000004,2887.6000000000004,9833,3244.8900000000003,4916.5,7374.75
2034,30470,248093,9833,0.0,38.9,21329.0,3047.0,3047.0,3047.0,9833,3244.8900000000003,4916.5,7374.75
2035,32064,251545,9833,0.0,38.8,22444.8,3206.4,3206.4,3206.4,9833,3244.8900000000003,4916.5,7374.75
2036,33659,255044,9833,0.0,38.7,23561.3,3365.9,3365.9,3365.9,9833,3244.8900000000003,4916.5,7374.75
2037,35253,258592,9833,0.0,38.6,24677.1,3525.3,3525.3,3525.3,9833,3244.8900000000003,4916.5,7374.75
2038,36847,262189,9833,0.0,38.6,25792.899999999998,3684.7000000000003,3684.7000000000003,3684.7000000000003,9833,3244.8900000000003,4916.5,7374.75
2039,38441,265837,9833,0.0,38.5,26908.699999999997,3844.1000000000004,3844.1000000000004,3844.1000000000004,9833,3244.8900000000003,4916.5,7374.75
2040,40036,269535,9833,0.0,38.4,28025.199999999997,4003.6000000000004,4003.6000000000004,4003.6000000000004,9833,3244.8900000000003,4916.5,7374.75
