Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,3136048.7479004953,3786645.507447375,4437685.184240719,5099419.514341359,5753875.480030106,6391346.221547274,9373781.813344087,12355772.533742025,15365506.081108456,18398609.87604536,23489152.153353028,23073625.251534194,22427976.337865025,21783542.526776917,21178328.997718435,20570462.599367227,19812871.636135004,16858329.28483807,13911144.7266535,10983402.757096859
Utility Bills (res),2697507.8510923227,3257392.827255862,3817444.8136632666,4377097.66988276,4937092.357349155,5497592.3400730565,8063301.751990477,10628828.272268789,13193784.30924746,15758448.994564896,20282897.2578852,19963740.454149526,19404142.977986068,18845562.268902928,18282643.060949393,17720429.040012654,17133715.41962454,14574086.828641357,12014129.562891545,9472835.512846084
Utility Bills (work),256479.0948958692,309517.07130124397,362674.17847420543,426704.70160328154,483264.70368109783,522630.9648907862,766354.6203577745,1009949.9730795263,1280874.251183701,1575081.6489307906,1847006.7829577143,1769513.354830442,1717481.3578151609,1664780.2032614679,1656706.0121470848,1645608.533718255,1516260.3989729525,1273735.7853614243,1039000.6339762275,804521.871622269
Utility Bills (pub L2),72974.61886891745,88075.3965135791,103237.77649842965,118437.83170581938,133614.17047772498,148753.223896936,218097.3662279846,287388.81498165755,356937.3829820393,426536.66550694907,592241.1786575986,583298.1822145891,568066.2140564915,553094.3897401582,538688.8683208082,524178.46482668363,508255.7379720045,439522.98481058766,370897.7283242325,302441.277148009
Utility Bills (DCFC),109087.18304338587,131660.21237669012,154328.41560481727,177179.31114949746,199904.2485221289,222369.69268649496,326028.0747678522,429605.4734120519,533910.137695256,638542.5670427231,767006.9338525145,757073.2603396354,738285.7880073058,720105.6648723634,700291.0563011493,680246.5608096337,654640.0795655056,570983.6860246997,487116.8014614947,403604.0954804961
Incremental upfront vehicle cost,1516065.6689465207,1894896.4400672175,1135158.5731220837,567575.8302849772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,1681686.7207396391,2947340.0800556275,2950043.4467798686,2952754.9236042853,2955474.534859173,2958202.304947827,13566456.318238957,13579029.543549227,13591640.488535432,13604289.266356593,14145669.873946838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),868506.9139244503,1522005.7279698239,1523253.7201313616,1524505.4562693862,1525760.947615824,1527020.2054363012,7002303.331684462,7008107.681679514,7013929.444724552,7019768.673058726,7269693.608740988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),349449.75156219467,612242.1819441458,612596.5500887808,612951.9813378492,613308.4788806648,613666.0459161089,2813344.402823983,2814992.55158801,2816645.6447983296,2818303.69728828,2889270.0370499096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),209669.85093731672,367345.30916648766,367557.9300532684,367771.18880270945,367985.08732839883,368199.6275496656,1688006.6416943893,1688995.5309528061,1689987.3868789983,1690982.2183729685,1733562.022229945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),254060.20431567746,445746.8609751701,446635.2465064579,447526.29719434056,448420.0210342856,449316.42604575166,2062801.9420361228,2066933.7793288983,2071078.0121335515,2075234.6776366183,2253144.2059259946,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),3609794.1725567877,4598784.274920432,5473633.726541897,6307347.672922061,7869819.108773657,8626010.417533578,12240038.354950292,16043515.5952357,20124637.944109548,24683197.228545602,24917978.264842648,24232943.839085277,23441862.84118222,22630341.303251486,21891851.062042266,21190143.977015387,17332238.44166185,13511265.187724669,9354242.815104678,5063094.272308325
Avoided vehicle gasoline (gallons),1244756.6112264786,1493111.7775715687,1732162.5716904737,1958803.6251310748,2180005.2932891017,2389476.5699539,3381226.0649033953,4407559.229460357,5468651.615247159,6564680.113974894,6592057.742021865,6343702.575676775,6104651.78155787,5878010.728117269,5656809.059959242,5447337.783294444,4455588.288344949,3429255.123787987,2368162.738001184,1272134.2392734487
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,99878.29510131179,280810.7129965043,469655.81618425617,666674.191527179,872134.0619701572,1086311.4964039272,2023274.6958436973,3000938.501294557,4020640.249232467,5083756.419845019,7114763.644535766,7049101.368303588,6977106.406313239,6898531.900933057,6813123.19781549,6720617.6223207,5733433.36379777,4699560.218970627,3617421.6740230112,2485394.445951719
Federal EV Tax Credit,2960819.0247424445,5072812.228428332,4963612.747972924,4856763.941265095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,394.77586996565924,691.255212993834,691.2552129938335,691.255212993834,691.255212993834,691.255212993834,3167.2000000000007,3167.2000000000007,3167.2000000000007,3167.2000000000007,3561.9758699656563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,62088.378567798514,86404.01132493887,97159.80760756509,108406.0680538725,120160.282505235,151353.5108295313,355159.32267304,461701.2583697108,546458.4271891845,635185.9936649168,791397.2436846239,627738.3762873547,624594.8204391856,620919.6577096148,616688.6777478729,611876.8004024616,606458.0495262523,525433.8757368977,440069.59397391055,350200.87603769836
Distribution Cost,42203.330311978934,61828.89089277592,67686.00784446954,73817.78716752608,80234.30140902808,105858.96436927884,286869.8705797616,369575.01002824644,429417.2132450586,492114.2383155091,608588.4093259732,443692.4801593848,441691.0619792592,439312.2650503741,436538.47170249175,433351.41817551275,429732.1759112041,372598.92694101506,312340.4332807082,248836.14063805924
Transmission Cost,19885.048255819584,24575.120432162952,29473.799763095547,34588.280886346416,39925.981096206924,45494.54646025245,68289.45209327832,92126.24834146438,117041.21394412585,143071.75534940773,182808.83435865055,184045.89612797,182903.75845992644,181607.39265924078,180150.2060453811,178525.38222694874,176725.87361504824,152834.9487958826,127729.16069320233,101364.73539963913
Cumulative personal light-duty EV population,3329.7239350308305,4020.9791480246645,4712.234361018498,5403.489574012332,6094.744787006166,6786.0,9953.2,13120.400000000001,16287.600000000002,19454.800000000003,22622.0,21930.744787006166,21239.489574012332,20548.234361018498,19856.979148024664,19165.72393503083,15998.52393503083,12831.323935030829,9664.123935030828,6496.923935030827
Cumulative personal light-duty LDV population,216204.0,219348.0,223144.0,226289.0,229758.0,233119.0,236046.0,239515.0,242767.0,246021.0,248405.0,245261.0,241465.0,238320.0,234851.0,231490.0,228563.0,225094.0,221842.0,218588.0
EV sales as % of total personal light-duty vehicles,0.0018259415642895563,0.0031514087796279612,0.0030977987890950845,0.0030547450958457283,0.003008623042478756,0.0029652461317774786,0.01341772366403159,0.013223388931799682,0.013046254227304373,0.012873697773767283
Peak Demand 5-9 PM,1.7176398727871938,2.0742535355586185,2.430877533490144,2.789936931365837,3.1492313401761267,3.5006111631331547,5.134436049056446,6.768260934979706,8.403382957706135,10.091964259442104,12.900604206568337,12.612654497134232,12.254810239830153,11.90073511216457,11.622089805310889,11.6766393642334,10.804823343606126,9.195882576742779,7.5620576908194765,5.9294072625768415
Energy Supply Cost,836904.7161307922,1041632.3092488034,1193070.9739235996,1363838.0678545071,1587135.9127497296,1941548.9758868304,3059800.702066674,4319513.637319596,5687773.078853386,7092930.402900337,9607888.634334153,9683239.22521244,9724428.315138843,9751668.582905214,9770820.119879704,9776801.336140247,9775705.87984253,8580275.406421669,7305839.493859791,5941590.862984121
Energy Cost,496145.89534575597,659833.2979859484,787779.1175675368,960812.6068982339,1172953.3033881949,1490000.1904824942,2400852.2304584,3532008.3231509207,4792407.503315772,6061574.4791883435,8397390.178693341,8557944.612519557,8607639.464170977,8644220.935244216,8667833.18762025,8677782.910924075,8669666.344808258,7606796.065285332,6465429.9395294245,5245725.393935551
GHG Cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capacity Cost,340758.8207850427,381799.0112628566,405291.8563560715,403025.46095627215,414182.60936153814,451548.78540433466,658948.471608268,787505.3141686709,895365.5755375919,1031355.9237119919,1210498.4556408054,1125294.6126928902,1116788.8509678852,1107447.6476610175,1102986.9322594288,1099018.4252161647,1106039.535034276,973479.3411363304,840409.5543303615,695865.4690485775
