Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,8796548.665114088,10621427.41709701,12447631.30566405,14302087.534189226,16137361.954214333,17927629.911857788,26292219.571131803,34655459.28279733,43092468.434425466,51591645.22606813,66427852.49369386,65249321.63327734,63419683.57012804,61593647.5117613,59880160.40944734,58159921.4900073,56006835.43392734,47630202.068569,39279621.225982144,30990534.95713813
Utility Bills (res),7596830.26856431,9173595.2023531,10750869.292445993,12325774.071847834,13902535.623801986,15482550.94311215,22707311.47492687,29931490.61116529,37151117.98768225,44367676.26295272,57548946.41919332,56649507.31448067,55071621.23026893,53496638.24142916,51908911.41935682,50323751.27044295,48666456.07850058,41448660.47701147,34237041.633938394,27081929.67785449
Utility Bills (work),679976.4790186539,820567.7715088469,961510.4617081749,1131980.8823699558,1282148.0901390472,1385621.4355886523,2031664.4488177367,2677338.165351124,3397381.568953709,4180537.963864747,5104722.702168924,4890384.494326532,4748553.53812625,4604859.696920213,4586070.980261477,4559060.450199601,4200589.988015633,3535604.511171838,2888361.757790623,2242116.5188394473
Utility Bills (pub L2),225774.03226078613,272501.57848600886,319394.7982353888,367145.7594156071,414318.8811229709,460196.5691307444,674727.8912699362,889114.7099982711,1106042.7506125849,1324763.6652775027,1618225.3652367585,1587641.9758885023,1539966.6856601692,1493053.9528321377,1450098.8407964315,1406648.0017999203,1352876.6195748795,1137215.9822758725,922186.0720368221,708990.0494413722
Utility Bills (DCFC),293967.88527033833,354762.8647490542,415856.7532744929,477186.82055582927,538359.3591503282,599260.9640262424,878515.7561172599,1157515.796282648,1437926.1271769204,1718667.3339731602,2155958.007094858,2121787.848581639,2059542.1160726903,1999095.620579791,1935079.1690326107,1870461.7675648318,1786912.7478362499,1508721.0981098171,1232031.7622163044,957498.7110028198
Incremental upfront vehicle cost,4304902.648825593,5380601.164700149,3223308.362141091,1611644.3668967322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,4775187.3595538,8369038.609282622,8376714.880047349,8384414.179624369,8392136.577100119,8399882.141768295,38517393.44053686,38553090.88832514,38588895.42845678,38624807.382208794,40162065.273991436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),2466144.963809345,4321769.580349327,4325313.282229771,4328867.615215857,4332432.6112009,4336008.3021738995,19880687.048235983,19897166.54938069,19913695.489028838,19930274.015495908,20639939.404954445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),992270.4484014041,1738475.4794992257,1739481.7158356495,1740490.9708810814,1741503.2536916493,1742518.5733506463,7987545.951968244,7992225.316490814,7996918.719106952,8001626.201930939,8203136.127332735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),595362.2690408423,1043085.2876995354,1043689.0295013896,1044294.582528648,1044901.9522149902,1045511.1440103885,4792527.571180944,4795335.189894489,4798151.231464172,4800975.721158561,4921881.676399644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),721409.6783022085,1265708.2617345345,1268230.8524805396,1270761.0109987839,1273298.7599925806,1275844.12223336,5856632.869151687,5868363.832559144,5880129.988856821,5891931.443623386,6397108.065304604,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),10250091.940907272,13058351.634754168,15542506.377355706,17909855.925366227,22346528.79560265,24493751.066232618,34754577.398238465,45553289.92661533,57140299.570813656,70082865.21764018,70747967.97559518,68802721.16092665,66556390.772508584,64252038.03923525,62155040.29018259,60162489.142438136,49209262.90001389,38360895.98693932,26558428.51482495,14375155.869474215
Avoided vehicle gasoline (gallons),3534514.462381818,4239724.556738366,4918514.676378388,5562067.05756715,6190174.181607382,6784972.594524271,9600711.988463664,12514640.089729484,15527255.318155885,18639059.89830856,18716393.64433735,18011183.5499808,17332393.430340778,16688841.049152013,16060733.92511178,15465935.512194892,12650196.118255498,9736268.016989674,6723652.788563278,3611848.2084106067
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,283606.6708380747,797368.3508295962,1333598.279112059,1893036.3979571485,2476444.3324643318,3084605.98647322,5744806.676841677,8520563.248288894,11415672.622448197,14434042.856458338,20200745.68510884,20014256.87718652,19809785.40080402,19586630.27913214,19344068.3959727,19081353.86089915,16278585.13335933,13343259.20653908,10270900.10373419,7056899.062949923
Federal EV Tax Credit,8407312.376622768,14404364.696372755,14094290.309562381,13790890.713857517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,1120.9749835497023,1962.8347626257273,1962.8347626257273,1962.8347626257273,1962.8347626257273,1962.8347626257273,8992.2,8992.2,8992.200000000004,8992.199999999997,10113.1749835497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,176026.23773773003,245005.9667980433,275479.2800849421,307342.2188535818,340644.3383925282,613877.9557347175,1549354.2450187074,2381101.205966167,2913280.487029906,3470641.139905106,4419987.579360767,3974096.9129731087,3956156.8852994433,3934886.739860715,3910132.3325435985,3881733.9168349383,3849525.9600539776,3341988.9821547745,2806924.285973267,2243278.4586738697
Distribution Cost,119749.10422459805,175455.3518907062,192064.7998642833,209453.12769234838,227648.89881143035,485122.7909349754,1356094.4593100105,2120388.4841988324,2582063.853499719,3065763.7672481043,3896785.557941496,3447257.420246132,3432410.1558809206,3414665.9910731325,3393889.363354975,3369939.739205072,3342671.451391822,2902581.9673878253,2438398.8410176476,1949192.4427097784
Transmission Cost,56277.13351313197,69550.6149073371,83414.48022065879,97889.09116123342,112995.43958109783,128755.16479974217,193259.78570869684,260712.7217673349,331216.6335301871,404877.37265700137,523202.02141927165,526839.4927269763,523746.7294185229,520220.7487875825,516242.9691886238,511794.177629866,506854.5086621552,439407.01476694946,368525.44495561934,294086.01596409123
Cumulative personal light-duty EV population,9454.826186871363,11417.66094949709,13380.495712122818,15343.330474748545,17306.165237374273,19269.0,28261.2,37253.4,46245.600000000006,55237.8,64230.0,62267.16523737427,60304.33047474854,58341.49571212281,56378.660949497076,54415.826186871345,45423.62618687135,36431.42618687135,27439.226186871347,18447.02618687135
Cumulative personal light-duty LDV population,393389.0,399109.0,406017.0,411738.0,418050.0,424166.0,429491.0,435804.0,441722.0,447642.0,451980.0,446260.0,439352.0,433631.0,427319.0,421203.0,415878.0,409565.0,403647.0,397727.0
EV sales as % of total personal light-duty vehicles,0.002849533117473296,0.004918041844773551,0.004834365956661242,0.00476719361007662,0.004695215315454437,0.004627515554348362,0.02093687644211404,0.020633587576066308,0.020357147708287122,0.020087927406275543
Peak Demand 5-9 PM,4.944869068728509,5.971834983755904,6.998943579049557,8.059673667297181,9.12364815837947,10.078359202552843,14.781593497077486,19.48482779160222,24.205968164704355,29.665070370175275,37.21295058829408,36.3717455908251,35.341405638707954,34.32215085661594,33.518997677777456,33.649675149900425,31.1694459460714,26.53535602280432,21.8321217282795,17.131381876208664
Energy Supply Cost,2361280.4545730054,2939190.433831779,3366074.624222675,3847112.762451148,4475868.48628476,5474909.441256988,8628203.451791942,12179681.998026887,16030173.078813536,19982673.268594604,27238371.047505815,27450914.34967077,27572134.318501595,27654202.814149365,27713907.98588461,27736733.20829266,27740340.332971927,24380812.108710676,20799563.158946585,16965687.927899428
Energy Cost,1396891.0597721194,1857978.499694705,2217644.877801442,2704445.0924571757,3300913.800653401,4193266.2819831874,6756998.004633243,9942343.117165083,13485200.59134376,17049818.866991837,23765491.02831098,24222050.901668772,24366894.785534937,24474951.11530127,24546593.08417088,24579893.307324123,24562345.281077817,21578800.531270146,18374519.514371045,14949975.812847946
GHG Cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capacity Cost,964389.3948008849,1081211.9341370678,1148429.7464212372,1142667.669993969,1174954.6856313494,1281643.159273804,1871205.4471586924,2237338.8808617988,2544972.487469774,2932854.4016028033,3472880.01919481,3228863.448002019,3205239.532966642,3179251.698848093,3167314.901713758,3156839.900968537,3177995.051894086,2802011.577440502,2425043.644575572,2015712.1150515017
