Load Profile, Charger Assignment
Stanislaus_Residential_L2,Residential L2
Stanislaus_Residential_MUD,Residential L2
Stanislaus_Public_L2,Public L2
Stanislaus_Workplace_L2,Workplace L2
Stanislaus_Public_DCFC,DCFC
