Load Profile, Charger Assignment
BaseCase_Inyo_Residential L1_uncontrolled_load,Residential L1
BaseCase_Inyo_Residential L2_uncontrolled_load,Residential L2
BaseCase_Inyo_Residential MUD_uncontrolled_load,Residential L2
BaseCase_Inyo_Public L2_uncontrolled_load,Public L2
BaseCase_Inyo_Work_uncontrolled_load,Workplace L2
BaseCase_Inyo_Fast_uncontrolled_load,DCFC
