Load Profile, Charger Assignment
Kings_Residential_L2,Residential L2
Kings_Residential_MUD,Residential L2
Kings_Public_L2,Public L2
Kings_Workplace_L2,Workplace L2
Kings_Public_DCFC,DCFC
