Load Profile, Charger Assignment
BaseCase_Mendocino_Residential L1_uncontrolled_load,Residential L1
BaseCase_Mendocino_Residential L2_uncontrolled_load,Residential L2
BaseCase_Mendocino_Residential MUD_uncontrolled_load,Residential L2
BaseCase_Mendocino_Public L2_uncontrolled_load,Public L2
BaseCase_Mendocino_Work_uncontrolled_load,Workplace L2
BaseCase_Mendocino_Fast_uncontrolled_load,DCFC
