Load Profile, Charger Assignment
Plumas_Residential_L2,Residential L2
Plumas_Residential_MUD,Residential L2
Plumas_Public_L2,Public L2
Plumas_Workplace_L2,Workplace L2
Plumas_Public_DCFC,DCFC
