year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,17,12507,9833,0.0,0.0,11.899999999999999,1.7000000000000002,1.7000000000000002,1.7000000000000002,9833,3244.8900000000003,4916.5,7374.75
2012,49,12681,9833,0.0,0.0,34.3,4.9,4.9,4.9,9833,3244.8900000000003,4916.5,7374.75
2013,100,12858,9833,0.0,0.0,70.0,10.0,10.0,10.0,9833,3244.8900000000003,4916.5,7374.75
2014,152,13037,9833,0.0,0.0,106.39999999999999,15.200000000000001,15.200000000000001,15.200000000000001,9833,3244.8900000000003,4916.5,7374.75
2015,159,13218,9833,0.0,0.0,111.3,15.9,15.9,15.9,9833,3244.8900000000003,4916.5,7374.75
2016,187,13402,9833,15603.57,0.0,130.9,18.7,18.7,18.7,9833,3244.8900000000003,4916.5,7374.75
2017,245,13588,9833,11258.79,0.0,171.5,24.5,24.5,24.5,9833,3244.8900000000003,4916.5,7374.75
2018,397,13777,9833,6914.0,29.9,277.9,39.7,39.7,39.7,9833,3244.8900000000003,4916.5,7374.75
2019,406,13969,9833,5377.16,31.0,284.2,40.6,40.6,40.6,9833,3244.8900000000003,4916.5,7374.75
2020,536,14153,9833,3840.32,32.1,375.2,53.6,53.6,53.6,9833,3244.8900000000003,4916.5,7374.75
2021,666,14359,9833,2741.24,33.4,466.2,66.60000000000001,66.60000000000001,66.60000000000001,9833,3244.8900000000003,4916.5,7374.75
2022,796,14608,9833,1642.17,34.7,557.1999999999999,79.60000000000001,79.60000000000001,79.60000000000001,9833,3244.8900000000003,4916.5,7374.75
2023,934,14814,9833,821.08,36.6,653.8,93.4,93.4,93.4,9833,3244.8900000000003,4916.5,7374.75
2024,1049,15041,9833,0.0,37.5,734.3,104.9,104.9,104.9,9833,3244.8900000000003,4916.5,7374.75
2025,1164,15261,9833,0.0,39.6,814.8,116.4,116.4,116.4,9833,3244.8900000000003,4916.5,7374.75
2026,1255,15452,9833,0.0,39.6,878.5,125.5,125.5,125.5,9833,3244.8900000000003,4916.5,7374.75
2027,1340,15679,9833,0.0,39.5,937.9999999999999,134.0,134.0,134.0,9833,3244.8900000000003,4916.5,7374.75
2028,1431,15892,9833,0.0,39.4,1001.6999999999999,143.1,143.1,143.1,9833,3244.8900000000003,4916.5,7374.75
2029,1531,16105,9833,0.0,39.3,1071.7,153.1,153.1,153.1,9833,3244.8900000000003,4916.5,7374.75
2030,1631,16261,9833,0.0,39.2,1141.6999999999998,163.10000000000002,163.10000000000002,163.10000000000002,9833,3244.8900000000003,4916.5,7374.75
2031,1779,16488,9833,0.0,39.1,1245.3,177.9,177.9,177.9,9833,3244.8900000000003,4916.5,7374.75
2032,1890,16717,9833,0.0,39.0,1323.0,189.0,189.0,189.0,9833,3244.8900000000003,4916.5,7374.75
2033,2000,16950,9833,0.0,39.0,1400.0,200.0,200.0,200.0,9833,3244.8900000000003,4916.5,7374.75
2034,2111,17185,9833,0.0,38.9,1477.6999999999998,211.10000000000002,211.10000000000002,211.10000000000002,9833,3244.8900000000003,4916.5,7374.75
2035,2221,17424,9833,0.0,38.8,1554.6999999999998,222.10000000000002,222.10000000000002,222.10000000000002,9833,3244.8900000000003,4916.5,7374.75
2036,2332,17667,9833,0.0,38.7,1632.3999999999999,233.20000000000002,233.20000000000002,233.20000000000002,9833,3244.8900000000003,4916.5,7374.75
2037,2442,17913,9833,0.0,38.6,1709.3999999999999,244.20000000000002,244.20000000000002,244.20000000000002,9833,3244.8900000000003,4916.5,7374.75
2038,2552,18162,9833,0.0,38.6,1786.3999999999999,255.20000000000002,255.20000000000002,255.20000000000002,9833,3244.8900000000003,4916.5,7374.75
2039,2663,18414,9833,0.0,38.5,1864.1,266.3,266.3,266.3,9833,3244.8900000000003,4916.5,7374.75
2040,2773,18671,9833,0.0,38.4,1941.1,277.3,277.3,277.3,9833,3244.8900000000003,4916.5,7374.75
