Load Profile, Charger Assignment
WorkPublic_Alameda_Residential L1_e19controlled_load,Residential L1
WorkPublic_Alameda_Residential L2_e19controlled_load,Residential L2
WorkPublic_Alameda_Residential MUD_e19controlled_load,Residential L2
WorkPublic_Alameda_Public L2_e19controlled_load,Public L2
WorkPublic_Alameda_Work_e19controlled_load,Workplace L2
WorkPublic_Alameda_Fast_e19controlled_load,DCFC
