Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,17729503.748499624,21404467.09268862,25084562.35722653,28963637.621133946,32707727.017314207,36132033.06749034,52988525.32670871,69838836.13121213,87198062.1485143,105000555.08735022,134755006.5463292,131681660.19418155,127999400.109481,124318472.55179492,121507149.0634364,118656101.66899978,113127209.1539779,96217445.09291218,79447152.29125047,62688865.31971165
Utility Bills (res),10886033.21521956,13145749.76418968,15406433.116286313,17651552.09228272,19909146.7852124,22185502.248215705,32539888.526117064,42892161.6981889,53208869.9591614,63511247.86729812,83318935.4031436,82054630.4014502,79795895.1841686,77543459.90631904,75229990.3639839,72939627.40787755,70529488.78813212,60194841.31959555,49848056.21004218,39503019.064286366
Utility Bills (work),5605110.588077901,6764037.53050529,7925978.004169638,9320053.532379223,10554527.165735543,11421999.950057356,16747463.6402474,22069809.382906277,27977476.1581417,34381233.441530935,42470453.44027791,40749980.702841766,39579324.865861095,38396098.344794594,38200222.12526785,37939115.49293198,35057948.77844954,29581619.004957438,24245710.385925677,18916231.852337174
Utility Bills (pub L2),469036.5289468801,566103.7737911537,663634.4041237736,755458.7213677303,851226.1492018449,956202.404633604,1401838.3095927972,1847092.409255353,2279391.268696526,2699249.3099098974,3635111.6090990496,3600914.658221865,3502163.39814233,3406443.4183123093,3293013.5514374464,3180308.399891961,3114755.13803522,2674965.661807425,2232958.169115774,1792468.5813067232
Utility Bills (DCFC),769323.4162552847,928576.0242024945,1088516.8326468035,1236573.2751042738,1392826.9171644184,1568328.4645836789,2299334.85075145,3029772.6408616025,3732324.762514674,4408824.468611269,5330506.093808637,5276134.431667715,5122016.661308971,4972470.882368985,4783923.02274721,4597050.368298287,4425016.449361012,3766019.1065517664,3120427.526166842,2477145.821781386
Incremental upfront vehicle cost,8803725.869511744,11003579.298156317,6591815.315716012,3295887.587416713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,16720304.392102048,29301815.261631507,29326338.02112293,29350934.348892823,29375604.465645984,29400348.592749443,134805938.57183096,134919980.3795236,135034364.3126393,135149091.39755437,140060046.56353363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),5043380.997657965,8838219.527907291,8845466.562849468,8852735.33889647,8860025.921271605,8867338.375393875,40657665.38551746,40691367.34167401,40725170.403699026,40759074.87491012,42210374.17504674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),8169168.916791113,14312529.283330513,14320813.43067733,14329122.430466196,14337456.357254386,14345815.285822973,65761098.689274825,65799623.68231055,65838264.25032535,65877020.74004424,67536013.32702515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),1318806.228745006,2310571.9761963165,2311909.3441993687,2313250.7243064246,2314596.128553804,2315945.569013923,10616275.345007444,10622494.704809573,10628732.7226911,10634989.454626268,10902812.262483167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),2188948.248907965,3840494.474197388,3848148.6833967613,3855825.855223736,3863526.058566186,3871249.362518673,17770899.152031217,17806494.65072947,17842196.93592383,17878006.327973742,19410846.798978575,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),20961914.111961804,26704935.622975912,31785147.45477601,36626487.23830929,45699689.33102488,50090858.6079175,71075102.89338113,93159366.85783857,116855759.22995853,143324366.77865714,144684991.59956527,140706893.85015035,136113055.0384151,131400552.25176138,127112105.62368034,123037257.14657503,100636994.70213059,78451177.60169588,54314145.76819765,29398335.254980292
Avoided vehicle gasoline (gallons),7228246.24550407,8670433.643823348,10058590.96670127,11374685.477735803,12659193.720505506,13875584.101916207,19634006.324138433,25593232.653252356,31754282.39944525,38118182.65389818,38276452.8041178,36834265.405798525,35446108.0829206,34130013.57188607,32845505.329116367,31629114.947705664,25870692.72548344,19911466.396369513,13750416.650176618,7386516.395723691
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,579988.814730666,1630655.3133422132,2727270.4233063385,3871347.360937228,5064443.684938995,6308162.515074146,11748492.5828322,17425144.02291431,23345881.855949946,29518698.383932054,41311987.38077957,40930620.638510406,40512478.75768911,40056128.21372263,39560090.206102915,39022839.36009249,33290940.530136157,27287951.09741147,21004717.314430296,14431813.876666812
Federal EV Tax Credit,17193344.310197607,29457594.853145722,28823478.32988818,28203012.064469844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,2292.4459080263478,4014.0882586553234,4014.0882586553234,4014.0882586553234,4014.08825865532,4014.08825865532,18389.800000000003,18389.800000000003,18389.800000000003,18389.800000000003,20682.245908026336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,422589.09646715416,605479.0582599173,670316.5444926275,738113.3804287541,808975.1971422576,1054527.2336255698,2697360.862888562,3504404.689959977,4106168.8739745896,4736215.045633913,5969678.396532314,4554976.426771905,4535425.377762445,4512154.376884657,4484992.011164552,4453760.671580349,4418276.359614721,3845846.764218311,3242559.756241052,2607242.11363651
Distribution Cost,306664.8551141387,462213.01455019636,498492.5773804992,536473.4261185116,576217.951122868,789306.8169142558,2299266.257604465,2967362.607989176,3423894.5546867093,3902205.6830226546,4878129.056668763,3455611.054219831,3442099.8957250803,3425753.4201367856,3406438.309279033,3384016.3456792957,3358344.2611589213,2924480.091404154,2466823.7472193036,1984456.7871947042
Transmission Cost,115924.24135301546,143266.04370972098,171823.96711212824,201639.95431024258,232757.24601938957,265220.41671131394,398094.605284097,537042.0819708008,682274.3192878801,834009.3626112586,1091549.3398635513,1099365.3725520743,1093325.4820373652,1086400.9567478711,1078553.701885519,1069744.3259010536,1059932.0984557995,921366.6728141566,775736.0090217483,622785.3264418057
Cumulative personal light-duty EV population,19335.55870672339,23349.646965378714,27363.735224034037,31377.82348268936,35391.91174134468,39406.0,57795.8,76185.6,94575.40000000001,112965.20000000001,131355.0,127340.91174134468,123326.82348268936,119312.73522403404,115298.64696537872,111284.5587067234,92894.7587067234,74504.9587067234,56115.15870672339,37725.35870672339
Cumulative personal light-duty LDV population,695046.0,705152.0,717357.0,727465.0,738618.0,749422.0,758832.0,769985.0,780440.0,790901.0,798565.0,788459.0,776254.0,766146.0,754993.0,744189.0,734779.0,723626.0,713171.0,702710.0
EV sales as % of total personal light-duty vehicles,0.0032982650184683426,0.005692514888499676,0.005595663328935695,0.005517912557518676,0.005434593062523956,0.005356245558117216,0.024234349632066127,0.023883322402384465,0.02356337450668854,0.023251709126679575
Peak Demand 5-9 PM,7.186088620996041,8.68381527216693,10.183618342127478,12.17271332012441,14.209023930561294,14.65522905431476,21.49445991415935,28.333690774003976,35.4335106565856,53.27297963608817,57.88268280202924,54.62640332863007,53.09913387746732,51.67435771539051,52.208940234868,61.066760053991224,46.550078522029466,50.50136572925646,41.82896537134327,33.15656501343009
Energy Supply Cost,4835563.019537324,5941669.877094917,6713154.1781133665,7604942.5867818035,8784861.62786971,10693662.07949813,16859799.335680965,23710010.974655494,31117043.08100506,38689852.652692385,52699172.83606333,53236321.09999184,53496781.21798912,53679217.12302172,53810251.20149247,53867693.59632812,53873270.3487213,47357484.867266424,40399752.656292714,32952205.079327464
Energy Cost,2849034.886590623,3782475.4286861806,4489165.439270701,5458613.226703107,6643748.454081217,8427376.983828858,13648502.723025944,19982880.001916487,27001030.130873624,34084150.40157863,47289164.41452019,48204747.99033846,48498950.14331989,48718681.20793893,48864929.15435435,48935113.17420335,48903760.61247072,42956939.78923622,36567855.48250021,29737220.422761653
GHG Cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capacity Cost,1986528.1329467269,2159194.4484087364,2223988.738842692,2146329.3600787,2141113.1737884996,2266285.095669289,3211296.6126550287,3727130.972738998,4116012.950131409,4605702.25111376,5410008.4215431595,5031573.10965344,4997831.07466926,4960535.915082717,4945322.047138233,4932580.422124766,4969509.736250502,4400545.078030172,3831897.1737926067,3214984.6565658124
