Load Profile, Charger Assignment
San Francisco_Residential_L2,Residential L2
San Francisco_Residential_MUD,Residential L2
San Francisco_Public_L2,Public L2
San Francisco_Workplace_L2,Workplace L2
San Francisco_Public_DCFC,DCFC
