year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,3069,2215371,9833,0.0,0.0,2148.2999999999997,306.90000000000003,306.90000000000003,306.90000000000003,9833,3244.8900000000003,4916.5,7374.75
2012,8743,2246190,9833,0.0,0.0,6120.099999999999,874.3000000000001,874.3000000000001,874.3000000000001,9833,3244.8900000000003,4916.5,7374.75
2013,17636,2277438,9833,0.0,0.0,12345.199999999999,1763.6000000000001,1763.6000000000001,1763.6000000000001,9833,3244.8900000000003,4916.5,7374.75
2014,26848,2309121,9833,0.0,0.0,18793.6,2684.8,2684.8,2684.8,9833,3244.8900000000003,4916.5,7374.75
2015,28245,2341245,9833,15603.57,0.0,19771.5,2824.5,2824.5,2824.5,9833,3244.8900000000003,4916.5,7374.75
2016,33131,2373815,9833,11258.79,0.0,23191.699999999997,3313.1000000000004,3313.1000000000004,3313.1000000000004,9833,3244.8900000000003,4916.5,7374.75
2017,43469,2406839,9833,6914.0,29.9,30428.3,4346.900000000001,4346.900000000001,4346.900000000001,9833,3244.8900000000003,4916.5,7374.75
2018,70341,2440322,9833,5377.16,31.0,49238.7,7034.1,7034.1,7034.1,9833,3244.8900000000003,4916.5,7374.75
2019,71863,2474271,9833,3840.32,32.1,50304.1,7186.3,7186.3,7186.3,9833,3244.8900000000003,4916.5,7374.75
2020,94914,2506943,9833,2741.24,33.4,66439.8,9491.4,9491.4,9491.4,9833,3244.8900000000003,4916.5,7374.75
2021,117964,2543393,9833,1642.17,34.7,82574.79999999999,11796.400000000001,11796.400000000001,11796.400000000001,9833,3244.8900000000003,4916.5,7374.75
2022,141015,2587413,9833,821.08,36.6,98710.5,14101.5,14101.5,14101.5,9833,3244.8900000000003,4916.5,7374.75
2023,165421,2623874,9833,0.0,37.5,115794.7,16542.100000000002,16542.100000000002,16542.100000000002,9833,3244.8900000000003,4916.5,7374.75
2024,185760,2664099,9833,0.0,39.6,130031.99999999999,18576.0,18576.0,18576.0,9833,3244.8900000000003,4916.5,7374.75
2025,206098,2703069,9833,0.0,39.6,144268.59999999998,20609.800000000003,20609.800000000003,20609.800000000003,9833,3244.8900000000003,4916.5,7374.75
2026,222369,2737009,9833,0.0,39.5,155658.3,22236.9,22236.9,22236.9,9833,3244.8900000000003,4916.5,7374.75
2027,237284,2777236,9833,0.0,39.4,166098.8,23728.4,23728.4,23728.4,9833,3244.8900000000003,4916.5,7374.75
2028,253555,2814948,9833,0.0,39.3,177488.5,25355.5,25355.5,25355.5,9833,3244.8900000000003,4916.5,7374.75
2029,271182,2852677,9833,0.0,39.2,189827.4,27118.2,27118.2,27118.2,9833,3244.8900000000003,4916.5,7374.75
2030,288809,2880320,9833,0.0,39.1,202166.3,28880.9,28880.9,28880.9,9833,3244.8900000000003,4916.5,7374.75
2031,315167,2920390,9833,0.0,39.0,220616.9,31516.7,31516.7,31516.7,9833,3244.8900000000003,4916.5,7374.75
2032,334728,2961017,9833,0.0,39.0,234309.59999999998,33472.8,33472.8,33472.8,9833,3244.8900000000003,4916.5,7374.75
2033,354289,3002210,9833,0.0,38.9,248002.3,35428.9,35428.9,35428.9,9833,3244.8900000000003,4916.5,7374.75
2034,373851,3043976,9833,0.0,38.8,261695.69999999998,37385.1,37385.1,37385.1,9833,3244.8900000000003,4916.5,7374.75
2035,393412,3086322,9833,0.0,38.7,275388.39999999997,39341.200000000004,39341.200000000004,39341.200000000004,9833,3244.8900000000003,4916.5,7374.75
2036,412973,3129258,9833,0.0,38.6,289081.1,41297.3,41297.3,41297.3,9833,3244.8900000000003,4916.5,7374.75
2037,432534,3172791,9833,0.0,38.6,302773.8,43253.4,43253.4,43253.4,9833,3244.8900000000003,4916.5,7374.75
2038,452095,3216930,9833,0.0,38.5,316466.5,45209.5,45209.5,45209.5,9833,3244.8900000000003,4916.5,7374.75
2039,471656,3261682,9833,0.0,38.4,330159.19999999995,47165.600000000006,47165.600000000006,47165.600000000006,9833,3244.8900000000003,4916.5,7374.75
2040,491217,3307058,9833,0.0,0.0,343851.89999999997,49121.700000000004,49121.700000000004,49121.700000000004,9833,3244.8900000000003,4916.5,7374.75
