Load Profile, Charger Assignment
BaseCase_Sonoma_Residential L1_uncontrolled_load,Residential L1
BaseCase_Sonoma_Residential L2_uncontrolled_load,Residential L2
BaseCase_Sonoma_Residential MUD_uncontrolled_load,Residential L2
BaseCase_Sonoma_Public L2_uncontrolled_load,Public L2
BaseCase_Sonoma_Work_uncontrolled_load,Workplace L2
BaseCase_Sonoma_Fast_uncontrolled_load,DCFC
