Load Profile, Charger Assignment
Glenn_Residential_L2,Residential L2
Glenn_Residential_MUD,Residential L2
Glenn_Public_L2,Public L2
Glenn_Workplace_L2,Workplace L2
Glenn_Public_DCFC,DCFC
