Type,Hour,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
avg_weekday,0,0.10070384532935844,0.12156207807944745,0.14240336666443898,0.17177946672909664,0.19525845199053998,0.20515407602956254,0.3008934562710526,0.3966328365125471,0.5137057226992331,0.6489820415953217,0.8969305605247156,0.876662984881418,0.8558156235829989,0.8348242773262787,0.8184224197437288,0.7998492683021544,0.7725280110318837,0.6764336072022831,0.5806942269607908,0.4850514321334453
avg_weekday,1,0.09640074677218143,0.11638492200154363,0.13635895283364036,0.1614427378334951,0.18299594608713107,0.19641685560355687,0.2880788317553625,0.37974080790716597,0.48417506042102204,0.5995076281906981,0.8630974474722388,0.851934697319256,0.831916934771763,0.8119335655181948,0.7893446232025609,0.7654557367848157,0.7512992425932169,0.6602328041649349,0.5685708280131305,0.47700708156415933
avg_weekday,2,0.09897558146727092,0.11949621256414655,0.1400073755455255,0.1652876481500156,0.18727271183001923,0.2016676208974291,0.29577997495425806,0.38989232901108895,0.4959254886698059,0.6121304214619931,0.9056561013785004,0.8957530464463364,0.8751889851195072,0.8546933632636354,0.8301527800577584,0.804398914231362,0.7922394508058985,0.6989264319728988,0.6048140779160693,0.510805579992784
avg_weekday,3,0.1003768996249827,0.12119363512250306,0.1420027333323186,0.1666587493686704,0.18865674347733655,0.20453227377349764,0.2999814771694664,0.395430680565438,0.5004955907076626,0.6137653815272012,0.9180761986174978,0.9111866712757758,0.8903079276566167,0.8695655247187991,0.8419587319979434,0.8133732663359319,0.8058249353062477,0.7115641695660632,0.6161149661700934,0.5207767198877739
avg_weekday,4,0.11175966656592752,0.13491394710228258,0.15805158136708422,0.18957397750832752,0.21530293538783546,0.22768733965851404,0.3339423320506668,0.4401973244428197,0.5674107607052595,0.7125075970833087,0.9833796682910019,0.9636048758068154,0.9404486255156345,0.9171889691885312,0.896749183029444,0.8741762762952873,0.8477319693688693,0.7413831427193772,0.6351281503272203,0.5289807926763863
avg_weekday,5,0.1814009384949689,0.21900498671059146,0.2565896171060215,0.30395504423728376,0.34456244497797595,0.3696034684855718,0.5420865489719455,0.7145696294583228,0.9115006647483502,1.1292926265684227,1.4035587025803424,1.348816250593502,1.3114055124023298,1.2732858235299434,1.2645713936809746,1.253368685802723,1.1646198539584114,0.9880850678884071,0.8156019874020305,0.6430473500702764
avg_weekday,6,0.5011766792211912,0.6041173389888354,0.7066683586913176,1.005481895997279,1.1686881500453452,1.019537806952358,1.4953261493507959,1.9711144917492418,2.9374781205598746,4.322439341254571,4.193871436824907,3.3720655571430727,3.2737327450606393,3.1589818418737794,3.731592308730358,4.254272721449981,2.948781424575051,2.3770016297902403,1.901213287391802,1.4232546029970627
avg_weekday,7,1.8125559112807725,2.183822554849056,2.55331709038395,3.8154261571122396,4.460784592850406,3.6855251697800586,5.40545149270782,7.125377815635513,11.07647203879665,16.931374986113614,16.59572626831949,12.549830289953523,12.202296141219502,11.771742985274706,14.837942479710897,17.677056882148456,11.165218496132175,8.952775698362077,7.23284937543433,5.500255138449071
avg_weekday,8,2.573330090284526,3.1004864722960765,3.6251481267261663,5.406409293495439,6.3194249690100355,5.232531785532175,7.674400647882125,10.1162695102321,15.699118490429289,23.962099857853897,24.23963553872062,18.355080967584012,17.862756553885983,17.249283264855155,21.748298056741007,25.927628364571113,16.412034562264623,13.248155463689002,10.80628660133895,8.345151261302394
avg_weekday,9,2.5772948696970905,3.1052678638845235,3.630743843593587,5.413971250414131,6.3281572522481575,5.240601094554858,7.686235666364535,10.131870238174214,15.721364239307764,23.993447483698276,24.278019318147564,18.38592320489396,17.892829046833786,17.2784300294494,21.7832000154887,25.967992465249853,16.43972981442687,13.271122094746401,10.82548752293668,8.360553759483146
