Load Profile, Charger Assignment
Tehama_Residential_L2,Residential L2
Tehama_Residential_MUD,Residential L2
Tehama_Public_L2,Public L2
Tehama_Workplace_L2,Workplace L2
Tehama_Public_DCFC,DCFC
