Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,2687383.796448019,3244905.757232496,3802821.4195217844,4368748.844416323,4929227.673636252,5476977.18455162,8032529.562569374,10587688.412086787,13163822.303926153,15757478.399156248,19988509.76027779,19628796.699348483,19072366.59823883,18517010.79099245,17997457.536288206,17476129.17996599,16818731.05898361,14285517.189616468,11784882.339433162,9288158.118191928
Utility Bills (res),2301223.425903542,2778862.9914225405,3256647.044786591,3733537.971719655,4211101.860864693,4689960.204869135,6878587.032737233,9067053.928294782,11253678.14147691,13438892.643304957,17279823.62918673,17006799.35289908,16529369.530890219,16052756.067116067,15573224.505476248,15094650.215892032,14591622.288060686,12409792.354037553,10240887.491173431,8071567.293086229
Utility Bills (work),213028.5352901343,257076.55202061805,301231.9621430078,354623.9649362732,401663.80094299413,434097.7294627244,636508.531009321,838806.0037741497,1064363.7833544344,1309657.4655196455,1532152.829540225,1467087.7633213815,1422654.5185256652,1377684.6204820315,1369692.8207718953,1359138.492588239,1250680.9565349773,1042672.5019668002,839901.3075187592,640224.2729793759
Utility Bills (pub L2),62872.90055601314,75888.39757418547,88947.44619295635,101970.77746553984,115024.52532150755,128153.98757537002,187902.6895662855,247613.57269534733,307329.635048248,366971.17674328265,493398.570753416,485172.561216399,472305.32628941216,459697.49397815886,448285.8816019444,436797.3917354743,422031.98167797085,363970.62964905484,308124.4609131803,252662.0428934159
Utility Bills (DCFC),110258.93469832944,133077.81621515198,155994.96639922945,178616.13029485472,201437.48650705683,224765.26264439008,329531.30925653514,434214.90732250776,538450.7440465597,641957.1135883629,683134.730797418,669737.0219116247,648037.222533534,626872.609416192,606254.3284381189,585543.0797502474,554395.8327099764,469081.7039630587,395969.0798277904,323704.5092329066
Incremental upfront vehicle cost,1300474.2497697757,1625433.5658165738,973733.8718160407,486863.97113009903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,1442543.236284327,2528214.9434134704,2530533.8791196016,2532859.7716328534,2535192.641823644,2537532.5106250066,11636346.057756992,11647130.480552487,11657947.256616361,11668796.483008439,12133189.470678085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),745001.2888231986,1305569.6054394846,1306640.1274513204,1307713.8610291919,1308790.8158077968,1309871.001450738,6006080.206761179,6011058.767381462,6016052.263683606,6021060.740474657,6235444.828023054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),299756.41082280234,525178.5648536509,525482.5402397274,525787.4275519631,526093.2295261343,526399.9489062285,2413087.7130309516,2414501.378392268,2415919.2847496653,2417341.4448261377,2478215.93882136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),179853.8464936813,315107.1389121907,315289.5241438363,315472.4565311777,315655.9377156808,315839.96934373735,1447852.6278185714,1448700.8270353605,1449551.570849799,1450404.866895683,1486929.5632928156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),217931.69014464485,382359.634208144,383121.6872847175,383886.02652052086,384652.65877403156,385421.5909243028,1769325.5101462905,1772869.5077433959,1776424.1373332927,1779989.4308119598,1932599.1405408557,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),3096465.057243305,3944816.278265817,4695258.167138282,5410414.206318792,6750695.112315275,7399352.584801497,10499211.547780186,13761568.297110531,17262072.535551477,21172094.717345465,21373200.084084667,20785566.60388098,20106973.884906918,19410850.87822007,18777370.271641355,18175442.089486074,14866403.76625375,11589043.807061736,8023444.324338541,4342801.092453947
Avoided vehicle gasoline (gallons),1067746.5714632086,1280784.50593046,1485841.1921323678,1680252.8591052147,1869998.6460707134,2049682.1564547084,2900334.6817072337,3780650.6310743215,4690780.580312901,5630876.2546131555,5654285.736530336,5441247.802063084,5236191.1158611765,5041779.44888833,4852033.661922831,4672350.151538836,3821697.626286311,2941381.6769192223,2031251.7276806433,1091156.0533803888
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,85675.14821466785,240878.15507701912,402868.6274695779,571870.095620352,748112.6399540649,931833.071112181,1735495.3725820538,2574067.808110183,3448697.4510412198,4360564.949442098,6102682.068719476,6046350.0085381055,5984585.6395874955,5917177.204998926,5843906.259838899,5764547.479324613,4917812.392199852,4031030.920261609,3102850.842360257,2131879.8220658405
Federal EV Tax Credit,2539777.120988177,4351435.30528755,4257764.48658273,4166110.065149442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,338.6369494650903,592.9555842671834,592.9555842671834,592.9555842671834,592.9555842671834,592.9555842671834,2716.6000000000004,2716.6000000000004,2716.6000000000004,2716.6000000000004,3055.236949465089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,53330.27141486158,74205.00893966721,83448.97411136838,93114.4800240829,103216.55931904311,186116.48374872055,469513.8462293356,721874.392458808,883341.0872999153,1052448.010060135,1327318.4283484975,1192332.4735725918,1186559.067885605,1179767.151950557,1171909.757024965,1162938.209614404,1152802.0755933663,998436.6723968546,835709.8536522781,664301.7744402783
Distribution Cost,36263.20346610582,53112.5154808049,58152.0104430087,63427.826387141286,68948.62979143538,147069.12989020764,410903.37336528755,642806.627367167,782890.7215662119,929657.6322770818,1170978.02246802,1034943.463796431,1030163.7966087083,1024498.3059900403,1017905.6889742382,1010343.1300303175,1001766.2515929749,867919.3556912739,726754.0115425064,577987.9500026134
Transmission Cost,17067.067948755754,21092.49345886232,25296.96366835968,29686.653636941614,34267.92952760773,39047.3538585129,58610.47286404801,79067.765091641,100450.36573370334,122790.3777830533,156340.4058804774,157389.00977616085,156395.27127689653,155268.84596051666,154004.06805072684,152595.0795840865,151035.82400039132,130517.31670558071,108955.84210977172,86313.82443766495
Cumulative personal light-duty EV population,2856.222078664083,3449.1776629312662,4042.1332471984497,4635.088831465633,5228.044415732817,5821.0,8537.6,11254.2,13970.800000000001,16687.4,19404.0,18811.044415732817,18218.088831465633,17625.13324719845,17032.177662931266,16439.222078664083,13722.622078664082,11006.022078664082,8289.422078664082,5572.822078664081
Cumulative personal light-duty LDV population,109703.0,111298.0,113224.0,114820.0,116580.0,118285.0,119771.0,121531.0,123181.0,124832.0,126042.0,124447.0,122521.0,120925.0,119165.0,117460.0,115974.0,114214.0,112564.0,110913.0
EV sales as % of total personal light-duty vehicles,0.003086852223413127,0.005327639169321852,0.005237013215106192,0.005164218640194944,0.00508625479728241,0.0050129398002044506,0.022681617419909664,0.022353144465198184,0.02205372581810507,0.021762048192771086
Peak Demand 5-9 PM,1.4541866148299392,1.7561286328815278,2.058088610798202,2.3642806909724485,2.670881160047804,2.9637281030388896,4.346869103677197,5.730010104315477,7.115405095441816,8.593693946600554,11.102902427690434,10.844475451121408,10.541300948485297,10.241951338209686,10.018765494716735,10.130635696585635,9.309992738995975,7.9518351127864255,6.568694112148146,5.186681084930887
Energy Supply Cost,716298.9027266621,890940.701587905,1019997.0650170413,1165537.5816864597,1355826.8926156797,1657932.8844145318,2612462.1954597044,3688997.4078405136,4856941.761995878,6056451.954321119,8182545.716084477,8246615.613325698,8281032.328994989,8303526.317874209,8319070.854424618,8323354.925694454,8321524.961249217,7299835.720904071,6210650.948996407,5044802.5289909905
Energy Cost,423830.2160206045,563738.7653195888,673163.6438362803,821124.59152579,1002355.9457061107,1273074.3217444215,2051555.4393316647,3019485.2314240825,4096632.447062952,5181668.175481747,7154936.800164,7291308.067904208,7332892.331571954,7363260.840437972,7382533.4363317825,7390124.337513809,7382265.056659272,6472805.858639551,5496250.474416583,4452733.36164517
GHG Cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capacity Cost,292468.68670605833,327201.9362683145,346833.421180761,344412.9901606705,353470.94690957066,384858.56267011835,560906.7561280341,669512.1764164307,760309.3149329479,874783.7788393649,1027608.9159204756,955307.5454214925,948139.9974230346,940265.4774362372,936537.418092839,933230.5881806439,939259.9045899521,827029.8622645147,714400.4745798083,592069.1673458336
