Year,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044
CO2 emissions,11809.74895078512,14175.88067924398,15414.523492216984,20402.195380477024,26578.65177604197,35770.894656921046,49359.333738700225,72250.12913489203,86730.25111430127,105806.5674711329,115649.54937424415,148637.66690380266,175882.36742268698,202945.3394474903,233309.0952620788,264187.80009686964,296599.3685578484,327465.7626112392,300778.15802149056,277832.7308489745,252510.21890329596,219751.07316256023,186166.0757026192,154320.16259243654,122810.92096923677,85104.69260247995,44189.11479398918
NOX emissions,8.53703347571036,8.519722934950934,6.226232251351584,8.256969768265781,10.423901590314596,15.22260562468848,21.83376735255947,36.49760335103961,40.40427673735156,49.2601811465349,43.91149853087372,67.66578827490228,81.13455585178463,101.37613068020259,122.00118450103672,132.67839880775594,150.72726573204832,160.9382408599596,152.4883666665387,142.46689764377962,126.31229368951864,113.42495185614823,97.51337847487075,78.4092301793395,64.33878341225571,42.830369017815556,22.594322944161924
PM 10 emissions,0.4141892802287614,0.4324109471628894,0.4831598607275011,0.6343644356988898,0.8192949476823591,1.0921658401754128,1.4610946874136703,2.525330203178651,3.084656839585142,3.79673136212337,3.326024972057082,5.242451683681532,6.202855518627676,7.00470365206007,8.401824475290375,9.136679777295077,10.248574791089286,11.333274415660616,10.557801209350549,9.897646641144856,8.910717630424509,7.906897335477767,6.799353889679355,5.569239666576672,4.377470383418447,3.0335277705233086,1.607300398536802
SO2 emissions,2.7865958411527485,2.8820499937740496,2.3099740870699046,3.150517604875555,3.773864968606995,5.453859518939284,8.69082316994106,13.12779764857152,14.801517356794623,17.47525892147246,19.194850536909232,23.779851529406823,28.589389994009366,34.13736890260492,37.867137810358706,44.674573379919366,48.66964629452086,53.09193525571658,49.08663292202882,44.26645901085522,38.71918355184555,35.031093152914856,29.713375468485623,24.489990771552055,20.158723251451036,13.62040957571615,6.631091148166554
VOC emissions,0.13171142025559307,0.14210222037819215,0.12280470873189299,0.1660238968211385,0.2006462801568367,0.265865864619999,0.41140241679048667,0.6732975338462445,0.8266673931516612,1.0173893380917034,0.9948826261289772,1.3684440193892071,1.6644076544461441,1.9422156302040694,2.227864568759248,2.546557795639997,2.8048639957543715,3.0513638928213225,2.9166679637547293,2.7334862232681396,2.422060463892852,2.1932506320596863,1.8770391917906935,1.513370251546222,1.2269148167305857,0.8469175617939917,0.426152010919612
