Load Profile, Charger Assignment
Mendocino_Residential_L2,Residential L2
Mendocino_Residential_MUD,Residential L2
Mendocino_Public_L2,Public L2
Mendocino_Workplace_L2,Workplace L2
Mendocino_Public_DCFC,DCFC
