Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,17764122.525908425,21446854.969221376,25135338.587152388,28880711.534484006,32587507.689495716,36205367.41721997,53093883.66110027,69977139.96985954,87016682.5483156,104178748.83250888,133409038.02003193,130987099.0156608,127298157.28756824,123631424.32751757,120233135.24601582,116814103.84538853,112223634.47898537,95402069.52091545,78620520.38889359,61856449.31945822
Utility Bills (res),11107289.134813663,13412685.966332382,15718826.576010473,18020330.757571913,20325328.64240583,22637005.02808956,33200476.607889652,43763125.38993624,54316234.15216505,64862086.724683106,84565961.25822747,83235798.55553749,80926888.33860686,78622004.4092559,76306429.89206186,73994402.90329705,71495105.02283086,60931292.570193715,50365830.406534046,39802670.42487663
Utility Bills (work),1873994.21986425,2261817.1885339455,2650269.7136844364,3102747.306515126,3511334.704976726,3818667.365892106,5599633.682606171,7379893.145890945,9320436.828797918,11398736.13464204,13973364.226645,13458427.287365943,13068642.88244432,12673394.501161817,12552338.972241463,12413846.991916502,11548163.257302912,9725967.561579807,7942580.226775683,6160294.21309127
Utility Bills (pub L2),2025014.956781708,2444078.973623849,2864711.8651222726,3291723.2902439623,3714453.079636527,4127665.5853212713,6051803.811095348,7974579.801099658,9917140.56691634,11872901.366321955,15278717.567829715,15013544.299583932,14585519.955423681,14164931.622643119,13771282.49860802,13373427.325842664,12909142.587737339,10987512.273834119,9070345.300910393,7158247.984551062
Utility Bills (DCFC),2757824.214448804,3328272.840731201,3901530.4323352063,4465910.180153006,5036391.262476631,5622029.437917031,8241969.559509097,10859541.63293271,13462871.000436299,16045024.606861778,19590994.96732975,19279328.873173427,18717106.11109337,18171093.794456724,17603083.883104466,17032426.624332312,16271223.611114256,13757297.115307802,11241764.454673463,8735236.696939252
Incremental upfront vehicle cost,8803725.869511744,11003579.298156317,6591815.315716012,3295887.587416713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,18894326.627654955,33120655.70482495,33157327.637202464,33194109.585377112,33231001.879396256,33268004.85029753,152581217.65044507,152751758.5498646,152922811.07198232,153094376.75166643,160438338.82978678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),5043380.997657965,8838219.527907291,8845466.562849468,8852735.33889647,8860025.921271605,8867338.375393875,40657665.38551746,40691367.34167401,40725170.403699026,40759074.87491012,42210374.17504674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),2364765.4275223003,4143111.1015531914,4145509.1502949633,4147914.3931829627,4150326.8517996203,4152746.547792139,19036155.848931078,19047307.848914716,19058493.304898303,19069712.317249823,19549948.232820727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),5291656.262142305,9271075.917350579,9276442.051975876,9281824.285005048,9287222.664733296,9292637.239600752,42597372.2944083,42622327.22222567,42647357.01482646,42672461.89680509,43747090.00171566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),6194523.940332384,10868249.158013888,10889909.87208216,10911635.568292635,10933426.441591736,10955282.687510762,50290024.12158823,50390756.1370502,50491790.34855854,50593127.66270139,54930926.42020366,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),20961914.111961804,26704935.622975912,31785147.45477601,36626487.23830929,45699689.33102488,50090858.6079175,71075102.89338113,93159366.85783857,116855759.22995853,143324366.77865714,144684991.59956527,140706893.85015035,136113055.0384151,131400552.25176138,127112105.62368034,123037257.14657503,100636994.70213059,78451177.60169588,54314145.76819765,29398335.254980292
Avoided vehicle gasoline (gallons),7228246.24550407,8670433.643823348,10058590.96670127,11374685.477735803,12659193.720505506,13875584.101916207,19634006.324138433,25593232.653252356,31754282.39944525,38118182.65389818,38276452.8041178,36834265.405798525,35446108.0829206,34130013.57188607,32845505.329116367,31629114.947705664,25870692.72548344,19911466.396369513,13750416.650176618,7386516.395723691
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,579988.814730666,1630655.3133422132,2727270.4233063385,3871347.360937228,5064443.684938995,6308162.515074146,11748492.5828322,17425144.02291431,23345881.855949946,29518698.383932054,41311987.38077957,40930620.638510406,40512478.75768911,40056128.21372263,39560090.206102915,39022839.36009249,33290940.530136157,27287951.09741147,21004717.314430296,14431813.876666812
Federal EV Tax Credit,17193344.310197607,29457594.853145722,28823478.32988818,28203012.064469844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,2292.4459080263478,4014.0882586553234,4014.0882586553234,4014.0882586553234,4014.08825865532,4014.08825865532,18389.800000000003,18389.800000000003,18389.800000000003,18389.800000000003,20682.245908026336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,704349.684968882,1105447.640890135,1167099.016429265,1231563.917025777,1298942.75385939,1531757.408300199,4989644.233429901,5755110.634536333,6326242.033832193,6924212.86487534,8449522.188458893,4376214.557503594,4358944.276387274,4338175.2417718535,4313745.57130383,4285487.524227547,4253227.314440722,3711397.346283785,3140319.941306858,2538882.72788025
Distribution Cost,593546.9565671982,968511.0662428038,1002866.2024971844,1038832.3810555624,1076468.682752044,1278254.3837897815,4609137.378994789,5241794.978904681,5674110.476131211,6127049.891788129,7387583.050209436,3306369.1238695853,3294426.125819226,3279819.4951045797,3262423.517205604,3242107.8524605804,3218737.3903509085,2808850.63189805,2376457.8240360557,1920689.8454276682
Transmission Cost,110802.72840168385,136936.57464733106,164232.81393208075,192731.53597021464,222474.0711073461,253503.02451041748,380506.8544351127,513315.6556316518,652131.5577009822,797162.9730872114,1061939.1382494583,1069845.4336340085,1064518.150568049,1058355.7466672736,1051322.0540982252,1043379.6717669673,1034489.9240898135,902546.7143857349,763862.1172708021,618192.8824525821
Cumulative personal light-duty EV population,19335.55870672339,23349.646965378714,27363.735224034037,31377.82348268936,35391.91174134468,39406.0,57795.8,76185.6,94575.40000000001,112965.20000000001,131355.0,127340.91174134468,123326.82348268936,119312.73522403404,115298.64696537872,111284.5587067234,92894.7587067234,74504.9587067234,56115.15870672339,37725.35870672339
Cumulative personal light-duty LDV population,695046.0,705152.0,717357.0,727465.0,738618.0,749422.0,758832.0,769985.0,780440.0,790901.0,798565.0,788459.0,776254.0,766146.0,754993.0,744189.0,734779.0,723626.0,713171.0,702710.0
EV sales as % of total personal light-duty vehicles,0.0032982650184683426,0.005692514888499676,0.005595663328935695,0.005517912557518676,0.005434593062523956,0.005356245558117216,0.024234349632066127,0.023883322402384465,0.02356337450668854,0.023251709126679575
Peak Demand 5-9 PM,7.050523503295123,8.514942790030698,9.979616483563769,11.504239156564113,13.034646779066385,14.370231639110653,21.076461294414894,27.782690949719075,34.520848469998946,42.574848317981946,54.16441408988204,53.162999840611974,51.69689444625074,50.23753125414414,48.90103485410331,48.06367547230851,45.807866435335875,39.13765912395804,32.43142946865369,25.725284216434567
Energy Supply Cost,4747994.881886645,5888143.643220029,6696124.409751499,7628833.612211175,8853863.034380846,10823111.18820821,17098870.954451703,24083235.672193676,31648545.216460716,39370183.02420983,53709686.635785535,54198955.65974726,54457364.102833875,54637192.5012497,54768503.400347635,54826124.654141895,54838233.58071954,48220092.92753818,41158712.594064504,33599481.32031416
Energy Cost,2849231.2185993455,3789047.1866278076,4496845.835416997,5469622.671618309,6662396.195611635,8462885.841354258,13695481.383932913,20063027.672953054,27129515.085925985,34222488.58270738,47542389.77110531,48462907.18478698,48759491.37555571,48981533.76867828,49129868.209112175,49201676.239108615,49171310.4545481,43200192.48698821,36785298.52379993,29927370.56656994
GHG Cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capacity Cost,1898763.663287285,2099096.456592205,2199278.574334497,2159210.9405928766,2191466.8387692375,2360225.346853963,3403389.570518793,4020207.9992406103,4519030.130534732,5147694.441502579,6167296.864680213,5736048.474960308,5697872.727278279,5655658.732571438,5638635.191235492,5624448.415033179,5666923.1261714725,5019900.440549968,4373414.070264539,3672110.7537442194
