year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,42,30404,9833,0.0,0.0,29.4,4.2,4.2,4.2,9833,3244.8900000000003,4916.5,7374.75
2012,120,30827,9833,0.0,0.0,84.0,12.0,12.0,12.0,9833,3244.8900000000003,4916.5,7374.75
2013,242,31255,9833,0.0,0.0,169.39999999999998,24.200000000000003,24.200000000000003,24.200000000000003,9833,3244.8900000000003,4916.5,7374.75
2014,368,31690,9833,0.0,0.0,257.59999999999997,36.800000000000004,36.800000000000004,36.800000000000004,9833,3244.8900000000003,4916.5,7374.75
2015,388,32131,9833,15603.57,0.0,271.59999999999997,38.800000000000004,38.800000000000004,38.800000000000004,9833,3244.8900000000003,4916.5,7374.75
2016,455,32578,9833,11258.79,0.0,318.5,45.5,45.5,45.5,9833,3244.8900000000003,4916.5,7374.75
2017,597,33031,9833,6914.0,29.9,417.9,59.7,59.7,59.7,9833,3244.8900000000003,4916.5,7374.75
2018,965,33491,9833,5377.16,31.0,675.5,96.5,96.5,96.5,9833,3244.8900000000003,4916.5,7374.75
2019,986,33957,9833,3840.32,32.1,690.1999999999999,98.60000000000001,98.60000000000001,98.60000000000001,9833,3244.8900000000003,4916.5,7374.75
2020,1303,34405,9833,2741.24,33.4,912.0999999999999,130.3,130.3,130.3,9833,3244.8900000000003,4916.5,7374.75
2021,1619,34905,9833,1642.17,34.7,1133.3,161.9,161.9,161.9,9833,3244.8900000000003,4916.5,7374.75
2022,1935,35509,9833,821.08,36.6,1354.5,193.5,193.5,193.5,9833,3244.8900000000003,4916.5,7374.75
2023,2270,36010,9833,0.0,37.5,1589.0,227.0,227.0,227.0,9833,3244.8900000000003,4916.5,7374.75
2024,2549,36562,9833,0.0,39.6,1784.3,254.9,254.9,254.9,9833,3244.8900000000003,4916.5,7374.75
2025,2828,37097,9833,0.0,39.6,1979.6,282.8,282.8,282.8,9833,3244.8900000000003,4916.5,7374.75
2026,3052,37563,9833,0.0,39.5,2136.4,305.2,305.2,305.2,9833,3244.8900000000003,4916.5,7374.75
2027,3256,38115,9833,0.0,39.4,2279.2,325.6,325.6,325.6,9833,3244.8900000000003,4916.5,7374.75
2028,3480,38632,9833,0.0,39.3,2436.0,348.0,348.0,348.0,9833,3244.8900000000003,4916.5,7374.75
2029,3722,39150,9833,0.0,39.2,2605.3999999999996,372.20000000000005,372.20000000000005,372.20000000000005,9833,3244.8900000000003,4916.5,7374.75
2030,3964,39529,9833,0.0,39.1,2774.7999999999997,396.40000000000003,396.40000000000003,396.40000000000003,9833,3244.8900000000003,4916.5,7374.75
2031,4325,40079,9833,0.0,39.0,3027.5,432.5,432.5,432.5,9833,3244.8900000000003,4916.5,7374.75
2032,4594,40637,9833,0.0,39.0,3215.7999999999997,459.40000000000003,459.40000000000003,459.40000000000003,9833,3244.8900000000003,4916.5,7374.75
2033,4862,41202,9833,0.0,38.9,3403.3999999999996,486.20000000000005,486.20000000000005,486.20000000000005,9833,3244.8900000000003,4916.5,7374.75
2034,5131,41775,9833,0.0,38.8,3591.7,513.1,513.1,513.1,9833,3244.8900000000003,4916.5,7374.75
2035,5399,42356,9833,0.0,38.7,3779.2999999999997,539.9,539.9,539.9,9833,3244.8900000000003,4916.5,7374.75
2036,5668,42946,9833,0.0,38.6,3967.6,566.8000000000001,566.8000000000001,566.8000000000001,9833,3244.8900000000003,4916.5,7374.75
2037,5936,43543,9833,0.0,38.6,4155.2,593.6,593.6,593.6,9833,3244.8900000000003,4916.5,7374.75
2038,6205,44149,9833,0.0,38.5,4343.5,620.5,620.5,620.5,9833,3244.8900000000003,4916.5,7374.75
2039,6473,44763,9833,0.0,38.4,4531.099999999999,647.3000000000001,647.3000000000001,647.3000000000001,9833,3244.8900000000003,4916.5,7374.75
2040,6741,45386,9833,0.0,0.0,4718.7,674.1,674.1,674.1,9833,3244.8900000000003,4916.5,7374.75
