Load Profile, Charger Assignment
BaseCase_Yolo_Residential L1_uncontrolled_load,Residential L1
BaseCase_Yolo_Residential L2_uncontrolled_load,Residential L2
BaseCase_Yolo_Residential MUD_uncontrolled_load,Residential L2
BaseCase_Yolo_Public L2_uncontrolled_load,Public L2
BaseCase_Yolo_Work_uncontrolled_load,Workplace L2
BaseCase_Yolo_Fast_uncontrolled_load,DCFC
