Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,3185510.4906985536,3846388.8166494137,4507686.761415105,5179020.6513243,5843548.502291433,6492131.766180577,9521636.012137856,12550714.135077983,15605746.255871229,18682871.29005826,23787535.618982047,23368270.110518496,22711020.101718098,22054825.80051261,21435167.578591947,20813098.30722687,20048552.951772567,17039447.562909555,14035831.010868313,11051592.080083506
Utility Bills (res),2697507.8510923227,3257392.827255862,3817444.8136632666,4377097.66988276,4937092.357349155,5497592.3400730565,8063301.751990477,10628828.272268789,13193784.30924746,15758448.994564896,20282897.2578852,19963740.454149526,19404142.977986068,18845562.268902928,18282643.060949393,17720429.040012654,17133715.41962454,14574086.828641357,12014129.562891545,9472835.512846084
Utility Bills (work),305940.83769392746,369260.3805032829,432675.75564859156,506305.83858622325,572937.7259424241,623416.509524089,914208.8191515424,1204891.5744154844,1521114.4259464731,1859343.0629436893,2145390.2485867357,2064158.2138147454,2000525.121668235,1936063.4769971604,1913544.5930205954,1888244.241577899,1751941.7146105173,1454854.0634329107,1163686.918191041,872711.1946089161
Utility Bills (pub L2),72974.61886891745,88075.3965135791,103237.77649842965,118437.83170581938,133614.17047772498,148753.223896936,218097.3662279846,287388.81498165755,356937.3829820393,426536.66550694907,592241.1786575986,583298.1822145891,568066.2140564915,553094.3897401582,538688.8683208082,524178.46482668363,508255.7379720045,439522.98481058766,370897.7283242325,302441.277148009
Utility Bills (DCFC),109087.18304338587,131660.21237669012,154328.41560481727,177179.31114949746,199904.2485221289,222369.69268649496,326028.0747678522,429605.4734120519,533910.137695256,638542.5670427231,767006.9338525145,757073.2603396354,738285.7880073058,720105.6648723634,700291.0563011493,680246.5608096337,654640.0795655056,570983.6860246997,487116.8014614947,403604.0954804961
Incremental upfront vehicle cost,1516065.6689465207,1894896.4400672175,1135158.5731220837,567575.8302849772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,1681686.7207396391,2947340.0800556275,2950043.4467798686,2952754.9236042853,2955474.534859173,2958202.304947827,13566456.318238957,13579029.543549227,13591640.488535432,13604289.266356593,14145669.873946838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),868506.9139244503,1522005.7279698239,1523253.7201313616,1524505.4562693862,1525760.947615824,1527020.2054363012,7002303.331684462,7008107.681679514,7013929.444724552,7019768.673058726,7269693.608740988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),349449.75156219467,612242.1819441458,612596.5500887808,612951.9813378492,613308.4788806648,613666.0459161089,2813344.402823983,2814992.55158801,2816645.6447983296,2818303.69728828,2889270.0370499096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),209669.85093731672,367345.30916648766,367557.9300532684,367771.18880270945,367985.08732839883,368199.6275496656,1688006.6416943893,1688995.5309528061,1689987.3868789983,1690982.2183729685,1733562.022229945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),254060.20431567746,445746.8609751701,446635.2465064579,447526.29719434056,448420.0210342856,449316.42604575166,2062801.9420361228,2066933.7793288983,2071078.0121335515,2075234.6776366183,2253144.2059259946,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),3609794.1725567877,4598784.274920432,5473633.726541897,6307347.672922061,7869819.108773657,8626010.417533578,12240038.354950292,16043515.5952357,20124637.944109548,24683197.228545602,24917978.264842648,24232943.839085277,23441862.84118222,22630341.303251486,21891851.062042266,21190143.977015387,17332238.44166185,13511265.187724669,9354242.815104678,5063094.272308325
Avoided vehicle gasoline (gallons),1244756.6112264786,1493111.7775715687,1732162.5716904737,1958803.6251310748,2180005.2932891017,2389476.5699539,3381226.0649033953,4407559.229460357,5468651.615247159,6564680.113974894,6592057.742021865,6343702.575676775,6104651.78155787,5878010.728117269,5656809.059959242,5447337.783294444,4455588.288344949,3429255.123787987,2368162.738001184,1272134.2392734487
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,99878.29510131179,280810.7129965043,469655.81618425617,666674.191527179,872134.0619701572,1086311.4964039272,2023274.6958436973,3000938.501294557,4020640.249232467,5083756.419845019,7114763.644535766,7049101.368303588,6977106.406313239,6898531.900933057,6813123.19781549,6720617.6223207,5733433.36379777,4699560.218970627,3617421.6740230112,2485394.445951719
Federal EV Tax Credit,2960819.0247424445,5072812.228428332,4963612.747972924,4856763.941265095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,394.77586996565924,691.255212993834,691.2552129938335,691.255212993834,691.255212993834,691.255212993834,3167.2000000000007,3167.2000000000007,3167.2000000000007,3167.2000000000007,3561.9758699656563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
