Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,780105.0776487669,941928.2314497845,1103876.5384094766,1268660.3851868068,1431481.9666396505,1589899.5375295575,2331903.1633210327,3073805.0285505475,3823099.620778204,4578248.604382178,5981444.300560015,5879612.958857894,5723885.397447221,5568620.196157427,5423949.492778256,5278592.086741278,5093873.73219069,4383488.109346815,3675856.930200958,2969246.1298046913
Utility Bills (res),655326.6342028722,791336.461022612,927397.5007593721,1062931.8332221168,1198814.8519205027,1335601.8887645982,1959005.0297079745,2582377.2044955157,3204577.0339745423,3825456.234289651,5232232.930015582,5155777.945383036,5022278.377767463,4888992.553937208,4755058.778753695,4621412.670934664,4479024.639469996,3867568.42066132,3255708.243104999,2643469.20198401
Utility Bills (work),61471.611826024506,74182.11070616805,86922.78909020963,102355.55511659103,115938.06548637095,125262.25166477903,183686.8704917516,242079.31910709347,307245.4029499154,378174.525604634,431084.03271942755,412215.68354508374,399525.6941776312,386673.2714237245,385177.62185735704,382939.2611139259,352032.37272710016,295021.0630407003,239542.58916772695,184117.0298717879
Utility Bills (pub L2),23348.88128135964,28178.85888676868,33024.45983132027,38374.584855136134,43378.20799895448,47587.09691425323,69778.99791601048,91956.38823952527,115430.45061899294,139979.490613714,135129.11034330417,132083.6315969751,127505.29420774647,122998.24184814903,118780.88578785706,114408.95478568984,109491.54399460724,88786.48061610005,69758.197537475,52020.09332997271
Utility Bills (DCFC),39957.950338510615,48230.80083423564,56531.788728574546,64998.41199296288,73350.84123382227,81448.30018592715,119432.26520529625,157392.11670841285,195846.7332347533,234638.3538741789,182998.22748170153,179535.69833279902,174576.03129437967,169956.12894834537,164932.20637934608,159831.19990699776,153325.17599898682,132112.14502869503,110847.90039075726,89639.80461892067
Incremental upfront vehicle cost,383819.7493737289,479727.6870078808,287386.1521697231,143692.20106536846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,425749.74745515815,746173.0411929808,746857.4479174501,747543.9078620925,748232.427186569,748923.0120690198,3435304.9909155224,3438488.7894438244,3441682.139367711,3444885.06934137,3581946.13326593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),219878.40821134788,385323.58394520445,385639.53598374315,385956.43587839726,386274.2864727356,386593.0906188575,1773126.8224333597,1774596.6029006597,1776070.7927093615,1777549.4050874896,1840822.7789498481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),88469.59522308449,155000.30483053977,155090.01960691498,155180.0035276193,155270.25740008574,155360.78203416956,712396.5051353984,712813.8502063603,713232.4473125346,713652.3002100283,731618.8137758827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),53081.757133850624,93000.18289832387,93054.0117641491,93108.00211657152,93162.15444005138,93216.46922050185,427437.903081239,427688.31012381613,427939.4683875209,428191.38012601674,438971.28826552967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),64319.98688687513,112848.96951891272,113073.88056264295,113299.46633950436,113525.72887369618,113752.67019549098,522343.76026552485,523390.0262129883,524439.430958294,525491.983917835,570533.2522746697,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),913885.4094389274,1164266.340158164,1385750.4777776275,1596820.4099734898,1992388.6278917096,2183832.286667063,3098977.0371183916,4062092.988858538,5095511.880965701,6249822.606113368,6309489.368968223,6136071.460860936,5935800.3814504,5730351.6344114635,5543394.866819381,5365750.42789238,4388849.619811573,3421300.4547282876,2368657.0548671917,1282050.0105001891
Avoided vehicle gasoline (gallons),315132.8998065267,378008.5519994039,438528.63220810995,495906.9596190962,551908.2071722187,604939.6915975243,856071.0047288374,1115959.6123237743,1384649.9676537232,1662186.8633280233,1669177.0817376252,1606301.4295447478,1545781.3493360416,1488403.0219250554,1432401.774371933,1379370.2899466273,1128238.9768153143,868350.3692203775,599660.0138904282,322123.1182161279
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
