Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,266496.24071281747,321785.0624672981,377111.30157841614,433185.1968228939,488756.5208748941,543124.6302738811,796983.9295060211,1050802.3514269623,1306576.780567187,1564046.9248213796,1993240.7119648908,1958239.0815235754,1905433.3624195268,1852695.032967754,1804180.160722936,1755527.9072074625,1691222.5210430422,1448682.3063369198,1206669.1682115342,966351.0325597626
Utility Bills (res),223813.883137359,270269.4555862074,316739.0281421981,363129.7211384382,409584.79807818995,456136.9131963767,669365.8084061531,882576.019133062,1095628.0936497846,1308610.2618413426,1690210.6298210432,1663895.7297210768,1618257.3694519121,1572702.3235716657,1527033.5439194967,1481474.8624550179,1432734.1143240905,1223424.27015104,1014012.4436211445,806227.4045131535
Utility Bills (work),20702.100236950042,24982.202298418775,29272.66486648318,34511.95185025234,39098.825252924245,42184.91038391158,61888.20637508782,81580.40872910421,103662.21220775838,127775.59264243135,168261.87001955145,161484.51773022863,157284.74835761028,153018.8015650394,152860.53562860558,152440.64324928733,141108.7723043048,121316.9803055218,102108.7764116546,82939.23436849099
Utility Bills (pub L2),6698.717542232332,8085.8964123363485,9477.054032628605,10861.182617428156,12251.002042856962,13653.606048768499,20030.958909095698,26404.82717976182,32768.56498806847,39119.64372763624,45718.49794596905,44886.79130410649,43732.301986772356,42587.45970287624,41642.37139531831,40693.58644692905,39190.47634543528,33922.92617942385,28687.191914341878,23460.018271485413
Utility Bills (DCFC),15281.539796276105,18447.508170335637,21622.554537106218,24682.341216775218,27821.89550092294,31149.20064482441,45698.95581568449,60241.09638503432,74517.90972157542,88541.42660996947,89049.71417832693,87972.04276816334,86158.94262323205,84386.44812817268,82643.70977951548,80918.81505622833,78189.15806921171,70018.12970093395,61860.75626439306,53724.3754066327
Incremental upfront vehicle cost,127790.97592652672,159723.07157654702,95683.86440109521,47841.64086693294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,141751.3710968279,248434.79602001456,248662.66601209628,248891.21961415425,249120.45887701848,249350.38585767115,1145387.2251506364,1146448.7559816441,1147513.4714051438,1148581.3809749158,1194216.7296587755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),73207.47933462805,128291.67055684335,128396.86529842901,128502.37562423943,128608.20248102729,128714.34681838551,591189.6662327684,591679.7152314668,592171.2343771609,592664.2280802928,613731.4983606566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),29455.534614437845,51606.62070027288,51636.49081208111,51666.45053422481,51696.50013553498,51726.63988564904,237524.72004140334,237663.86975708322,237803.43692190983,237943.42278823126,243925.48718882856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),17673.320768662743,30963.972420163696,30981.894487248683,30999.870320534905,31017.900081320982,31035.983931389375,142514.83202484204,142598.32185424995,142682.06215314585,142766.05367293878,146355.29231329713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),21415.036379099263,37572.532342734645,37647.41541433747,37722.52313515508,37797.85617913524,37873.41522224721,174158.00685162266,174506.8491388441,174856.73795292736,175207.67643345275,190204.45179599314,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),304273.8382998059,387636.9886906111,461379.08806100284,531653.8268363423,663356.3999732585,727096.6635468917,1032218.1352638155,1353331.1447250254,1697878.6109776516,2082722.002841476,2103107.8728552978,2045394.5221625664,1978727.8725995868,1910331.0119654436,1848097.299748305,1788964.0834545817,1463249.2753737736,1140651.6180691833,789682.8150693594,427389.6376220487
Avoided vehicle gasoline (gallons),104922.01320682962,125856.16515928932,146006.0405256338,165109.88411066533,183755.2354496561,201411.8181570337,285143.13128834683,371794.2705288531,461380.0573308836,553915.4262876266,556377.7441416132,535443.5921891535,515293.7168228091,496189.87323777756,477544.5218987868,459887.93919140915,376156.626060096,289505.4868195897,199919.7000175593,107384.33106081626
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
