year, total_population, BEV_population, PHEV_population, vehicle_miles_traveled, BEV_vmt, PHEV_vmt, bev_price, phev_price, new_vehicle_mpg
2019,23921,440.2854598049432,0,12000,12000,0,5377.16,5377.16,31.0
2020,24237,499.5076578045071,0,12000,12000,0,3840.32,3840.32,32.1
2021,24590,603.2061262436057,0,12000,12000,0,2741.24,2741.24,33.4
2022,25015,706.9045946827043,0,12000,12000,0,1642.17,1642.17,34.7
2023,25368,810.603063121803,0,12000,12000,0,821.08,821.08,36.6
2024,25757,914.3015315609016,0,12000,12000,0,0.0,0.0,37.5
2025,26133,1018.0,0,12000,12000,0,0.0,0.0,39.6
2026,26461,1493.0,0,12400,12400,0,0.0,0.0,39.6
2027,26850,1968.0,0,12800,12800,0,0.0,0.0,39.5
2028,27215,2443.0,0,13200,13200,0,0.0,0.0,39.4
2029,27580,2918.0,0,13600,13600,0,0.0,0.0,39.3
2030,27847,3393.0,0,14000,14000,0,0.0,0.0,39.2
