year, total_population, BEV_population, PHEV_population, vehicle_miles_traveled, BEV_vmt, PHEV_vmt, bev_price, phev_price, new_vehicle_mpg
2019,1294425,31812.138222488004,0,12000,12000,0,5377.16,5377.16,31.0
2020,1311518,36091.14564062153,0,12000,12000,0,3840.32,3840.32,32.1
2021,1330587,43583.71651249722,0,12000,12000,0,2741.24,2741.24,33.4
2022,1353616,51076.28738437292,0,12000,12000,0,1642.17,1642.17,34.7
2023,1372691,58568.85825624861,0,12000,12000,0,821.08,821.08,36.6
2024,1393735,66061.4291281243,0,12000,12000,0,0.0,0.0,37.5
2025,1414122,73554.0,0,12000,12000,0,0.0,0.0,39.6
2026,1431878,107879.6,0,12400,12400,0,0.0,0.0,39.6
2027,1452923,142205.2,0,12800,12800,0,0.0,0.0,39.5
2028,1472652,176530.80000000002,0,13200,13200,0,0.0,0.0,39.4
2029,1492390,210856.40000000002,0,13600,13600,0,0.0,0.0,39.3
2030,1506852,245182.0,0,14000,14000,0,0.0,0.0,39.2
