year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,62,44768,9833,0.0,0.0,43.4,6.2,6.2,6.2,9833,3244.8900000000003,4916.5,7374.75
2012,177,45391,9833,0.0,0.0,123.89999999999999,17.7,17.7,17.7,9833,3244.8900000000003,4916.5,7374.75
2013,356,46022,9833,0.0,0.0,249.2,35.6,35.6,35.6,9833,3244.8900000000003,4916.5,7374.75
2014,543,46663,9833,0.0,0.0,380.09999999999997,54.300000000000004,54.300000000000004,54.300000000000004,9833,3244.8900000000003,4916.5,7374.75
2015,571,47312,9833,0.0,0.0,399.7,57.1,57.1,57.1,9833,3244.8900000000003,4916.5,7374.75
2016,670,47970,9833,15603.57,0.0,468.99999999999994,67.0,67.0,67.0,9833,3244.8900000000003,4916.5,7374.75
2017,878,48637,9833,11258.79,0.0,614.5999999999999,87.80000000000001,87.80000000000001,87.80000000000001,9833,3244.8900000000003,4916.5,7374.75
2018,1421,49314,9833,6914.0,29.9,994.6999999999999,142.1,142.1,142.1,9833,3244.8900000000003,4916.5,7374.75
2019,1452,50000,9833,5377.16,31.0,1016.4,145.20000000000002,145.20000000000002,145.20000000000002,9833,3244.8900000000003,4916.5,7374.75
2020,1918,50660,9833,3840.32,32.1,1342.6,191.8,191.8,191.8,9833,3244.8900000000003,4916.5,7374.75
2021,2384,51397,9833,2741.24,33.4,1668.8,238.4,238.4,238.4,9833,3244.8900000000003,4916.5,7374.75
2022,2850,52286,9833,1642.17,34.7,1994.9999999999998,285.0,285.0,285.0,9833,3244.8900000000003,4916.5,7374.75
2023,3343,53023,9833,821.08,36.6,2340.1,334.3,334.3,334.3,9833,3244.8900000000003,4916.5,7374.75
2024,3754,53836,9833,0.0,37.5,2627.7999999999997,375.40000000000003,375.40000000000003,375.40000000000003,9833,3244.8900000000003,4916.5,7374.75
2025,4165,54624,9833,0.0,39.6,2915.5,416.5,416.5,416.5,9833,3244.8900000000003,4916.5,7374.75
2026,4494,55309,9833,0.0,39.6,3145.7999999999997,449.40000000000003,449.40000000000003,449.40000000000003,9833,3244.8900000000003,4916.5,7374.75
2027,4795,56122,9833,0.0,39.5,3356.5,479.5,479.5,479.5,9833,3244.8900000000003,4916.5,7374.75
2028,5124,56884,9833,0.0,39.4,3586.7999999999997,512.4,512.4,512.4,9833,3244.8900000000003,4916.5,7374.75
2029,5480,57647,9833,0.0,39.3,3835.9999999999995,548.0,548.0,548.0,9833,3244.8900000000003,4916.5,7374.75
2030,5836,58205,9833,0.0,39.2,4085.2,583.6,583.6,583.6,9833,3244.8900000000003,4916.5,7374.75
2031,6369,59015,9833,0.0,39.1,4458.299999999999,636.9000000000001,636.9000000000001,636.9000000000001,9833,3244.8900000000003,4916.5,7374.75
2032,6764,59836,9833,0.0,39.0,4734.799999999999,676.4000000000001,676.4000000000001,676.4000000000001,9833,3244.8900000000003,4916.5,7374.75
2033,7159,60669,9833,0.0,39.0,5011.299999999999,715.9000000000001,715.9000000000001,715.9000000000001,9833,3244.8900000000003,4916.5,7374.75
2034,7555,61513,9833,0.0,38.9,5288.5,755.5,755.5,755.5,9833,3244.8900000000003,4916.5,7374.75
2035,7950,62368,9833,0.0,38.8,5565.0,795.0,795.0,795.0,9833,3244.8900000000003,4916.5,7374.75
2036,8345,63236,9833,0.0,38.7,5841.5,834.5,834.5,834.5,9833,3244.8900000000003,4916.5,7374.75
2037,8741,64116,9833,0.0,38.6,6118.7,874.1,874.1,874.1,9833,3244.8900000000003,4916.5,7374.75
2038,9136,65008,9833,0.0,38.6,6395.2,913.6,913.6,913.6,9833,3244.8900000000003,4916.5,7374.75
2039,9531,65912,9833,0.0,38.5,6671.7,953.1,953.1,953.1,9833,3244.8900000000003,4916.5,7374.75
2040,9927,66829,9833,0.0,38.4,6948.9,992.7,992.7,992.7,9833,3244.8900000000003,4916.5,7374.75
