Load Profile, Charger Assignment
Lake_Residential_L2,Residential L2
Lake_Residential_MUD,Residential L2
Lake_Public_L2,Public L2
Lake_Workplace_L2,Workplace L2
Lake_Public_DCFC,DCFC
