year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,38,27385,9833,0.0,0.0,26.599999999999998,3.8000000000000003,3.8000000000000003,3.8000000000000003,9833,3244.8900000000003,4916.5,7374.75
2012,108,27766,9833,0.0,0.0,75.6,10.8,10.8,10.8,9833,3244.8900000000003,4916.5,7374.75
2013,218,28152,9833,0.0,0.0,152.6,21.8,21.8,21.8,9833,3244.8900000000003,4916.5,7374.75
2014,332,28544,9833,0.0,0.0,232.39999999999998,33.2,33.2,33.2,9833,3244.8900000000003,4916.5,7374.75
2015,349,28941,9833,0.0,0.0,244.29999999999998,34.9,34.9,34.9,9833,3244.8900000000003,4916.5,7374.75
2016,410,29344,9833,15603.57,0.0,287.0,41.0,41.0,41.0,9833,3244.8900000000003,4916.5,7374.75
2017,537,29752,9833,11258.79,0.0,375.9,53.7,53.7,53.7,9833,3244.8900000000003,4916.5,7374.75
2018,870,30166,9833,6914.0,29.9,609.0,87.0,87.0,87.0,9833,3244.8900000000003,4916.5,7374.75
2019,888,30585,9833,5377.16,31.0,621.5999999999999,88.80000000000001,88.80000000000001,88.80000000000001,9833,3244.8900000000003,4916.5,7374.75
2020,1173,30989,9833,3840.32,32.1,821.0999999999999,117.30000000000001,117.30000000000001,117.30000000000001,9833,3244.8900000000003,4916.5,7374.75
2021,1458,31440,9833,2741.24,33.4,1020.5999999999999,145.8,145.8,145.8,9833,3244.8900000000003,4916.5,7374.75
2022,1743,31984,9833,1642.17,34.7,1220.1,174.3,174.3,174.3,9833,3244.8900000000003,4916.5,7374.75
2023,2045,32435,9833,821.08,36.6,1431.5,204.5,204.5,204.5,9833,3244.8900000000003,4916.5,7374.75
2024,2296,32932,9833,0.0,37.5,1607.1999999999998,229.60000000000002,229.60000000000002,229.60000000000002,9833,3244.8900000000003,4916.5,7374.75
2025,2548,33414,9833,0.0,39.6,1783.6,254.8,254.8,254.8,9833,3244.8900000000003,4916.5,7374.75
2026,2749,33833,9833,0.0,39.6,1924.3,274.90000000000003,274.90000000000003,274.90000000000003,9833,3244.8900000000003,4916.5,7374.75
2027,2933,34331,9833,0.0,39.5,2053.1,293.3,293.3,293.3,9833,3244.8900000000003,4916.5,7374.75
2028,3134,34797,9833,0.0,39.4,2193.7999999999997,313.40000000000003,313.40000000000003,313.40000000000003,9833,3244.8900000000003,4916.5,7374.75
2029,3352,35263,9833,0.0,39.3,2346.3999999999996,335.20000000000005,335.20000000000005,335.20000000000005,9833,3244.8900000000003,4916.5,7374.75
2030,3570,35605,9833,0.0,39.2,2499.0,357.0,357.0,357.0,9833,3244.8900000000003,4916.5,7374.75
2031,3896,36100,9833,0.0,39.1,2727.2,389.6,389.6,389.6,9833,3244.8900000000003,4916.5,7374.75
2032,4138,36602,9833,0.0,39.0,2896.6,413.8,413.8,413.8,9833,3244.8900000000003,4916.5,7374.75
2033,4380,37111,9833,0.0,39.0,3066.0,438.0,438.0,438.0,9833,3244.8900000000003,4916.5,7374.75
2034,4621,37628,9833,0.0,38.9,3234.7,462.1,462.1,462.1,9833,3244.8900000000003,4916.5,7374.75
2035,4863,38151,9833,0.0,38.8,3404.1,486.3,486.3,486.3,9833,3244.8900000000003,4916.5,7374.75
2036,5105,38682,9833,0.0,38.7,3573.5,510.5,510.5,510.5,9833,3244.8900000000003,4916.5,7374.75
2037,5347,39220,9833,0.0,38.6,3742.8999999999996,534.7,534.7,534.7,9833,3244.8900000000003,4916.5,7374.75
2038,5589,39766,9833,0.0,38.6,3912.2999999999997,558.9,558.9,558.9,9833,3244.8900000000003,4916.5,7374.75
2039,5830,40319,9833,0.0,38.5,4080.9999999999995,583.0,583.0,583.0,9833,3244.8900000000003,4916.5,7374.75
2040,6072,40880,9833,0.0,38.4,4250.4,607.2,607.2,607.2,9833,3244.8900000000003,4916.5,7374.75
