Load Profile, Charger Assignment
Amador_Residential_L2,Residential L2
Amador_Residential_MUD,Residential L2
Amador_Public_L2,Public L2
Amador_Workplace_L2,Workplace L2
Amador_Public_DCFC,DCFC
