Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,718914.7419786623,868075.5244767154,1017331.2183627374,1168230.647585775,1318064.1142988484,1465141.2735083527,2149190.236188837,2833110.3793639783,3521346.294099238,4213701.247451569,5409156.335803768,5315320.337468302,5168161.634593128,5021287.677052388,4882795.814224334,4743829.153135281,4571794.092295693,3898340.17571014,3227422.78865223,2566069.184855803
Utility Bills (res),611469.2470438327,738397.4126716843,865358.8490115312,991735.166741322,1118575.1873378907,1246165.0257907144,1828059.7353579719,2409884.065325665,2990328.719006855,3570140.9421331757,4657608.099433518,4585801.30656565,4459155.6464653155,4332742.9812467275,4205109.562494837,4077689.792133358,3944970.8367738854,3365426.278316293,2785784.157478543,2215121.2901381045
Utility Bills (work),54909.26169329529,66262.27729183904,77642.10417881205,91528.82233201223,103691.62469760538,111889.08514298979,164087.97355988054,216258.07923678972,274736.42660490045,338576.3895307732,410023.6285821924,392644.74172437814,381207.49179568345,369615.4425309113,368134.31081805524,365958.84036292403,337010.3632219772,283345.30942284106,231110.75659262863,178931.0375028154
Utility Bills (pub L2),20905.239776235438,25231.554614025663,29572.66956802549,34071.94180907329,38463.57387987025,42610.07701449397,62485.3034214101,82347.41937641469,102639.28289915352,123266.86966322611,133140.48081342175,130743.98541582195,126427.88819342194,122169.91307626462,117842.76414414795,113454.91902443329,109366.43817252367,90379.09433226156,72635.94536197794,55338.77165438008
Utility Bills (DCFC),31630.993465298947,38184.27989916638,44757.59560436864,50894.716703367434,57333.728383482136,64477.08556015459,94557.22384957428,124620.81542510909,153641.86558832857,181717.04612439417,208384.1269746353,206130.30376245148,201370.6081387071,196759.34019848448,191709.17676729453,186725.60161456582,180446.45412730644,159189.49363874452,137891.92921908043,116678.0855605028
Incremental upfront vehicle cost,342488.75191497436,428069.0012707107,256439.44777426388,128218.94309267164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,379903.587222792,665822.6263962976,666433.3339100413,667045.873546326,667660.2508015195,668276.4711884797,3066073.9557323335,3068915.555466197,3071765.6799992616,3074624.354905926,3196926.8730502194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),196201.1640209523,343830.64853783365,344112.57780155883,344395.3528530752,344678.9762297461,344963.4504765476,1582548.8522416449,1583860.6587983698,1585176.4007747646,1586496.089977089,1642956.274461802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),78942.89259428882,138309.35233132562,138389.4063197909,138469.70047022146,138550.23550310318,138631.012141084,635827.204957504,636199.6932390434,636573.2989854271,636948.02554905,652979.9297854499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),47365.73555657332,82985.61139879537,83033.64379187448,83081.82028213283,83130.14130186204,83178.60728465042,381496.32297450234,381719.81594342605,381943.9793912561,382168.8153294302,391787.95787126955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),57393.79505097758,100697.01412834294,100897.70599681702,101098.99994089648,101300.89776680815,101503.40128619771,466201.5755586818,467135.38748535793,468072.000847814,469011.4240503573,509202.7109316978,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),815475.1645342701,1038894.2371725643,1236528.2202753797,1424869.4345106864,1777841.540487771,1948669.9042261976,2765452.487860838,3625049.0435459213,4547389.843767852,5577623.976780395,5631088.661033351,5476355.834604112,5297656.046434826,5114333.424269559,4947514.218182745,4789004.557988582,3917102.3155643395,3053546.2288065995,2114042.234463469,1144224.9079226272
Avoided vehicle gasoline (gallons),281198.33259802416,337303.32375732606,391306.3988213227,442506.035562325,492476.88102154323,539797.7574033788,763937.1513427729,995892.5943807475,1235703.761893438,1483410.6321224456,1489705.994982368,1433601.0038230661,1379597.9287590694,1328398.292018067,1278427.446558849,1231106.5701770133,1006967.1762376194,775011.7331996446,535200.5656869542,287493.6954579465
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,22563.133862409515,63436.90289178323,106098.19720165999,150605.8850001717,197020.55953437233,245404.58649973778,457159.71979671303,678113.3031388894,908567.5788437398,1148833.6358408846,1607756.6860077286,1592933.877730087,1576680.7116522014,1558941.4262700677,1539658.49886668,1518772.5950072294,1295662.4516831515,1062000.3761168306,817430.068598977,561584.6593682973
Federal EV Tax Credit,668867.6046168829,1145980.1276422972,1121311.2794934416,1097173.4633008235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,89.18234728225104,156.15889206005704,156.15889206005704,156.15889206005704,156.15889206005704,156.15889206005727,715.8000000000002,715.8000000000002,715.8000000000002,715.8000000000002,804.9823472822503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,13697.16194398186,19112.296772006724,21460.598561988234,23915.990563541556,26482.29187014427,47560.09136098687,120556.71361973384,184740.68868382502,225807.82597623044,268818.2168545296,357652.2825784056,322465.2994196539,321476.9872078669,320241.6253939341,318747.5677750982,316982.7420537397,314934.63578840776,276210.6417816974,235373.26015226007,192341.46783261705
