Load Profile, Charger Assignment
BaseCase_San Mateo_Residential L1_uncontrolled_load,Residential L1
BaseCase_San Mateo_Residential L2_uncontrolled_load,Residential L2
BaseCase_San Mateo_Residential MUD_uncontrolled_load,Residential L2
BaseCase_San Mateo_Public L2_uncontrolled_load,Public L2
BaseCase_San Mateo_Work_uncontrolled_load,Workplace L2
BaseCase_San Mateo_Fast_uncontrolled_load,DCFC
