Load Profile, Charger Assignment
Colusa_Residential_L2,Residential L2
Colusa_Residential_MUD,Residential L2
Colusa_Public_L2,Public L2
Colusa_Workplace_L2,Workplace L2
Colusa_Public_DCFC,DCFC
