year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,21,15038,9833,0.0,0.0,14.7,2.1,2.1,2.1,9833,3244.8900000000003,4916.5,7374.75
2012,59,15248,9833,0.0,0.0,41.3,5.9,5.9,5.9,9833,3244.8900000000003,4916.5,7374.75
2013,120,15460,9833,0.0,0.0,84.0,12.0,12.0,12.0,9833,3244.8900000000003,4916.5,7374.75
2014,182,15675,9833,0.0,0.0,127.39999999999999,18.2,18.2,18.2,9833,3244.8900000000003,4916.5,7374.75
2015,192,15893,9833,0.0,0.0,134.39999999999998,19.200000000000003,19.200000000000003,19.200000000000003,9833,3244.8900000000003,4916.5,7374.75
2016,225,16114,9833,15603.57,0.0,157.5,22.5,22.5,22.5,9833,3244.8900000000003,4916.5,7374.75
2017,295,16338,9833,11258.79,0.0,206.5,29.5,29.5,29.5,9833,3244.8900000000003,4916.5,7374.75
2018,477,16565,9833,6914.0,29.9,333.9,47.7,47.7,47.7,9833,3244.8900000000003,4916.5,7374.75
2019,488,16796,9833,5377.16,31.0,341.59999999999997,48.800000000000004,48.800000000000004,48.800000000000004,9833,3244.8900000000003,4916.5,7374.75
2020,644,17018,9833,3840.32,32.1,450.79999999999995,64.4,64.4,64.4,9833,3244.8900000000003,4916.5,7374.75
2021,801,17265,9833,2741.24,33.4,560.6999999999999,80.10000000000001,80.10000000000001,80.10000000000001,9833,3244.8900000000003,4916.5,7374.75
2022,957,17564,9833,1642.17,34.7,669.9,95.7,95.7,95.7,9833,3244.8900000000003,4916.5,7374.75
2023,1123,17811,9833,821.08,36.6,786.0999999999999,112.30000000000001,112.30000000000001,112.30000000000001,9833,3244.8900000000003,4916.5,7374.75
2024,1261,18084,9833,0.0,37.5,882.6999999999999,126.10000000000001,126.10000000000001,126.10000000000001,9833,3244.8900000000003,4916.5,7374.75
2025,1399,18349,9833,0.0,39.6,979.3,139.9,139.9,139.9,9833,3244.8900000000003,4916.5,7374.75
2026,1509,18579,9833,0.0,39.6,1056.3,150.9,150.9,150.9,9833,3244.8900000000003,4916.5,7374.75
2027,1611,18852,9833,0.0,39.5,1127.6999999999998,161.10000000000002,161.10000000000002,161.10000000000002,9833,3244.8900000000003,4916.5,7374.75
2028,1721,19108,9833,0.0,39.4,1204.6999999999998,172.10000000000002,172.10000000000002,172.10000000000002,9833,3244.8900000000003,4916.5,7374.75
2029,1841,19365,9833,0.0,39.3,1288.6999999999998,184.10000000000002,184.10000000000002,184.10000000000002,9833,3244.8900000000003,4916.5,7374.75
2030,1960,19552,9833,0.0,39.2,1372.0,196.0,196.0,196.0,9833,3244.8900000000003,4916.5,7374.75
2031,2139,19824,9833,0.0,39.1,1497.3,213.9,213.9,213.9,9833,3244.8900000000003,4916.5,7374.75
2032,2272,20100,9833,0.0,39.0,1590.3999999999999,227.20000000000002,227.20000000000002,227.20000000000002,9833,3244.8900000000003,4916.5,7374.75
2033,2405,20380,9833,0.0,39.0,1683.5,240.5,240.5,240.5,9833,3244.8900000000003,4916.5,7374.75
2034,2538,20663,9833,0.0,38.9,1776.6,253.8,253.8,253.8,9833,3244.8900000000003,4916.5,7374.75
2035,2671,20951,9833,0.0,38.8,1869.6999999999998,267.1,267.1,267.1,9833,3244.8900000000003,4916.5,7374.75
2036,2803,21242,9833,0.0,38.7,1962.1,280.3,280.3,280.3,9833,3244.8900000000003,4916.5,7374.75
2037,2936,21538,9833,0.0,38.6,2055.2,293.6,293.6,293.6,9833,3244.8900000000003,4916.5,7374.75
2038,3069,21837,9833,0.0,38.6,2148.2999999999997,306.90000000000003,306.90000000000003,306.90000000000003,9833,3244.8900000000003,4916.5,7374.75
2039,3202,22141,9833,0.0,38.5,2241.3999999999996,320.20000000000005,320.20000000000005,320.20000000000005,9833,3244.8900000000003,4916.5,7374.75
2040,3334,22449,9833,0.0,38.4,2333.7999999999997,333.40000000000003,333.40000000000003,333.40000000000003,9833,3244.8900000000003,4916.5,7374.75
