Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,7978434.6110128295,9633644.717142733,11289999.193052372,12967259.313662924,14630312.582819367,16260338.984291872,17885241.129209436,19509848.913087536,21164494.63673458,22835695.06444506,27185688.39649705,26181111.99373562,24525843.393267676,22871713.14168919,21255627.573756963,19634471.410847347,17918331.290179294,16289240.742364619,14665505.700064115,13042898.981820434
Utility Bills (res),6793358.363492765,8203358.402782488,9613804.574220082,11021347.58329163,12431003.143664423,13845108.629769323,15229263.018106956,16613264.005200095,17994106.49703636,19373028.552910957,23281039.334324744,22468697.76318597,21057420.639026027,19647157.363896422,18233516.253615867,16821311.177780386,15415667.129316514,14030908.54197437,12645530.26840734,11260596.06690915
Utility Bills (work),718627.0991106713,867323.9178458629,1016297.2755002567,1190084.0337722444,1346849.2987718398,1464380.8574723988,1610465.389436791,1756485.6388952113,1936329.3743253083,2135614.2693906524,2392245.496897797,2255647.567028032,2106313.5652266224,1956181.5660162119,1847862.4439197674,1733047.656266894,1515028.8236642634,1363076.3474566354,1216407.882332383,1069869.671025247
Utility Bills (pub L2),191712.9943965507,231393.62149009443,271217.6677391638,311236.69538564334,351134.7578052863,390776.7109305048,429708.3131451123,468613.35738182213,508008.99140141084,547531.7963542128,659277.778491859,634826.6714097866,594750.0990026987,554925.2778201146,516883.40999496245,478703.5277742678,436034.63736364583,396595.16450690693,358109.366574856,319869.3122877719
Utility Bills (DCFC),274736.1540128415,331568.77502428775,388679.6755928699,444591.0012134062,501325.38257781696,560072.7861196453,615804.408520575,671485.9116104076,726049.7739714995,779520.4457892358,853125.7867826489,821939.9921118284,767359.0900123261,713448.9339564422,657365.4662263644,601409.0490258002,551600.6998348708,498660.6884267066,445458.1827495363,392563.9315982656
Incremental upfront vehicle cost,3854729.892720787,4817940.344373678,2886240.2034554156,1443111.3138427646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,4275835.938644523,7493870.577848485,7500744.124777468,7507638.292347237,7514553.1424197145,7521488.737042398,7390617.495418513,7397467.029060323,7404337.1113030575,7411227.803792525,8762389.723148467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),2208254.9797896347,3869833.0136149935,3873006.1431103065,3876188.791994105,3879380.988824555,3882582.7622454893,3814654.637688929,3817816.681601996,3820988.211646802,3824169.256281742,4447924.6162944585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),888506.6332823609,1556679.4293050845,1557580.4413840007,1558484.156499152,1559390.5827596516,1560299.7282989286,1532629.5884795724,1533527.4528005668,1534428.010714524,1535331.2703022228,1712446.9898120053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),533103.9799694172,934007.6575830502,934548.2648304006,935090.4938994915,935634.3496557905,936179.8369793568,919577.7530877432,920116.4716803412,920656.8064287141,921198.7621813348,1027468.1938872023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),645970.3456031093,1133350.477345357,1135609.27545276,1137874.8499544878,1140147.2211797172,1142426.4095186237,1123755.5161622677,1126006.4229774189,1128264.0825130178,1130528.5150272253,1574549.9231548007,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),9178218.192351138,11692812.24277588,13917193.680777173,16036984.489920022,20009705.113878675,21932387.819646973,23948944.2555334,26116444.60645215,28530672.777338028,31395944.346399527,23283966.927843772,21118162.62843819,18894747.72500557,16725372.00825136,14635673.714897662,12639499.82130378,10537823.19504115,8470349.963569386,6208539.785811946,3879295.0031757616
Avoided vehicle gasoline (gallons),3164902.8249486685,3796367.6112908702,4404175.215435814,4980429.965813671,5542854.602182459,6075453.689652901,6615730.457329669,7174847.4193549855,7752900.2112331595,8349985.198510513,6159779.610540681,5528314.824198479,4920507.220053534,4344252.469675678,3781827.8333068895,3249228.745836447,2708951.9781596786,2149835.0161343617,1571782.2242561888,974697.2369788346
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,253949.322675808,713985.8594225885,1194141.0923140524,1695077.58629678,2217477.321726068,2762042.2279624753,3320218.505640091,3901617.7110971874,4506991.495837666,5137113.344134556,8139739.982505091,7753884.13886467,7347111.00395254,6918686.971181066,6467856.279241734,5993840.392363023,5507368.716604502,4996591.268362704,4460674.045939429,3898758.1155556426
Federal EV Tax Credit,7528141.976555574,12898069.87758657,12620420.623861615,12348748.164248154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,1003.7522635407431,1757.5769886524631,1757.5769886524631,1757.5769886524631,1757.5769886524631,1757.5769886524595,1725.4000000000015,1725.4000000000015,1725.4000000000015,1725.4000000000015,2729.1522635407373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,151698.44912874125,212062.77197138453,237882.99260285497,264880.84175620927,293098.32172755786,425415.92121046904,577540.5435460331,752973.1694796049,826860.0412027817,903984.835244697,1115592.5489674043,974875.2090363656,934559.0347584006,891659.8340894585,846074.6045374724,797696.8288962467,746416.3661880434,693450.5959324639,637416.2283146627,578193.9813416357
Distribution Cost,104286.78780209106,153468.6326973494,167608.99606036008,182412.45454556248,197903.32549314026,316943.8671737816,455429.2133815045,616643.64000577,675713.7641664193,737403.0353598731,915334.1190861431,777180.5496299184,745229.850839371,711195.8795164082,674994.4412497763,636538.4330873454,595737.7532302571,553563.4591898102,508908.11444493494,461674.02521214145
Transmission Cost,47411.661326650195,58594.139274035115,70273.9965424949,82468.38721064682,95194.9962344176,108472.0540366874,122111.33016452852,136329.5294738349,151146.2770363625,166581.79988482394,200258.4298812611,197694.65940644726,189329.18391902963,180463.9545730502,171080.16328769608,161158.39580890126,150678.6129577863,139887.13674265362,128508.11386972778,116519.95612949424
Cumulative personal light-duty EV population,8466.115056737688,10223.692045390151,11981.269034042614,13738.846022695077,15496.42301134754,17254.0,18979.4,20704.800000000003,22430.200000000004,24155.600000000006,25881.0,24123.423011347535,22365.84602269507,20608.269034042605,18850.69204539014,17093.115056737683,15367.715056737681,13642.31505673768,11916.915056737678,10191.515056737677
Cumulative personal light-duty LDV population,705637.0,715896.0,728287.0,738550.0,749872.0,760841.0,770394.0,781717.0,792332.0,802952.0,810732.0,800473.0,788082.0,777819.0,766497.0,755528.0,745975.0,734652.0,724037.0,713417.0
EV sales as % of total personal light-duty vehicles,0.0014224768025780155,0.0024550730673903237,0.0024133027071092344,0.0023797670958668514,0.002343835999547207,0.0023100450536346745,0.002239633226634685,0.0022071926285343693,0.0021776225117753688,0.002148820851059592
Peak Demand 5-9 PM,4.312730947243466,5.208702695052011,6.104901298411638,7.054556644689229,8.009370453397139,8.790460031603764,9.669506034764137,10.548552037924498,11.443019238479904,12.907472462082605,14.93036902017386,14.365112690971776,13.469040071730383,12.574760799192612,11.705024008272682,10.902681805323128,9.884063292186596,9.008870017121714,8.136595833028737,7.285978472022633
Energy Supply Cost,2056064.165394618,2570234.3875739286,2949644.113635795,3381241.130140728,3942849.3740367373,4833377.457267541,5724189.9939248795,6695089.660196144,7697313.915899951,8658384.3025137,10914850.731612707,10789170.54286712,10447368.519372085,10064759.657461954,9646650.671817457,9186800.15863251,8689876.737400468,8157012.08956171,7587936.528960501,6974812.608157277
Energy Cost,1243597.351275416,1656169.5388692066,1975505.4109063135,2408880.1000787965,2939933.411207634,3736156.219894064,4519308.569260931,5499572.116491622,6507417.4745108,7418908.194629268,9533658.73461284,9529240.544279572,9240648.210876768,8914041.997661082,8549108.43301437,8144646.045220186,7696230.19683343,7218792.487068998,6699372.407030174,6138348.751570409
GHG Cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capacity Cost,812466.8141192064,914064.8487047093,974138.7027294938,972361.0300619338,1002915.9628291061,1097221.237373471,1204881.424663928,1195517.543704522,1189896.4413891477,1239476.1078844331,1381191.9969998624,1259929.9985875871,1206720.3084953593,1150717.6598009116,1097542.2388031203,1042154.1134123503,993646.5405670468,938219.6024927141,888564.1219303232,836463.8565868692
