Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,7876612.7674624035,9510653.36465272,11145884.302516155,12803995.516710304,14446502.5810614,16052854.58134367,17656963.303611487,19260769.486229856,20897452.1215092,22552077.074168045,26864806.44689382,25869501.011487454,24235259.226675093,22602312.981926437,21009335.36659292,19410719.16816701,17712613.973108854,16104018.005534116,14501002.49722821,12899182.214868646
Utility Bills (res),6793358.363492765,8203358.402782488,9613804.574220082,11021347.58329163,12431003.143664423,13845108.629769323,15229263.018106956,16613264.005200095,17994106.49703636,19373028.552910957,23281039.334324744,22468697.76318597,21057420.639026027,19647157.363896422,18233516.253615867,16821311.177780386,15415667.129316514,14030908.54197437,12645530.26840734,11260596.06690915
Utility Bills (work),616805.255560246,744332.5653558497,872182.3849640387,1026820.2368196258,1163039.2970138728,1256896.4545241958,1382187.5638388416,1507406.2120375303,1669286.8590999302,1851996.27911364,2071363.547294567,1944036.5847798667,1815729.3986340407,1686781.4062534596,1601570.2367557257,1509295.4135865571,1309311.5065938241,1177853.610626134,1051904.679496479,926152.9040734597
Utility Bills (pub L2),191712.9943965507,231393.62149009443,271217.6677391638,311236.69538564334,351134.7578052863,390776.7109305048,429708.3131451123,468613.35738182213,508008.99140141084,547531.7963542128,659277.778491859,634826.6714097866,594750.0990026987,554925.2778201146,516883.40999496245,478703.5277742678,436034.63736364583,396595.16450690693,358109.366574856,319869.3122877719
Utility Bills (DCFC),274736.1540128415,331568.77502428775,388679.6755928699,444591.0012134062,501325.38257781696,560072.7861196453,615804.408520575,671485.9116104076,726049.7739714995,779520.4457892358,853125.7867826489,821939.9921118284,767359.0900123261,713448.9339564422,657365.4662263644,601409.0490258002,551600.6998348708,498660.6884267066,445458.1827495363,392563.9315982656
Incremental upfront vehicle cost,3854729.892720787,4817940.344373678,2886240.2034554156,1443111.3138427646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,4275835.938644523,7493870.577848485,7500744.124777468,7507638.292347237,7514553.1424197145,7521488.737042398,7390617.495418513,7397467.029060323,7404337.1113030575,7411227.803792525,8762389.723148467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),2208254.9797896347,3869833.0136149935,3873006.1431103065,3876188.791994105,3879380.988824555,3882582.7622454893,3814654.637688929,3817816.681601996,3820988.211646802,3824169.256281742,4447924.6162944585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),888506.6332823609,1556679.4293050845,1557580.4413840007,1558484.156499152,1559390.5827596516,1560299.7282989286,1532629.5884795724,1533527.4528005668,1534428.010714524,1535331.2703022228,1712446.9898120053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),533103.9799694172,934007.6575830502,934548.2648304006,935090.4938994915,935634.3496557905,936179.8369793568,919577.7530877432,920116.4716803412,920656.8064287141,921198.7621813348,1027468.1938872023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),645970.3456031093,1133350.477345357,1135609.27545276,1137874.8499544878,1140147.2211797172,1142426.4095186237,1123755.5161622677,1126006.4229774189,1128264.0825130178,1130528.5150272253,1574549.9231548007,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),9178218.192351138,11692812.24277588,13917193.680777173,16036984.489920022,20009705.113878675,21932387.819646973,23948944.2555334,26116444.60645215,28530672.777338028,31395944.346399527,23283966.927843772,21118162.62843819,18894747.72500557,16725372.00825136,14635673.714897662,12639499.82130378,10537823.19504115,8470349.963569386,6208539.785811946,3879295.0031757616
Avoided vehicle gasoline (gallons),3164902.8249486685,3796367.6112908702,4404175.215435814,4980429.965813671,5542854.602182459,6075453.689652901,6615730.457329669,7174847.4193549855,7752900.2112331595,8349985.198510513,6159779.610540681,5528314.824198479,4920507.220053534,4344252.469675678,3781827.8333068895,3249228.745836447,2708951.9781596786,2149835.0161343617,1571782.2242561888,974697.2369788346
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,253949.322675808,713985.8594225885,1194141.0923140524,1695077.58629678,2217477.321726068,2762042.2279624753,3320218.505640091,3901617.7110971874,4506991.495837666,5137113.344134556,8139739.982505091,7753884.13886467,7347111.00395254,6918686.971181066,6467856.279241734,5993840.392363023,5507368.716604502,4996591.268362704,4460674.045939429,3898758.1155556426
Federal EV Tax Credit,7528141.976555574,12898069.87758657,12620420.623861615,12348748.164248154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,1003.7522635407431,1757.5769886524631,1757.5769886524631,1757.5769886524631,1757.5769886524631,1757.5769886524595,1725.4000000000015,1725.4000000000015,1725.4000000000015,1725.4000000000015,2729.1522635407373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,157094.81170810733,218737.13087588106,245894.0477974473,274289.38816685654,303967.3163855559,442698.7336866839,602254.452826749,786159.1064371397,863696.8134920998,944632.1463568839,1164913.8508494252,1023637.9285875086,981341.2391435424,936334.4152891289,888509.3910599946,837754.4132940756,783953.9271321455,728385.4941969943,669597.4987719383,607464.796710949
Distribution Cost,106985.52715118995,156809.10903136223,171621.60951559112,187128.72418457066,203355.92625013003,328054.84924566076,473195.2463042159,642072.7151437111,703950.6330374709,768572.1944611758,953183.1602716831,814615.0568749588,781157.9533565046,745518.8605235255,707609.5896055715,667338.9052960394,624612.4310140511,580447.3900825474,533683.7144225701,484219.0752819035
Transmission Cost,50109.28455691739,61928.02184451885,74272.43828185619,87160.66398228587,100611.39013542586,114643.8844410231,129059.20652253303,144086.39129342866,159746.18045462883,176059.95189570804,211730.69057774206,209022.87171254988,200183.28578703784,190815.55476560336,180899.80145442314,170415.5079980362,159341.4961180944,147938.1041144469,135913.78434936813,123245.72142904554
Cumulative personal light-duty EV population,8466.115056737688,10223.692045390151,11981.269034042614,13738.846022695077,15496.42301134754,17254.0,18979.4,20704.800000000003,22430.200000000004,24155.600000000006,25881.0,24123.423011347535,22365.84602269507,20608.269034042605,18850.69204539014,17093.115056737683,15367.715056737681,13642.31505673768,11916.915056737678,10191.515056737677
Cumulative personal light-duty LDV population,705637.0,715896.0,728287.0,738550.0,749872.0,760841.0,770394.0,781717.0,792332.0,802952.0,810732.0,800473.0,788082.0,777819.0,766497.0,755528.0,745975.0,734652.0,724037.0,713417.0
EV sales as % of total personal light-duty vehicles,0.0014224768025780155,0.0024550730673903237,0.0024133027071092344,0.0023797670958668514,0.002343835999547207,0.0023100450536346745,0.002239633226634685,0.0022071926285343693,0.0021776225117753688,0.002148820851059592
Peak Demand 5-9 PM,4.312730947243466,5.208702695052011,6.104901298411638,7.054556644689229,8.009370453397139,8.790460031603764,9.669506034764137,10.548552037924498,11.443019238479904,12.907472462082605,14.93036902017386,14.365112690971776,13.469040071730383,12.574760799192612,11.705024008272682,10.902681805323128,9.884063292186596,9.008870017121714,8.136595833028737,7.285978472022633
Energy Supply Cost,2109921.267034885,2624850.6130281407,3004339.525572394,3433098.0268665575,3993534.1047882778,4884377.373870775,5773941.294794319,6746732.043168667,7750399.568341825,8712368.920033423,10975645.084245838,10848980.686849006,10504835.46097545,10119704.392947882,9698889.359045802,9236124.544248154,8736093.087724306,8199963.5103704445,7627447.5066788,7010649.732729779
Energy Cost,1251226.8099607334,1664529.7170853117,1986760.7063411912,2422965.504361868,2957177.73252876,3756354.9270582986,4541326.62687114,5529496.395229996,6544431.684440981,7461703.782030727,9588399.147365145,9583543.225160766,9292868.001166455,8964013.280953558,8596636.681974994,8189534.4324121745,7738258.353499457,7257835.155437862,6735234.230190067,6170812.283553579
GHG Cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capacity Cost,858694.4570741479,960320.8959428193,1017578.8192311934,1010132.5225046886,1036356.3722595174,1128022.446812492,1232614.6679232009,1217235.6479386827,1205967.883900846,1250665.1380026909,1387245.936880684,1265437.4616882552,1211967.459809001,1155691.111994275,1102252.677070826,1046590.111835986,997834.7342248552,942128.3549325912,892213.27648873,839837.4491762074
