Type,Hour,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
avg_weekday,0,0.0019529633976159708,0.0023524534923620977,0.0027498449852097376,0.004204306653519763,0.004928387317561763,0.003970114942528748,0.005823051133487107,0.007675987324445428,0.012171329180497167,0.01892143556280594,0.047472936639875105,0.042956842454781714,0.04258353159016386,0.042117698324017724,0.045535751092116945,0.04868488052359563,0.04147921229899442,0.03908182945111512,0.037228893260156756,0.03536289730596471
avg_weekday,1,0.0027885350791276037,0.0033653570342963577,0.003941444478800632,0.00488750648471673,0.005577935139139025,0.005679540229885046,0.008330301175676446,0.010981062121467808,0.014556665050041828,0.01892143556280594,0.03654307068035262,0.03626574249574083,0.035686229257892124,0.03510998640390006,0.03431045611930822,0.03341680266689925,0.03332466587233928,0.030722252555463604,0.02807149160967208,0.025428104944690912
avg_weekday,2,0.003238458292249251,0.003910766633799411,0.00458307497534956,0.005255383316899721,0.005927691658449862,0.006599999999999989,0.009680358890701502,0.012760717781402892,0.015841076672104323,0.01892143556280594,0.02280982470125326,0.02043287634594833,0.019775781691757872,0.019072928947124212,0.02040127900754527,0.021729629067966293,0.017377948952675977,0.013990975747496135,0.010910616856794647,0.007814927250369237
avg_weekday,3,0.0018318110509911508,0.002215851218805925,0.002601215840165798,0.002319450434468463,0.0024986374900646895,0.0037395783010224937,0.005484918189966279,0.00723025807891006,0.00730794315763386,0.0059626185305436995,0.008817786467510347,0.00804844256127272,0.007672736799464159,0.007280662539953066,0.0077560415830796505,0.008401141461208668,0.006301129596637093,0.004398443819558201,0.002653103930614424,0.0008909585748813469
avg_weekday,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001314942528735632,0.0026298850574712693,0.0026198473282442796,0.0026400000000000048,0.0013199999999999998,0.0,0.002427586206896555,0.0026298850574712693,0.0026298850574712693,0.0026400000000000048
avg_weekday,5,0.0018553152277351703,0.0022348308177439994,0.002612352735949243,0.003994091320843763,0.004681967951683679,0.003771609195402298,0.005531898576812735,0.007292187958223172,0.011562762721472402,0.01797536378466564,0.02934597701149413,0.023932540480211414,0.02358646880046896,0.023126713963251288,0.027501330944756913,0.0316204707564738,0.02270158368689724,0.02025127812672808,0.018490988745317703,0.01670965299610111
avg_weekday,6,0.020944083271293882,0.02523324947232144,0.02950164970527995,0.04422991158532052,0.05173094822370797,0.042584859213530835,0.062460109166208096,0.0823353591188855,0.12835759374100758,0.1966910481277752,0.14370724553101086,0.1106101539167947,0.10649009383514194,0.10172502651910796,0.12338339182915445,0.14238072198750246,0.09249536006314467,0.06904539178760602,0.049170141834928544,0.029256296632406288
avg_weekday,7,0.06876947764423565,0.08284653958316139,0.09685318365261211,0.1463294561898541,0.17129804374772722,0.13981585004923822,0.20507084955835259,0.2703258490674677,0.4242458675863666,0.6538237391836608,0.4657946160230319,0.34994050138797184,0.33646656283134113,0.32071611970748215,0.39853085145491235,0.46732195255070486,0.2914489944034261,0.2134738637962594,0.14821886428714448,0.08280307840619827
avg_weekday,8,0.1241795857190931,0.14958995633058222,0.17486995993981014,0.26581609586917937,0.3113903191444033,0.25245528670747,0.3702814816944338,0.48810767668139154,0.770082443896893,1.1921251736458829,1.252229588406846,0.9400138158986762,0.9164689050502539,0.8864570324445069,1.129649262734331,1.3561357379887953,0.8500741147857073,0.6936059579406025,0.5757797629536384,0.4569012611986504
avg_weekday,9,0.1813512316520228,0.21847185135090497,0.2554061218000161,0.38620489999270524,0.45214814160676553,0.36870372331961787,0.5407855100108775,0.7128672967021396,1.1195863977082585,1.7265214987942241,1.8993873189446575,1.4251685141193016,1.390924154845225,1.346804972635085,1.7212112415453102,2.0717379637626463,1.2968412331918946,1.065296887467154,0.8932151007758948,0.7194177777819476
avg_weekday,10,0.20461910573667386,0.24653102724090592,0.28824278921039265,0.43077532841393434,0.5036459073837752,0.4160577534152678,0.6102406624725394,0.8044235715298141,1.2506326933272616,1.9118957607320115,1.887151194527146,1.4159988122352543,1.376875730925332,1.3280500557567412,1.6886358585423764,2.023572408852832,1.2619018924645808,1.009907495460023,0.8157245864027494,0.6200018943232745
avg_weekday,11,0.18271154705164652,0.22016361367942455,0.2574466355549866,0.3798778534814039,0.44347605692415215,0.37155882371648813,0.5449731458458319,0.7183874679751743,1.1046505496666232,1.6725374595454852,1.5608523999146002,1.1771008729332557,1.1418870675753128,1.0988309980234283,1.3859153736101228,1.651337670821406,1.0343224700806792,0.8144425382575888,0.6410282161282428,0.4664314244858353
avg_weekday,12,0.14176043243557965,0.170836100575725,0.19978686714195212,0.29165081831588163,0.3400450018035069,0.28831131319752984,0.42287227030326013,0.557433227408992,0.8492610900385155,1.27528478959556,1.2876883825629313,0.9827144830338743,0.9554500807273819,0.9219176115197637,1.1533415442584873,1.3687600840584655,0.8733763706452505,0.7013095101508875,0.5667485530451544,0.4311552082488202
avg_weekday,13,0.12149146248208974,0.14641111369976373,0.17122415761649507,0.24973552249343428,0.2911441154817735,0.24709051725738937,0.3624128614455455,0.4777352056337023,0.7272896479407881,1.0913843280023539,1.1843512553202473,0.919614689526446,0.8962743936751701,0.8674837005532499,1.0692986244775442,1.2574524576069903,0.8264506983245888,0.6784430908912562,0.5631207467031004,0.44688358658175437
avg_weekday,14,0.09601679522094934,0.11571727103686139,0.1353356266277891,0.19631811168770383,0.22872011541011847,0.19529009535946126,0.28643609255740793,0.37758208975535573,0.5721278541378235,0.8549046309460964,1.0194361929409728,0.8013612031583005,0.7829831050001299,0.7600883472404268,0.9289547613216018,1.0872979575773098,0.729204917351847,0.6107491755571007,0.5196031783591522,0.4276458883232428
avg_weekday,15,0.08012238061022195,0.09658297714437127,0.11298256126771422,0.16011422461198105,0.18601160530816785,0.1629981302498626,0.2390727877775727,0.3151474453052822,0.46804445778965376,0.6864939791366858,0.7765831499052883,0.6177954234794903,0.6022846665601822,0.583516363104099,0.7028619805856864,0.8143892209365919,0.5544088304745366,0.45870182456991965,0.382627167042209,0.3059826388475759
avg_weekday,16,0.058643105594289355,0.0707163242268399,0.08275384621694196,0.11277184183701291,0.13036625698729437,0.11934430857197469,0.17504480886959695,0.23074530916721797,0.3313924047654858,0.47039242625953553,0.5321981625602344,0.43292961989498185,0.4214500749425536,0.4079504915262353,0.4803241390588943,0.5481234744268298,0.3843957973722168,0.31644413916593983,0.2607436388683195,0.2046714820982359
avg_weekday,17,0.0378021355396035,0.0456068420916093,0.053396352520183064,0.06884018217620344,0.07899527179007357,0.0769683251368511,0.11289106220316926,0.14881379926948768,0.20387038095514887,0.27525387060521694,0.3020991337802591,0.2535159062115593,0.2460005870281127,0.23751507360599933,0.2704804036954835,0.30149844105645807,0.22026822056295411,0.17839131533868882,0.1424685782723706,0.1063506849573312
avg_weekday,18,0.01989045065756464,0.023972658926716402,0.02803825683545061,0.04047052810581962,0.04712185934580694,0.04045742529070673,0.05933975706178528,0.07822208883286348,0.11801896875974373,0.17566223082519689,0.16431363035138008,0.1432045544125171,0.13921381939949518,0.13483886638476347,0.14575285302118163,0.1545383208808411,0.1245753787113693,0.10371626468645061,0.08483393291537213,0.06596485827332665
avg_weekday,19,0.010884799984129378,0.01312121227697696,0.015349408016861776,0.02171629870809465,0.025223564518129363,0.022143996084960496,0.03247906505707655,0.04281413402919287,0.06349488414849719,0.09300360309893098,0.06627700934265801,0.06666440577985279,0.06438962919501737,0.062176275391361564,0.05636253460784387,0.049495891489736196,0.054678649196168695,0.045050857047757485,0.03471578807564131,0.024471532958071533
avg_weekday,20,0.00474553054764761,0.005722121434474861,0.006695682244647399,0.009195499017599732,0.010640751591559786,0.00965693047013742,0.014164023141436425,0.01867111581273545,0.02699345887710107,0.03857135477300774,0.06404006303447608,0.058152111981210536,0.05720674795915069,0.056147562003905555,0.05981868675324336,0.0631015252226593,0.05388724866233121,0.04872650801533361,0.04421941534403422,0.03970008896961997
avg_weekday,21,0.0015409335544160515,0.0018648526211374273,0.002190189806903033,0.0018012174573572076,0.0019057961774277222,0.0031472159942076234,0.004616087928861444,0.006084959863515267,0.0057682402579371924,0.003927875544991653,0.055418394705666806,0.05229512785481675,0.05199806665561262,0.05162953926829291,0.05458421437035442,0.0577206129833745,0.05122208715801138,0.04922330170382515,0.04775442976917092,0.04624949187763283
avg_weekday,22,0.0012854948946332955,0.0015583131414373132,0.001833229990139819,0.0010510766633799412,0.0009993043408880987,0.0026298850574712693,0.0038573077572143857,0.00508473045695749,0.003669747491607204,0.0,0.0504848884396083,0.048605427950040615,0.04835232054458538,0.04805371232567767,0.04999807211550689,0.0522113552419561,0.04764637783861035,0.04603854035525514,0.044811117655512024,0.043550511646975806
avg_weekday,23,0.001539408455199138,0.0018621186410888958,0.0021859321189899973,0.001954015097996142,0.0021060792064554125,0.0031426019964905356,0.004609320481312636,0.006076038966134715,0.0061535730310076815,0.0050457161500815795,0.04706331514423772,0.04466380926915326,0.04436145423664758,0.044005123438080225,0.04616211307801276,0.048460483019361254,0.043464589361058695,0.041596486590079175,0.040129768105257195,0.03863553475865813
avg_weekend,0,0.003238458292249263,0.003910766633799411,0.004583074975349547,0.002652717293292233,0.002507869547805709,0.006600000000000012,0.009680358890701487,0.012760717781402931,0.00926553541198561,0.0,0.041004034600496016,0.05137411388979636,0.05070180554824627,0.05002949720669625,0.039894581046216536,0.030250000000000003,0.04664622047573449,0.04493221329134425,0.04185185440064288,0.03877149550994127
avg_weekend,1,0.003238458292249263,0.003910766633799411,0.004583074975349547,0.00434445020863709,0.004730753919724403,0.006600000000000012,0.009680358890701487,0.012760717781402931,0.013539637231062841,0.012298933115823842,0.03662320006266923,0.03610603603309992,0.035433727691549864,0.03476141934999966,0.03463720366390914,0.03475883614073541,0.03286582827868603,0.029664135434647822,0.026583776543946343,0.023503417653244846
avg_weekend,2,0.003238458292249263,0.003910766633799411,0.004583074975349547,0.005255383316899714,0.005927691658449861,0.006600000000000012,0.009680358890701487,0.012760717781402931,0.015841076672104434,0.01892143556280584,0.01980117174043439,0.024418862434166987,0.023746554092616765,0.023074245751066688,0.017447926128444837,0.01172633705811006,0.020287836725658034,0.017976961835714785,0.01489660294501327,0.011816244054311786
avg_weekend,3,0.0010205193659679657,0.0012323805729181452,0.0014442417798683207,0.003298677619094596,0.004026256112474016,0.002079825400718848,0.0030505236831750615,0.0040212219656312765,0.009141825448903587,0.01790416991662319,0.007984790114880886,0.009248586289009382,0.009036725082059218,0.008824863875109055,0.006491003790819916,0.003692033948306584,0.00779440259268864,0.007218581971802288,0.006247883689346076,0.005277185406889866
avg_weekend,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032999999999999995,0.0,0.0,0.0,0.003268571428571428,0.006600000000000012,0.0005076923076923078,0.0,0.0,0.0
avg_weekend,5,0.003076535377636801,0.0037152283021094456,0.004353921226582073,0.002520081428627623,0.0023824760704154223,0.006269999999999999,0.009196340946166394,0.012122681892332789,0.008802258641386316,0.0,0.021504999999999982,0.0341752424543641,0.033536549529891574,0.03289785660541887,0.020477863572287133,0.008469999999999984,0.029250102614154803,0.028055436885834634,0.025129095939668222,0.022202754993501803
avg_weekend,6,0.033664240416974786,0.04065298246699586,0.047641724517016926,0.028876711374213392,0.027779576239462415,0.0686079506670802,0.10062872503225395,0.1326494993974277,0.09960434584969442,0.009460717781402917,0.09748325205808447,0.17033569018758649,0.16334694813756545,0.15635820608754428,0.0850229995215625,0.01910294882490421,0.1264208118387615,0.10337120557230689,0.07135043120713297,0.039329656841959104
avg_weekend,7,0.1119038194961758,0.13513520446681507,0.15836658943745427,0.09426640548674034,0.09007839723241545,0.22806074434937104,0.33450149305794497,0.44094224176651653,0.32674295078328447,0.01892143556280584,0.3031783622570346,0.560247492433261,0.5370161074626201,0.5137847224919833,0.2626881339282726,0.02976859884763131,0.4121679308820656,0.33764981887149115,0.23120907016291878,0.1247683214543455
avg_weekend,8,0.20403566321265515,0.2463937441179705,0.2887518250232866,0.1694299953052722,0.16102561882303704,0.41582606773923403,0.6099008442158987,0.8039756206925599,0.5895719702051463,0.0167088955253185,0.803074969510921,1.5255680616100622,1.483209980704743,1.440851899799429,0.7327834893556101,0.053677344778316774,1.2168011951125506,1.1197028806068194,0.9256281041301546,0.7315533276534879
avg_weekend,9,0.29549913620230844,0.35684515837129915,0.4181911805402898,0.24842864360157002,0.23721377469650054,0.6022292470472617,0.8833023099840022,1.1643753729207418,0.8615610480039307,0.04635751712887438,1.2158795940519962,2.3171220524386116,2.2557760302696277,2.1944300081006305,1.113208618879762,0.07207310856315878,1.8611637886346415,1.729318878656924,1.4482458157201838,1.1671727527834432
avg_weekend,10,0.3272264760095521,0.39515913703032557,0.46309179805109757,0.28278851649031095,0.2727828213555567,0.6668897811134177,0.9781412760180643,1.2893927709227138,0.9734851651652299,0.10721534867550922,1.212431311349175,2.295303052935935,2.227370391915153,2.1594377308943824,1.0939241656248273,0.07334948338457353,1.8105551482720403,1.6443882529274194,1.3331367580227729,1.0218852631181232
avg_weekend,11,0.28625961212001266,0.345687496535817,0.4051153809516215,0.2548955787925142,0.24850061783978722,0.5833990341990383,0.85568364053565,1.127968246872268,0.8705855810127208,0.14839446292688263,1.0141662099329296,1.8890492084846164,1.8296213240688168,1.7701934396530126,0.9063746293034678,0.08124195862449474,1.4752989774626442,1.319625180068982,1.047340573732369,0.7750559673957529
avg_weekend,12,0.21826867143016412,0.26358154417976104,0.3088944169293583,0.19930555106563372,0.1959841013734319,0.4448330351781492,0.6524459737825004,0.8600589123868565,0.6763182296363501,0.14914596150418585,0.8526151525583331,1.5500115750568566,1.5046987023072549,1.4593858295576636,0.7684523162091003,0.10511650365740685,1.2293218191508566,1.115834272704518,0.9082213341001631,0.7006083954958119
