Load Profile, Charger Assignment
San Joaquin_Residential_L2,Residential L2
San Joaquin_Residential_MUD,Residential L2
San Joaquin_Public_L2,Public L2
San Joaquin_Workplace_L2,Workplace L2
San Joaquin_Public_DCFC,DCFC
