Load Profile, Charger Assignment
BaseCase_Imperial_Residential L1_e19controlled_load,Residential L1
BaseCase_Imperial_Residential L2_e19controlled_load,Residential L2
BaseCase_Imperial_Residential MUD_e19controlled_load,Residential L2
BaseCase_Imperial_Public L2_e19controlled_load,Public L2
BaseCase_Imperial_Work_e19controlled_load,Workplace L2
BaseCase_Imperial_Fast_e19controlled_load,DCFC
