Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
CO2 emissions from EVs (metric tons),475.0293111475878,579.019665164969,678.9428945702042,793.3565972807268,929.128266465742,1060.696928212976,1555.2223029432673,2082.95408156842,2593.0610015516036,3110.681662217329,4163.93573448947,4099.905184727485,3987.7872598966946,3875.6693350659007,3763.551410235129,3651.4334854043395,3539.3155605735305,3025.6774169761698,2512.0392733788135,1998.4011297814484
NOX emissions from EVs (metric tons),0.06791221584895313,0.0857159482444061,0.10119944456611178,0.12099949228374161,0.144014164676901,0.16683344000820474,0.24584421195287895,0.33071745023679117,0.41556381805509723,0.5048093450996906,0.6820686987542414,0.6715717799548206,0.6531916042842483,0.6348114286136689,0.6164312529430946,0.5980510772725196,0.579670901601941,0.4954670660004913,0.41126323039904045,0.32705939479758944
PM 10 emissions from EVs (metric tons),0.03283670761429744,0.03965537489204897,0.04641180423102308,0.05388727040436224,0.06281882561823514,0.0714087968247418,0.10454682626627801,0.13983987918784088,0.17360076355378232,0.20746244267597647,0.27691021252192893,0.27265311658938485,0.2651989128766791,0.2577447091639725,0.2502905054512667,0.24283630173855908,0.2353820980258541,0.20123266685532937,0.1670832356848047,0.13293380451428002
SO2 emissions from EVs (metric tons),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VOC emissions from EVs (metric tons),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
