Type,Hour,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
avg_weekday,0,25.26755828441433,30.493373545222966,35.71221523547328,44.44365903429187,50.748075834143116,51.46210046364913,75.47802720692657,99.49395395020379,132.28995240966418,172.5778071199198,204.22386617499,186.59081815802847,181.45504820764603,176.00264820476661,183.86382701538275,190.83138428489244,162.2506091516508,136.36398276671858,112.34805602344129,88.28565101829052
avg_weekday,1,20.470243510892303,24.708212051969937,28.942058789380887,35.2520666740108,40.12755422221681,41.69878052390233,61.15843820059268,80.61809587728247,105.26730910382203,134.34466431390953,166.20305991726622,154.37994786566443,150.20088557842018,145.81757995756675,150.06228845067574,153.77881234825657,134.36198897226916,113.68207959905865,94.2224219223682,74.72956503999282
avg_weekday,2,15.668562570016222,18.914560574252278,22.158153319239837,26.613280189608357,30.231299428202572,31.92113247340041,46.81783455389812,61.7145366343962,79.63957957977607,100.14864406524121,129.05906580005077,121.3638164346307,118.15489896899648,114.81865723634009,116.87854431229098,118.63021173831702,105.87221144308869,90.20889948019752,75.31219739969968,60.393395192371045
avg_weekday,3,12.18902041093855,14.715734689493113,17.24112831981148,20.43173523509961,23.16271405907747,24.834989669607587,36.4247865726052,48.01458347560273,61.267142105681806,75.93850142911387,99.91962144493714,95.35552842602132,92.84851532625035,90.2735733042206,90.5735473011413,90.70428809074009,83.11410815015498,71.11666279788012,59.526865894882924,47.92559812685467
avg_weekday,4,9.88865426422137,11.939406759284088,13.989402214969438,16.42071999201888,18.588563700370955,20.149523607528184,29.552744201140808,38.95596479475321,49.31233556737195,60.48200996180142,81.321485910062,78.25747680100366,76.21880938531783,74.13882163746575,73.81253356125454,73.38923539681103,68.2444643593125,58.591610147086,49.18838955347383,39.77779567926499
avg_weekday,5,8.717828015354456,10.525670237202462,12.332810055684126,14.493751922183453,16.410234810327683,17.763633085425152,26.05342512715053,34.343217168875846,43.517369937753166,53.44612969115548,71.06428914517292,68.5591428757235,66.76034919085896,64.9297270009321,64.4372725595626,63.854809309446296,59.69968664887047,51.221897273719286,42.9321052319942,34.63765304744553
avg_weekday,6,8.608644236380535,10.39253046057416,12.175259367171991,14.540931572816303,16.50382000679397,17.538939922158427,25.723873932437176,33.908807942715846,43.550862291108295,54.43624772677871,69.4530810499485,66.377087317842,64.60529114885114,62.78953070892692,62.80226497149993,62.66669587571568,57.69702032726172,49.25914148058295,41.07420747030425,32.88443564235139
avg_weekday,7,9.926563404760877,11.980458935637223,14.031929573529137,17.30482389081066,19.73377740425761,20.21880525721528,29.65435766411449,39.08991007101382,51.57852319171415,66.67225079577186,79.72126257788408,73.69781467554368,71.67337355197573,69.5444162661008,71.7970473947338,73.73894292708098,64.01295327623819,53.964329366671954,44.52877695977273,35.07893383085078
avg_weekday,8,11.002646628122019,13.27780913442158,15.54979542507311,19.421648195735553,22.188075694273447,22.408276558819928,32.86559414654355,43.32291173426733,57.77924258812457,75.64784995900297,89.29677725990733,81.84768295818698,79.60954692353216,77.23918570162544,80.40051426120482,83.15482969910359,71.20630333006406,59.97728108996506,49.519963502241254,39.045493359724304
avg_weekday,9,11.543164677404716,13.932131088186788,16.318482870054822,20.021828716831916,22.81519954958247,23.512542115738317,34.48518963522027,45.45783715470261,59.72243234781494,76.79597939840667,92.58995600713817,85.62069107846847,83.2663458197345,80.7906982604477,83.42159785771399,85.71744832913589,74.36390059137489,62.67252977454669,51.69988225506471,40.70894173646936
avg_weekday,10,12.27627243909583,14.81962104226351,17.361127037131812,20.8307586949578,23.6591033601756,25.010313331817176,36.681928897287825,48.35354446275834,62.345095401074275,78.31619991096885,96.79926839735599,90.4974512344096,87.98536646863143,85.3671476983935,87.26425921364593,88.92525144762533,78.40395340270332,66.08747030699686,54.415854741526225,42.724429473581104
avg_weekday,11,12.50335070245687,15.095056877300518,17.68534943106713,20.98768588457656,23.79803670586484,25.47515224486633,37.36369516430494,49.25223808374336,62.920600154791046,78.10764563382104,98.80858021898706,93.73833903443068,91.16962410923931,88.5224741079457,89.2067209273477,89.70982062351892,81.23792166218091,68.8746769055346,56.986133986096206,45.08339490050865
avg_weekday,12,13.179216613634473,15.912869657146002,18.64568639028927,21.79975440901002,24.66275950291167,26.85533287245243,39.38796759043726,51.920602308422296,65.50619332022764,79.9902504774898,101.4817299932441,97.4783356335219,94.7607138806824,91.98938216521029,91.51329568655363,90.93004101423999,84.13005746119461,71.2676218964039,58.7349871784193,46.191505728457905
avg_weekday,13,13.515172791893868,16.319511834456733,19.12334660228616,22.181185610458403,25.06352078127304,27.54160199090497,40.394499362890315,53.24739673487566,66.73520104408148,80.76475850292478,102.2780435294494,99.22684792736857,96.43200015169411,93.60529355759883,92.13917124852199,90.60842913518421,85.39456593530514,72.34633785982281,59.49344048783759,46.63417935904528
