Load Profile, Charger Assignment
Work_California_Residential L1_e19controlled_load,Residential L1
Work_California_Residential L2_e19controlled_load,Residential L2
Work_California_Residential MUD_e19controlled_load,Residential L2
Work_California_Public L2_e19controlled_load,Public L2
Work_California_Work_e19controlled_load,Workplace L2
Work_California_Fast_e19controlled_load,DCFC
