Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,15617593.388950646,18855542.55569571,22097266.105345726,25474417.038487114,28760440.45881232,31827845.400356375,46677566.85895216,61522512.9315494,76712871.39967805,92210951.81268468,117296698.12228072,114786849.21188572,111556232.37739694,108325062.08671167,105688041.39568308,103026932.51933649,98492400.1558711,83655090.00958636,68921775.25026333,54208901.99457617
Utility Bills (res),9324427.629922146,11259929.952717604,13196389.56629753,15116480.90448599,17049383.113566805,19003062.671657108,27872148.99655384,36739286.82127223,45568817.04562397,54379902.700773835,70892644.18631749,69815825.92731895,67878394.61629522,65947169.41460095,63955920.7017763,61984390.42547217,59914686.63333633,51062368.7436259,42213871.405501574,33370692.26970512
Utility Bills (work),5289211.474573938,6383866.526634257,7480393.224604103,8742149.911148924,9890702.676331565,10778108.040233148,15804826.73141388,20829499.325093817,26268166.103957366,32062478.04124429,39183312.077564895,37801994.73635175,36700958.20604802,35586610.32858838,35180393.65680124,34728773.63194794,32406458.768144272,27272471.92817716,22238764.94523585,17208641.72564885
Utility Bills (pub L2),379223.68525898125,457705.76835900213,536566.9902120215,610294.6623456933,687563.8647946613,773113.6327161714,1133421.5446247382,1493418.1272978224,1841667.1950586753,2178699.438671405,2876526.3017431125,2847904.0930612683,2768365.7730406215,2691328.2814653427,2601479.7062019296,2512303.35167622,2456971.863922586,2102799.15607898,1754170.9585623369,1415038.1037088367
Utility Bills (DCFC),624730.5991955801,754040.3079848447,883916.3242320749,1005491.5605065047,1132790.8041192866,1273561.0557499484,1867169.586359702,2460308.657885525,3034221.0550380317,3589871.6319951504,4344215.55665523,4321124.455153758,4208513.782013086,4099954.062056994,3950247.330903607,3801465.11024017,3714282.890467918,3217450.1817043275,2714967.940963576,2214529.8955133636
Incremental upfront vehicle cost,7482921.237208192,9352735.243679835,5602859.010927067,2801412.4461486912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,9486183.043751124,16624872.663613874,16639418.293531984,16654007.560339848,16668640.594948137,16683317.528660264,76499860.07617629,76567504.5591548,76635351.97558226,76703402.934259,79616327.80499071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),4286733.06439516,7512239.883970124,7518399.661373393,7524577.918108872,7530774.709614557,7536990.091494769,34558285.986852676,34586932.04481323,34615664.04094767,34644482.23307051,35878046.46488255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),2910594.3249728503,5099413.040957533,5102364.600963267,5105325.015649017,5108294.311578824,5111272.515396426,23430305.785366904,23444032.02147301,23457799.436287425,23471608.153346285,24062691.014422886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),1034877.9822125697,1813124.6367849007,1814174.0803424949,1815226.6722307603,1816282.4218946947,1817341.338807618,8330775.3903526785,8335655.829857065,8340550.910679975,8345460.676745341,8555623.471794812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),1253977.6721705443,2200095.101901318,2204479.9508528304,2208877.954351198,2213289.15186006,2217713.5829614494,10180492.913604017,10200884.663011495,10221337.587667193,10241851.871096857,11119966.853890466,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),17817041.8531708,22698449.823782038,27016488.069082566,31131491.74135743,38843460.245986566,42575831.55391536,60412061.25658857,79183286.56348209,99324789.32094325,121822619.69837055,122979365.161378,119598105.40804283,115693476.7963905,111687984.04677281,108042930.26634705,104579428.9517585,85539607.84064738,66682061.01565164,46166017.00807716,24988024.934463106
Avoided vehicle gasoline (gallons),6143807.535576139,7369626.566163,8549521.540848913,9668165.137067525,10759961.286976889,11793859.156209242,16688414.711764798,21753650.154802773,26990431.8806911,32399632.898502808,32534223.58766614,31308404.557079278,30128509.582393363,29009865.986174755,27918069.83626539,26884171.967033032,21989616.411477476,16924380.968439505,11687599.24255118,6278398.224739474
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
