Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
CO2 emissions from EVs (metric tons),2130.9729497599546,2599.9504862422,3045.4682780492844,3558.7536286073614,4167.584482792331,4758.027942076904,6980.626227841017,9346.305666773515,11634.706634823842,13951.700496353842,18736.439281020233,18449.51302881267,17947.10322448372,17444.693420154636,16942.28361582572,16439.873811496687,15937.464007167673,13635.37212511138,11333.280243055195,9031.188360998909
NOX emissions from EVs (metric tons),0.30260358985335,0.38305105300782555,0.4517835639395261,0.5405255932281323,0.6439466225842949,0.7460043412408269,1.1001627417095834,1.4804053582151715,1.8617305849203738,2.259956647439765,3.0673652903225994,3.020388187427147,2.938130963168104,2.855873738909058,2.7736165146500227,2.691359290390966,2.609102066131916,2.232191252338924,1.855280438545921,1.4783696247529163
PM 10 emissions from EVs (metric tons),0.14756288866863526,0.1782942107885471,0.20845648001837658,0.2420038368212066,0.2820274995295039,0.32062080996752446,0.46967596941587547,0.6279130755785971,0.779281062435865,0.9310124448621794,1.2462298980649198,1.2271458821809627,1.193729641553613,1.1603134009262634,1.1268971602989137,1.0934809196715538,1.0600646790442025,0.9069481283435226,0.7538315776428369,0.6007150269421595
SO2 emissions from EVs (metric tons),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VOC emissions from EVs (metric tons),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
