Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,1381543.5701344807,1668166.5872060955,1954975.9260459188,2245688.8400947014,2533780.0079465536,2815605.0692817643,4129589.955074872,5443371.049685894,6767297.550678116,8100061.355713884,10563268.91157564,10380906.932664715,10098579.747155964,9816633.784020135,9552646.85907871,9287739.036210693,8954068.151459035,7661042.51591118,6371768.108260662,5101910.812458149
Utility Bills (res),1168137.3838894875,1410593.1278445758,1653124.9104611527,1895312.8316849708,2137786.946378817,2380685.103414192,3491834.9442172716,4602886.698417249,5713275.546963937,6823389.769536467,9001184.970531024,8862668.644445172,8620625.417788498,8378958.834721006,8135838.195111624,7893081.60384502,7637676.2854400305,6530356.461775162,5424000.671481504,4336746.709380517
Utility Bills (work),129299.97045362263,156058.40594276914,182860.42564524064,214099.5590171519,242296.76040418525,263476.5674954178,386378.7446162497,509232.00085894606,643195.4605140213,786705.8934418292,958845.4560670335,923571.0051789454,896880.66095984,869824.1632764372,861536.2826794272,852039.6430898613,792798.3396072818,668027.2604071384,545911.1970641126,423875.64263570105
Utility Bills (pub L2),31129.33610956947,37572.891601002404,44039.781676923325,50485.4290151842,56947.7890045859,63452.81744030933,93038.22723897891,122603.5768624436,152172.17627043126,181691.38630490162,272438.1392884294,268451.0296701203,262019.07969786716,255718.28206490335,249908.3734068062,244053.74406001513,236896.2504977606,207910.83827400653,179006.6963811497,150199.53227037293
Utility Bills (DCFC),52976.87968180113,63942.16181774807,74950.80826260222,85791.0203773945,96748.51215896578,107990.58093184509,158338.0390023714,208648.77354725444,258654.36692972673,308274.30643068644,330800.34568915266,326216.25337047654,319054.588709758,312132.5039577884,305364.0078808532,298564.0452157976,286697.27591396176,254747.95545487237,222849.54333389568,191088.92817155863
Incremental upfront vehicle cost,673360.1423820829,841617.7233071901,504180.3624211556,252088.64610653126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,746920.6861640546,1309060.2713362304,1310260.970909892,1311465.2725822749,1312673.1871596738,1313884.725480806,6025919.028952565,6031503.7767949775,6037105.2788809175,6042723.585473117,6283177.98728497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),385747.1026478476,675998.4179341362,676552.7133032606,677108.6715584925,677666.29768849,678225.5966968775,3110267.8476299886,3112846.011172878,3115431.9092063964,3118025.5649340157,3229029.819731463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),155208.00931453815,271927.19368989905,272084.58620211994,272242.4508918771,272400.78917570325,272559.6024743815,1249625.1913023423,1250357.2624318048,1251091.5297746556,1251827.9999195358,1283347.726590415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),93124.80558872281,163156.31621393954,163250.75172127187,163345.47053512617,163440.47350542204,163535.7614846288,749775.1147814055,750214.3574590829,750654.9178647933,751096.7999517211,770008.6359542495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),112840.76861294606,197978.3434982557,198372.9196832397,198768.67959677888,199165.62679005857,199563.76482491815,916250.8752388285,918086.1457312119,919926.9220350716,921773.2206678443,1000791.8050088421,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),1603289.0710412848,2042548.7481005276,2431112.8870906685,2801406.7029453423,3495377.953705246,3831240.1117663137,5436510.500615047,7125929.396813982,8938670.749810712,10963476.315286739,11067876.752660751,10763624.869162403,10412269.447887223,10051833.875256807,9723836.623842403,9412176.600947538,7698580.520139456,6001388.741565869,4154931.5556307565,2248898.420217277
Avoided vehicle gasoline (gallons),552858.3003590638,663165.1779547167,769339.5212312242,870002.0816600441,968248.7406385724,1061285.3495197545,1501798.480832886,1957672.9112126324,2428986.616796389,2915818.168959239,2928009.722926125,2817702.845330472,2711528.5020539644,2610865.9416251443,2512619.282646616,2419582.673765434,1979069.5424523023,1523195.1120725556,1051881.406488799,565049.854325949
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,44360.91680450248,124721.99955370824,208597.49926014565,296103.15550588234,387358.0994367895,482484.9469733918,898662.5492125797,1332918.4432359568,1785846.6439225436,2258058.552912814,3160160.246675598,3130999.444323848,3099026.0491092317,3064130.420774119,3026199.456184492,2985116.490029268,2546630.413616354,2087406.153460098,1606743.4567367763,1103921.2967793539
Federal EV Tax Credit,1315046.9408449351,2253088.130928823,2204587.212259122,2157130.3446762445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
