Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
CO2 emissions from EVs (metric tons),3036.8384260295784,3704.3210762338203,4340.200517871034,5071.7590518542065,5939.947796838789,6781.0469738909005,9943.969351284688,13313.36462564297,16578.360268913006,19879.447131587596,26539.20278733114,26130.315014768876,25414.34976507473,24698.384515380505,23982.41926568641,23266.45401599237,22550.488766298244,19270.48637338813,15990.483980478102,12710.481587568018
NOX emissions from EVs (metric tons),0.43133591400574534,0.5457731986368632,0.6441167823539233,0.7707256660496671,0.9182615163732872,1.0635060996359051,1.5673334100884149,2.109074810802227,2.6540328082982123,3.221397391487227,4.344594583531757,4.2776319418896405,4.160379904385545,4.043127866881474,3.9258758293773663,3.808623791873269,3.6913717543691544,3.1542130532292343,2.6170543520893093,2.07989565094938
PM 10 emissions from EVs (metric tons),0.2102788756086522,0.25402563266365596,0.29704510835992043,0.34484207654922566,0.401908232191961,0.4569026912493551,0.669040197206042,0.8943932774481803,1.110245670414647,1.3264215960713484,1.7652420482156432,1.738048321168306,1.6904319215544403,1.6428155219405725,1.5951991223267084,1.547582722712839,1.4999663230989713,1.2818245840383398,1.0636828449777163,0.8455411059170928
SO2 emissions from EVs (metric tons),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VOC emissions from EVs (metric tons),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
