Load Profile, Charger Assignment
BaseCase_Kern_Residential L1_uncontrolled_load,Residential L1
BaseCase_Kern_Residential L2_uncontrolled_load,Residential L2
BaseCase_Kern_Residential MUD_uncontrolled_load,Residential L2
BaseCase_Kern_Public L2_uncontrolled_load,Public L2
BaseCase_Kern_Work_uncontrolled_load,Workplace L2
BaseCase_Kern_Fast_uncontrolled_load,DCFC
