Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,11725684.282661159,14156185.51617127,16590078.530588588,19156978.115347542,21633680.302986745,23896446.24657911,35044968.14370907,46189361.86014832,57673897.71139169,69455196.1530467,88563152.83365119,86536769.53910266,84109955.64549516,81689888.48420757,79843557.12392488,77970337.65295467,74333988.19825205,63204146.22231414,52167315.88634682,41139547.55367266
Utility Bills (res),7207586.761234397,8703741.645793077,10200576.75397268,11684394.0841253,13178387.3980834,14688932.420284603,21544655.44663127,28398912.401616443,35223012.456864476,42032346.95309009,54825181.319488905,53989928.18828849,52498364.50350092,51017127.259343475,49495971.25298161,47990458.87319417,46406148.56566061,39609168.400767766,32803953.167035837,25998898.86404982
Utility Bills (work),3691151.9683086844,4454331.333123111,5219482.496699168,6140361.777856303,6954162.903774638,7521734.122174042,11028775.13975485,14533768.40502625,18431336.337969158,22661701.139418736,27859855.601857215,26725052.98499514,25954342.643190607,25175062.876722157,25046511.68834084,24874343.468553018,22976667.237145722,19370414.500668004,15856597.54558938,12346878.186572462
Utility Bills (pub L2),323323.9231256591,390244.29764298553,457456.04539679637,521912.523096367,588280.0702048101,659114.7344204058,966330.8447474213,1273304.5252268228,1574186.838001167,1869065.627690812,2356067.2421003785,2331317.1056944826,2262573.3776924526,2195837.8469517096,2117103.5633273115,2038585.8203831469,1992556.1435877844,1691263.7865571778,1402107.437966471,1116224.446489531
Utility Bills (DCFC),503621.62999241764,607868.2396120962,712563.2345199442,810309.7302695683,912849.930923898,1026664.9697000594,1505206.7125755292,1983376.528278802,2445362.0785568887,2892082.4328470654,3522048.6702046865,3490471.260124548,3394675.121111179,3301860.501190228,3183970.6192751285,3066949.490824321,2958616.2518579406,2533299.5343211917,2104657.7357551325,1677546.056560849
Incremental upfront vehicle cost,5782094.839081185,7226910.5165605135,4329360.305183119,2164666.970764146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,10981530.67989628,19244792.183583338,19260898.196332578,19277052.527120106,19293255.32089997,19309506.723061185,88538923.05834147,88613824.34936549,88688950.34426254,88764301.7171443,91989710.9263854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),3312382.469684455,5804749.520422488,5809509.214665454,5814283.187991155,5819071.483236831,5823874.143368244,26703466.816352367,26725601.856801424,26747803.302371826,26770071.35227894,27723253.364701644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),5365331.69404331,9400156.584831676,9405597.431846915,9411054.601403221,9416528.142468175,9422018.104156345,43191100.62038733,43216403.37359206,43241782.03505636,43267236.83250505,44356827.30671257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),866163.1225232064,1517533.2009322667,1518411.55502268,1519292.5441753694,1520176.1762955145,1521062.459312017,6972642.273002909,6976727.073901341,6980824.129202469,6984933.4756694995,7160833.707235599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),1437653.3936453061,2522352.8773969077,2527379.9947975306,2532422.1935503604,2537479.518899448,2542552.016224577,11671713.348598866,11695092.045070669,11718540.877631893,11742060.0566908,12748796.54773559,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),13767327.288526708,17539218.364163823,20875790.52116576,24055476.73488003,30014557.67081801,32898581.729470458,46680780.24188597,61185457.11522737,76748957.85197641,94133210.79078747,95027088.67503466,92414373.10723071,89397246.192734,86302180.3379288,83485628.33855048,80809362.93881185,66097139.32265025,51525760.4324497,35672847.43862343,19308441.790477958
Avoided vehicle gasoline (gallons),4747354.237423003,5694551.416936306,6606262.823153721,7470644.948720505,8314281.903273687,9113180.534479352,12895243.16074198,16809191.515172355,20855695.06847185,25035428.40180518,25139441.44842187,24192244.268908564,23280532.86269115,22416150.737124365,21572513.78257118,20773615.151365515,16991552.52510289,13077604.170672512,9031100.61737302,4851367.284039688
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,380923.9840137124,1070978.7891338828,1791211.638471078,2542616.379445169,3326215.9825891005,4143063.3419437134,7716205.491125851,11444560.652214501,15333228.796933347,19387459.172664154,27133095.621138252,26882628.539919995,26608008.488847505,26308293.963314503,25982513.722549453,25629665.936912496,21865022.0877324,17922329.150874916,13795575.054105237,9478569.36976867
Federal EV Tax Credit,11292212.96483337,19347104.816379845,18930630.9357924,18523122.246372223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,1505.628395311116,2636.3654829786938,2636.365482978692,2636.3654829786938,2636.3654829786938,2636.3654829786938,12078.199999999997,12078.199999999997,12078.199999999997,12078.199999999997,13583.828395311128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,279124.9308892992,399616.7693333006,442591.5139409418,487527.7027847129,534495.3464476807,758359.8335684929,1959321.76055129,2669430.879036739,3164848.177241812,3683617.4478526646,4639920.3189721145,3716526.886018623,3699887.17343207,3680161.9085361827,3657208.780633093,3630880.324384009,3601023.7604970667,3128912.98868362,2631294.5395524865,2107195.9741226276
Distribution Cost,202241.3842762623,304599.5285810949,328634.0204047553,353795.58044840285,380125.54109130014,582459.7281821978,1695295.2654287782,2313249.9948799233,2712344.6493847556,3130478.406937032,3923532.9667759854,2995132.496123822,2982679.439123356,2967731.771612471,2950172.5472404673,2929880.527376053,2906730.0497251977,2526723.6284206584,2125900.180744403,1703456.3577585914
Transmission Cost,76883.5466130369,95017.24075220566,113957.49353618649,133732.12233631,154369.80535638056,175900.10538629506,264026.49512251164,356180.88415681553,452503.52785705624,553139.0409156325,716387.3521961286,721394.3898948013,717207.7343087139,712430.1369237119,707036.2333926258,700999.7970079561,694293.710771869,602189.3602629615,505394.35880808334,403739.61636403616
Cumulative personal light-duty EV population,12699.172585106533,15335.538068085227,17971.90355106392,20608.269034042612,23244.634517021306,25881.0,37959.2,50037.399999999994,62115.59999999999,74193.79999999999,86272.0,83635.6345170213,80999.2690340426,78362.90355106391,75726.53806808521,73090.17258510651,61011.972585106516,48933.77258510652,36855.57258510652,24777.372585106525
