Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,12034518.619712431,14530431.484935004,17028791.117723353,19580048.77961816,22095557.69700472,24526679.754264817,35969846.85177,47410466.405308634,58988557.52510814,70684291.68076807,90619325.49851245,88921245.4295294,86424745.8706331,83933348.40500398,81682670.10195976,79419627.28526823,76316645.17900285,64880858.1687683,53478379.92650898,42081359.47050956
Utility Bills (res),8814389.457443425,10643931.204119666,12474063.506280918,14298893.372370524,16127818.500360942,17963900.819919642,26347073.15564571,34729439.61069088,43100233.955976196,51464069.179389596,66451799.626182534,65409196.39740098,63577102.59488088,61748508.55561759,59899888.26305598,58056920.48710475,56113531.32715978,47730281.80280338,39342771.60955502,30955591.475808647
Utility Bills (work),1793986.407209704,2165235.9416953167,2537107.619204303,2970919.3396993806,3362260.769587329,3655643.3937837156,5360577.141258034,7064817.447420202,8924206.654096704,10916805.31530148,13590471.373160621,13098240.294855148,12729862.658694558,12356473.93856845,12247526.034477714,12121630.464247618,11294650.462067712,9572624.360724138,7888022.526967864,6204647.652744385
Utility Bills (pub L2),965434.864988015,1165241.246147948,1365829.32193178,1565294.4707195982,1765586.490762966,1967949.970431927,2885306.7744469563,3801995.2134149834,4717847.717551472,5631074.9217549125,7362017.665889718,7248563.558673958,7044217.174302943,6843986.839964567,6645211.654333546,6445448.820964138,6242422.6401193,5322164.373372976,4402506.671035341,3485404.7527651154
Utility Bills (DCFC),460707.8900712866,556023.0929720744,651790.6703063528,744941.5968286565,839891.9362934828,939185.5701295331,1376889.780419298,1814214.1337825705,2246269.1974837687,2672342.264322082,3215036.833279582,3165245.1785993115,3073563.442754719,2984379.070853369,2890044.1500925263,2795627.512951723,2666040.7496560714,2255787.6318678083,1845079.118950752,1435715.5891914074
Incremental upfront vehicle cost,5782094.839081185,7226910.5165605135,4329360.305183119,2164666.970764146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,9353237.090331826,16391393.500158247,16405247.158720242,16419142.378257936,16433079.28345424,16447057.999366136,75414505.8609301,75478932.53982662,75543552.4987598,75608366.31756978,78382716.40676957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),3312382.469684455,5804749.520422488,5809509.214665454,5814283.187991155,5819071.483236831,5823874.143368244,26703466.816352367,26725601.856801424,26747803.302371826,26770071.35227894,27723253.364701644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),2257383.573576539,3954976.182964587,3957265.3384872903,3959561.361476567,3961864.272534809,3964174.0923262304,18172013.702973623,18182659.460348513,18193337.15499552,18204046.882726464,18662475.881837968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),2587952.5774835474,4534138.959101544,4536763.336280767,4539395.586591528,4542035.733653221,4544683.801156099,20833105.30437083,20845310.01586076,20857551.34148514,20869829.391086403,21395390.276587218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),1195518.4695872858,2097528.8376696263,2101709.2692867317,2105902.242198685,2110107.794029378,2114325.962515561,9705920.037233276,9725361.206815919,9744860.699907312,9764418.691477975,10601596.883642746,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),13767327.288526708,17539218.364163823,20875790.52116576,24055476.73488003,30014557.67081801,32898581.729470458,46680780.24188597,61185457.11522737,76748957.85197641,94133210.79078747,95027088.67503466,92414373.10723071,89397246.192734,86302180.3379288,83485628.33855048,80809362.93881185,66097139.32265025,51525760.4324497,35672847.43862343,19308441.790477958
Avoided vehicle gasoline (gallons),4747354.237423003,5694551.416936306,6606262.823153721,7470644.948720505,8314281.903273687,9113180.534479352,12895243.16074198,16809191.515172355,20855695.06847185,25035428.40180518,25139441.44842187,24192244.268908564,23280532.86269115,22416150.737124365,21572513.78257118,20773615.151365515,16991552.52510289,13077604.170672512,9031100.61737302,4851367.284039688
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,380923.9840137124,1070978.7891338828,1791211.638471078,2542616.379445169,3326215.9825891005,4143063.3419437134,7716205.491125851,11444560.652214501,15333228.796933347,19387459.172664154,27133095.621138252,26882628.539919995,26608008.488847505,26308293.963314503,25982513.722549453,25629665.936912496,21865022.0877324,17922329.150874916,13795575.054105237,9478569.36976867
Federal EV Tax Credit,11292212.96483337,19347104.816379845,18930630.9357924,18523122.246372223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,1505.628395311116,2636.3654829786938,2636.365482978692,2636.3654829786938,2636.3654829786938,2636.3654829786938,12078.199999999997,12078.199999999997,12078.199999999997,12078.199999999997,13583.828395311128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,243757.17027898578,346712.2367018564,385332.35368468775,425714.4934364163,467921.52402711817,667388.3623663811,1698859.1755471323,2332107.776655515,2774613.8140712758,3237972.749287187,4074944.2441918957,3308673.005512387,3293519.6465693396,3275603.799676965,3254798.2386571476,3230971.1322427425,3203985.9021325707,2781985.53211964,2337200.164379543,1868761.4751350053
