Load Profile, Charger Assignment
BaseCase_Yolo_Residential L1_e19controlled_load,Residential L1
BaseCase_Yolo_Residential L2_e19controlled_load,Residential L2
BaseCase_Yolo_Residential MUD_e19controlled_load,Residential L2
BaseCase_Yolo_Public L2_e19controlled_load,Public L2
BaseCase_Yolo_Work_e19controlled_load,Workplace L2
BaseCase_Yolo_Fast_e19controlled_load,DCFC
