Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,99209673.77057883,119805315.4854042,140400808.52949318,160854726.57949513,181331746.62532672,202099750.3895755,296544591.2269568,390899904.43108547,484860778.9787231,578539980.8691124,744989030.1175816,733746278.1853869,713471619.0301707,692871124.6862317,671623797.0751107,650360153.7370836,628810200.8627183,534776451.0250691,440471994.7605165,346197403.8235539
Utility Bills (res),63481579.301000126,76660530.17932966,89839512.37681445,102879451.07861066,115978069.47205424,129331071.82513714,189751727.56872118,250127415.46001872,310134795.8474298,369855733.37983155,479422661.88013387,472315726.70712197,459297288.0100633,446118984.7721757,432381827.3486642,418656030.3830208,404560847.2115766,344376083.1331232,283990190.6465742,223598755.65989342
Utility Bills (work),8143148.654736032,9833184.159784129,11523045.637659034,13219141.157913504,14907722.725872736,16597029.730180878,24339300.51691088,32083641.13678384,39842185.90334831,47581361.15945375,60388204.03564358,59412371.87312009,57717745.292593695,56021817.865128495,54357481.76844405,52658331.78856317,50939434.68690218,43188086.54913181,35445185.0228707,27700846.768044338
Utility Bills (pub L2),8885941.545812659,10730627.027542105,12575295.55307278,14415752.441212466,16258041.532698113,18108951.056463923,26560669.638060268,35011811.14174236,43451859.814421386,51879113.66211521,67244969.88303505,66209009.118304186,64366568.11665124,62521170.34639686,60657805.15221023,58790185.77022328,56930967.122541815,48484030.49666485,40092511.43419843,31737388.855225492
Utility Bills (DCFC),18699004.26903002,22580974.118748296,26462954.961946905,30340381.901758503,34187912.89470162,38062697.77779357,55892893.50326445,73677036.69254056,91431937.41352357,109223772.66771182,137933194.3187691,135809170.4868407,132090017.61086252,128209151.7025307,124226682.80579226,120255605.79527631,116378951.84169783,98728250.84614925,80944107.6568732,63160412.5403907
Incremental upfront vehicle cost,76047471.44852822,95050027.10341887,56940765.13126227,28470209.195136208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,163211097.89796826,286099562.4354788,286416338.2837705,286734064.45960706,287052743.81397116,287372379.2063978,1317992472.593709,1319465600.3165402,1320943147.4225402,1322425127.1698582,1385862989.8960512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),43565233.41460141,76345431.14660071,76408031.76490939,76470820.18507299,76533796.9704971,76596962.68627736,351199824.96213543,351490941.5570218,351782931.50169283,352075797.4161979,364612262.71889615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),20427082.12380339,35788611.30769413,35809325.8944413,35830102.6249487,35850941.68564762,35871843.2635286,164433804.5164282,164530135.19368395,164626754.8629717,164723664.39126727,168871989.20069644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),45709860.17457749,80084488.26916504,80130841.48094764,80177333.75236577,80223965.50059797,80270737.14407486,367954961.3040998,368170521.30240023,368386727.9806953,368603583.27902544,377886325.95605177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),53508922.18498598,93881031.71201897,94068139.14347216,94255807.89721961,94444039.65722847,94632836.11251697,434403881.8110454,435274002.26343435,436146733.0771804,437022082.0833675,474492412.0204067,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),181071126.99368152,230679925.68420136,274563307.5565541,316383288.598432,394758522.8253451,432689885.65509987,613951243.6262757,804714559.8322254,1009403433.4605485,1238038698.3618643,1249788683.7123833,1215425317.1509166,1175743195.839561,1135036082.4574983,1097991969.6111128,1062792939.122873,869300071.9107519,677659583.060638,469164549.4135838,253942448.47242117
Avoided vehicle gasoline (gallons),62438319.65299363,74896079.76759784,86887122.64447914,98255679.68895403,109351391.36436152,119858694.08728528,169599791.05698222,221075428.52533665,274294411.2664534,329265611.2664533,330631926.9080379,318174166.79343367,306183123.91655236,294814566.87207747,283718855.19667,273211552.47374624,223470455.50404933,171994818.03569493,118775835.29457818,63804635.29457819
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,5010001.842679162,14085764.961541273,23558436.81674146,33441088.72332907,43747175.03038723,54490543.648013845,101483986.80905713,150518768.04606068,201661961.4078768,254982604.19387856,356853421.89982885,353559056.37686557,349947021.7146924,346004934.9440972,341720021.997086,337079106.49189335,287567136.90360886,235713494.36589777,181439109.06226608,124662565.47400147
Federal EV Tax Credit,148517841.18614116,254457673.57374087,248980111.12890497,243620460.98718685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,19802.37882481882,34674.09898564842,34674.09898564842,34674.09898564842,34674.09898564842,34674.098985648365,158850.59999999998,158850.59999999998,158850.59999999998,158850.59999999998,178652.9788248189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,8614395.815844566,12673012.859383222,13824851.718722306,15027227.377716163,16281869.550288728,26847861.124246575,74778907.05467282,106906572.77726421,127270258.72529748,148541993.1198806,187955051.68264654,153515568.08927637,152638625.47488335,151637475.27254084,150506805.50822425,149241124.0531199,147834753.175718,128384618.98071535,107947850.52899823,86489029.91386423
Distribution Cost,6302982.447613903,9816710.439430207,10399523.260639358,11007906.92622982,11642736.654312173,21562214.57318463,66845988.80959916,96205889.50852697,113677139.27170697,131927459.25107792,166335193.34711418,131745030.45802534,130993455.17205486,130135333.41633376,129166108.17065467,128081067.84699906,126875341.63374971,110188789.57773337,92655764.8513618,74245880.75139067
Transmission Cost,2311413.3682306614,2856302.4199530156,3425328.4580829474,4019320.4514863435,4639132.895976555,5285646.551061942,7932918.245073658,10700683.268737247,13593119.453590509,16614533.868802669,21619858.335532375,21770537.631251045,21645170.302828502,21502141.856207065,21340697.337569587,21160056.206120826,20959411.541968312,18195829.40298198,15292085.677636435,12243149.162473563
Cumulative personal light-duty EV population,167022.50507175794,201696.60405740637,236370.7030430548,271044.8020287032,305718.90101435164,340393.0,499243.6,658094.2,816944.7999999999,975795.3999999999,1134646.0,1099971.9010143515,1065297.802028703,1030623.7030430546,995949.6040574061,961275.5050717577,802424.9050717577,643574.3050717578,484723.7050717578,325873.1050717578
Cumulative personal light-duty LDV population,7951731.0,8067344.0,8206972.0,8322621.0,8450210.0,8573820.0,8681474.0,8809068.0,8928687.0,9048358.0,9136039.0,9020426.0,8880798.0,8765149.0,8637560.0,8513950.0,8406296.0,8278702.0,8159083.0,8039412.0
EV sales as % of total personal light-duty vehicles,0.0024903230283844892,0.0042980811262849855,0.004224956413357865,0.004166247506121981,0.00410334169040159,0.004044183221206926,0.018297653140469,0.01803262274737804,0.0177910369128182,0.017555737737167336
Peak Demand 5-9 PM,61.75856814360263,74.58770500919198,87.41965548655595,100.9146116544019,114.47354646663861,125.87783909325401,184.62102789756864,243.36421670188116,302.46050866132816,376.1092171351484,469.24801783110854,459.2662661330399,446.4060598656414,433.6577802193428,423.02127645665576,421.249819319244,394.5048604657895,336.41040972364925,277.66722091933514,218.93748330018568
Energy Supply Cost,42632462.34534362,52888167.855655484,59931195.13473248,69127963.62179163,81223249.85184506,99839074.62709308,157945573.81211457,223998798.71250403,296136091.7177918,369197135.55146474,504436375.65033746,508481261.9148392,509962159.02041537,510765251.23803544,511122727.34651446,510839452.8373161,510107477.26655734,447542911.0613007,380996140.27455986,309997248.0914798
Energy Cost,26239029.346036863,34762241.000673525,40937208.842507236,50477130.705345236,62290896.957957804,79445707.17794758,128534549.17530636,189252359.93472037,257072695.08593708,324693034.5349863,452173583.03498566,459888383.9757984,461720722.19659805,462910657.6047875,463443268.6325104,463312871.0852414,462257246.0539656,405328522.9664664,344429948.2997093,279563424.65435314
GHG Cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capacity Cost,16393432.999306548,18125926.85498211,18993986.292225186,18650832.916446332,18932352.893887147,20393367.449145503,29411024.636807676,34746438.777783506,39063396.63185423,44504101.016476914,52262792.615352005,48592877.939040944,48241436.823817074,47854593.633248076,47679458.7140041,47526581.752074555,47850231.212591775,42214388.09483352,36566191.97485113,30433823.437126145
