Load Profile, Charger Assignment
BaseCase_San Benito_Residential L1_uncontrolled_load,Residential L1
BaseCase_San Benito_Residential L2_uncontrolled_load,Residential L2
BaseCase_San Benito_Residential MUD_uncontrolled_load,Residential L2
BaseCase_San Benito_Public L2_uncontrolled_load,Public L2
BaseCase_San Benito_Work_uncontrolled_load,Workplace L2
BaseCase_San Benito_Fast_uncontrolled_load,DCFC
