Load Profile, Charger Assignment
Monterey_Residential_L2,Residential L2
Monterey_Residential_MUD,Residential L2
Monterey_Public_L2,Public L2
Monterey_Workplace_L2,Workplace L2
Monterey_Public_DCFC,DCFC
