Load Profile, Charger Assignment
San Mateo_Residential_L2,Residential L2
San Mateo_Residential_MUD,Residential L2
San Mateo_Public_L2,Public L2
San Mateo_Workplace_L2,Workplace L2
San Mateo_Public_DCFC,DCFC
